"id","assets","liabilities","buffer","weights"
"10001",0.642628,0.580325,34.86,37.082953
"10002",0.268668,0.242547,65.75,67.261215
"10003",0.352712,0.272673,40.05,41.675385
"10004",0.223448,0.198581,36.91,38.332029
"10005",24.76536,21.939214,25.7,73.404574
"10006",0.218318,0.194795,34.86,36.273113
"10007",0.000545,0.0004639999999999,46.4,47.401009
"10008",0.221887,0.196266,10.65,12.068153
"10009",0.008012,0.007478,21.15,22.16549
"10010",0.098282,0.08721,19.54,20.725492
"10011",0.344748,0.303307,36.37,38.018055
"10012",0.453453,0.409474,9.78,11.642927
"10013",0.006686,0.00552,27.07,28.082206
"10014",21.034332,18.418741,67.01,107.463073
"10015",0.025405,0.02159,64.84,65.886995
"10016",0.045245,0.039591,54.61,55.694836
"10017",21.842825,18.698681,68.05,109.591506
"10018",0.030626,0.027207,47.45,48.507833
"10019",0.054254,0.0473569999999999,58.93,60.031611
"10020",252.578662,235.856078,44.95,534.38474
"10021",0.930241,0.769698,52.25,54.949939
"10022",0.37944,0.345898,23.9,25.625338
"10023",13.474731,11.502342,41.58,67.557073
"10024",0.211309,0.191902,12.17,13.573211
"10025",0.0719279999999999,0.062069,51.14,52.273997
"10026",0.159388,0.144429,24.79,26.093817
"10027",0.431029,0.383222,45.2,47.014251
"10028",0.001696,0.001438,52.25,53.253134
"10029",0.86768,0.782496,19.97,22.620176
"10030",0.090008,0.078953,61.18,62.348961
"10031",0.063196,0.055833,31.67,32.789029
"10032",0.048992,0.044194,51.02,52.113186
"10033",17.679321,16.790056,37.19,72.659377
"10034",0.0038179999999999,0.003168,46.21,47.216986
"10035",0.175431,0.15804,48.36,49.693471
"10036",0.664353,0.600758,35.96,38.225111
"10037",4.516257,3.986353,21.86,31.36261
"10038",0.45145,0.414545,41.4,43.265995
"10039",0.189091,0.167298,36.03,37.386389
"10040",0.485325,0.433943,20.11,22.029268
"10041",0.185218,0.067375,214.58,215.832593
"10042",0.822892,0.721365,8.51,11.054257
"10043",0.216943,0.198256,63.26,64.675199
"10044",0.071599,0.066324,32.3,33.437923
"10045",21.529833,19.465786,17.56,59.555619
"10046",6.386096,5.940131,12.16,25.486227
"10047",18.354571,18.308019,56.11,93.77259
"10048",0.09797,0.087462,15.07,16.255432
"10049",0.372745,0.343194,35.82,37.535939
"10050",2.230603,1.90947,21.48,26.620073
"10051",1.672506,1.488692,18.2,22.361198
"10052",0.063644,0.0552779999999999,71.07,72.188922
"10053",0.013512,0.011888,58.86,59.8854
"10054",0.017796,0.015974,19.75,20.78377
"10055",0.702959,0.574677,33.12,35.397636
"10056",2.293466,2.056647,13.82,19.170113
"10057",0.011549,0.010686,35.91,36.932235
"10058",0.000857,0.000679,22.65,23.651536
