"id","assets","liabilities","buffer","weights"
"10001",0.785309,0.710243,17.23,19.725552
"10002",0.336612,0.299256,29.35,30.985868
"10003",0.641183,0.542329,49.83,52.013512
"10004",0.311937,0.278426,46.46,48.050363
"10005",29.138708,26.274694,24.04,80.453402
"10006",0.168934,0.153759,16.5,17.822693
"10007",0.0003509999999999,0.000252,48.89,49.890603
"10008",0.412072,0.368284,13.35,15.130356
"10009",0.008105,0.0075349999999999,24.46,25.47564
"10010",0.218328,0.197709,31.69,33.106037
"10011",0.408276,0.357476,33.42,35.185752
"10012",0.565409,0.512845,25.93,28.008254
"10013",0.0070079999999999,0.005824,33.89,34.902832
"10014",38.059949,35.009676,69.84,143.909625
"10015",0.027172,0.022968,73.21,74.26014
"10016",0.050879,0.045453,31.27,32.366332
"10017",29.244442,25.053187,63.09,118.387629
"10018",0.034861,0.031235,42.51,43.576096
"10019",0.074406,0.064897,17.47,18.609303
"10020",376.768418,344.489575,31.47,753.727993
"10021",1.329522,1.13501,50.81,54.274532
"10022",0.510325,0.465339,26.63,28.605664
"10023",14.455722,12.173693,53.78,81.409415
"10024",0.741406,0.666626,24.22,26.628032
"10025",0.0855679999999999,0.073436,54.67,55.829004
"10026",0.222112,0.202822,30.08,31.504934
"10027",0.58506,0.524279,10.69,12.799339
"10028",0.0020239999999999,0.001779,70.61,71.613803
"10029",1.0211,0.929045,16.8,19.750145
"10030",0.119534,0.106246,76.7,77.92578
"10031",0.081243,0.072001,47.7,48.853244
"10032",0.059823,0.054133,44.86,45.973956
"10033",50.523949,47.482537,35.54,134.546486
"10034",0.003855,0.00346,13.6,14.607315
"10035",0.235857,0.209602,21.21,22.655459
"10036",1.131767,1.011994,40.55,43.693761
"10037",7.629234,6.661287,31.79,47.080521
"10038",0.572924,0.530411,12.85,14.953335
"10039",0.296803,0.267502,48.43,49.994305
"10040",0.526357,0.474376,26.61,28.610733
"10041",0.187272,0.06629,190.5,191.753562
"10042",0.943437,0.784254,13.19,15.917691
"10043",0.330373,0.301155,45.44,47.071528
"10044",0.0898549999999999,0.08146,24.59,25.761315
"10045",17.817678,16.229839,20.55,55.597517
"10046",9.425863,8.817532,26.34,45.583395
"10047",32.032357,31.980275,54.45,119.462632
"10048",0.161428,0.148839,21.02,22.330267
"10049",0.405858,0.360549,45.47,47.236407
"10050",2.90025,2.507879,7.96,14.368129
"10051",2.084177,1.850154,18.49,23.424331
"10052",0.06001,0.050587,75.24,76.350597
"10053",0.02074,0.018618,67.48,68.519358
"10054",0.0182349999999999,0.016386,24.9,25.934621
"10055",0.882983,0.740775,34.74,37.363758
"10056",3.282903,2.917375,25.28,32.480278
"10057",0.013527,0.012482,36.24,37.266009
"10058",0.000897,0.00069,20.31,21.311587
"10059",61.403678,57.487065,16.73,136.620743
"10060",0.543873,0.481212,50.65,52.675085
"10061",342.023,319.8,99.51,762.333
"10062",0.00785,0.006455,21.53,22.544305
"10063",0.142733,0.125808,63.36,64.628541
"10064",11.149534,11.139978,3.96,27.249512
"10065",0.253334,0.229,56.85,58.332334
"10066",0.062447,0.054997,23.09,24.207444
"10067",8.036854,6.452779,31.79,47.279633
"10068",0.162067,0.142125,34.54,35.844192
"10069",1.745329,1.616156,14.77,19.131485
"10070",0.839587,0.779911,20.72,23.339498
"10071",0.936747,0.813274,94.1,96.850021
"10072",0.129081,0.112627,38.66,39.901708
"10073",0.170432,0.153586,68.71,70.034018
"10074",0.080841,0.070686,33.74,34.891527
"10075",15.634632,14.631181,22.52,53.785813
"10076",0.158528,0.138468,37.98,39.276996
"10077",0.029168,0.025271,66.77,67.824439
"10078",0.189602,0.165769,39.35,40.705371
"10079",1.429911,1.320873,15.77,19.520784
"10080",4.666987,4.369332,26.49,36.526319
"10081",0.188272,0.170981,35.8,37.159253
"10082",1.497538,1.365531,45.54,49.403069
"10083",4.873592,4.314769,29.99,40.178361
"10084",1.750166,1.620416,82.08,86.450582
"10085",0.331835,0.304814,42.21,43.846649
"10086",2.538275,2.277605,30.46,36.27588
"10087",2.351213,2.159816,30.5,36.011029
"10088",1.922819,1.692947,18.85,23.465766
"10089",0.234485,0.21139,14.36,15.805875
"10090",10.476977,9.861711,28.79,50.128688
"10091",0.019136,0.017369,64.4,65.436505
"10092",3.729109,3.459944,36.37,44.559053
"10093",0.026657,0.023818,2.97,4.020475
"10094",0.266707,0.244492,45.41,46.921199
"10095",2.492282,2.057908,10.1,15.65019
"10096",1.806352,1.60092,9.26,13.667272
"10097",0.000426,0.000387,108.6,109.600813
"10098",0.046182,0.0422,40.85,41.938382
"10099",1.280396,1.159659,46.78,50.220055
"10100",0.160189,0.14514,26.7,28.005329
"10101",0.591963,0.513155,49.15,51.255118
"10102",0.167168,0.144429,41.48,42.791597
"10103",0.146966,0.118521,26.85,28.115487
"10104",10.61014,9.896723,3.61,25.116863
"10105",0.105231,0.096212,16.37,17.571443
"10106",1.031773,0.932538,23.35,26.314311
"10107",0.147309,0.134058,23.54,24.821367
"10108",0.03941,0.033247,67.67,68.742657
"10109",0.084003,0.072947,87.06,88.21695
"10110",0.097689,0.089268,56.34,57.526957
"10111",0.021221,0.018571,83.23,84.269792
"10112",3.905652,3.577912,30.56,39.043564
"10113",0.0422149999999999,0.035581,71.66,72.737796
"10114",0.019142,0.016003,61.46,62.495145
"10115",0.089601,0.080103,17.28,18.449704
"10116",0.0052,0.004856,18.68,19.690056
"10117",0.0112319999999999,0.009495,27.04,28.060727
"10118",0.394918,0.33255,9.18,10.907468
"10119",1.234092,1.05213,17.47,20.756222
"10120",24.890482,22.956574,33.2,82.047056
"10121",0.25794,0.228787,34.23,35.716727
"10122",0.515312,0.462726,32.5,34.478038
"10123",0.078287,0.006687,747.56,748.644974
"10124",0.260768,0.235611,12.97,14.466379
"10125",0.109464,0.100854,58.57,59.780318
"10126",0.497326,0.440386,33.24,35.177712
"10127",0.25896,0.233465,33.37,34.862425
"10128",56.930897,54.616079,5.4,117.946976
"10129",0.473998,0.429092,47.52,49.42309
"10130",28.853311,24.066228,1531.48,1585.399539
"10131",0.01668,0.015536,48.17,49.202216
"10132",3.09702,2.676084,47.93,54.703104
"10133",7.931646,7.072992,26.59,42.594638
"10134",0.168935,0.14625,54.08,55.395185
"10135",0.243523,0.202072,43.5,44.945595
"10136",4.556231,4.243338,31.07,40.869569
"10137",0.033382,0.02848,56.87,57.931862
"10138",0.344671,0.315952,27.21,28.870623
"10139",0.099009,0.0863709999999999,30.73,31.91538
"10140",0.108249,0.092613,16.52,17.720862
"10141",2.970787,2.717735,19.02,25.708522
"10142",0.457416,0.414636,22.83,24.702052
"10143",0.941108,0.816996,47.35,50.108104
"10144",0.84873,0.766811,28.11,30.725541
"10145",0.036475,0.029259,30.81,31.875734
"10146",0.922592,0.869277,41.13,43.921869
"10147",21.875023,20.739856,29.07,72.684879
"10148",0.218494,0.196067,19.68,21.094561
"10149",0.022344,0.0205419999999999,45.68,46.722886
"10150",622.036268,586.872511,49.3,1259.208779
"10151",3.359053,3.215464,45.45,53.024517
"10152",0.474133,0.422398,13.5,15.396531
"10153",0.087341,0.077828,49.05,50.215169
"10154",0.115819,0.092193,35.18,36.388012
"10155",0.01623,0.0144979999999999,44.8,45.830728
"10156",0.052729,0.046917,20.62,21.719646
"10157",0.219962,0.190738,43.89,45.3007
"10158",0.30109,0.265508,15.94,17.506598
"10159",0.217713,0.195754,41.25,42.663467
"10160",5.922803,5.435272,45.17,57.528075
"10161",0.066897,0.060232,29.56,30.687129
"10162",0.04658,0.043917,39.03,40.120497
"10163",1.483964,1.424711,69.98,73.888675
"10164",39.105254,35.828349,54.24,130.173603
"10165",2.285852,2.004013,15.78,21.069865
"10166",0.0147979999999999,0.010367,97.85,98.875165
"10167",1.488614,1.362095,15.71,19.560709
"10168",3.643956,3.290416,13.12,21.054372
"10169",1.361755,1.224283,39.1,42.686038
"10170",7.003954,5.975342,45.92,59.899296
"10171",0.399051,0.36345,27.84,29.602501
"10172",0.638481,0.572836,37.02,39.231317
"10173",0.308578,0.268656,12.21,13.787234
"10174",0.233962,0.215084,29.29,30.739046
"10175",0.054347,0.046674,66.82,67.921021
"10176",0.142933,0.124978,22.18,23.447911
"10177",0.135085,0.11826,42.34,43.593345
"10178",7.248465,5.690667,135.06,148.999132
"10179",0.003367,0.00298,15.56,16.566347
"10180",15.843545,14.83608,35.75,67.429625
"10181",0.0322329999999999,0.0264239999999999,42.78,43.838657
"10182",0.0247469999999999,0.022954,48.21,49.257701
"10183",0.628423,0.594461,56.45,58.672884
"10184",0.037457,0.030797,62.77,63.838254
"10185",0.087862,0.079778,80.24,81.40764
"10186",3.317871,2.976874,29.09,36.384745
"10187",6.833386,5.71766,82.87,96.421046
"10188",0.091704,0.081704,36.88,38.053408
"10189",0.471611,0.423244,21.85,23.744855
"10190",1.051383,0.907012,28.35,31.308395
"10191",0.003384,0.0020449999999999,55.02,56.025429
"10192",0.414171,0.369888,17.95,19.734059
"10193",0.031831,0.023363,3.42,4.475194
"10194",373.728803,345.328929,29.5,749.557732
"10195",0.122576,0.10285,15.95,17.175426
"10196",2.903953,2.588419,18.95,25.442372
"10197",0.145717,0.125047,38.07,39.340764
"10198",2.514336,2.375745,8.19,14.080081
"10199",19.030831,17.946414,11.72,49.697245
"10200",29.15919,25.636746,20.06,75.855936
"10201",0.003288,0.00305,50.48,51.486338
"10202",11.342958,10.1382,56.02,78.501158
"10203",0.161761,0.144441,16.93,18.236202
"10204",0.254937,0.212246,26.71,28.177183
"10205",0.010638,0.007542,111.33,112.34818
"10206",0.669142,0.597861,27.89,30.157003
"10207",0.131715,0.110114,48.39,49.631829
"10208",0.103345,0.093689,31.3,32.497034
"10209",0.073948,0.057503,27.72,28.851451
"10210",1.288228,1.126788,31.74,35.155016
"10211",0.020041,0.018522,29.54,30.578563
"10212",0.0154729999999999,0.014183,19.63,20.659656
"10213",9.871778,8.727937,13.24,32.839715
"10214",0.10984,0.095299,38.98,40.185139
"10215",0.611517,0.550141,39.69,41.851658
"10216",0.039173,0.035872,95.04,96.115045
"10217",0.113601,0.102563,1.20999999999999,2.42616399999999
"10218",0.00879,0.008038,34.81,35.826828
"10219",0.369134,0.332754,66.99,68.691888
"10220",0.371518,0.354977,52.33,54.056495
"10221",1.46345,1.327285,10.77,14.560735
"10222",0.236707,0.213448,10.61,12.060155
"10223",0.898499,0.810174,34.35,37.058673
"10224",0.747369,0.672517,28.74,31.159886
"10225",0.062664,0.0567559999999999,17.55,18.66942
"10226",0.0304009999999999,0.027704,58.88,59.938105
"10227",0.008747,0.006186,83.23,84.244933
"10228",1.189024,1.099931,16.01,19.298955
"10229",1.071145,0.987645,9.28,12.33879
"10230",0.65706,0.586308,32.71,34.953368
"10231",0.250704,0.224498,48,49.475202
"10232",59.586001,57.620487,19.49,137.696488
"10233",0.111161,0.097607,75.75,76.958768
"10234",0.142209,0.124069,23.59,24.856278
"10235",0.208313,0.188553,50.52,51.916866
"10236",0.039681,0.0354709999999999,58.1,59.175152
"10237",6.433919,5.83709,23.26,36.531009
"10238",0.098255,0.089914,12.82,14.008169
"10239",0.231728,0.156198,11.32,12.707926
"10240",2.62046,2.487224,17.98,24.087684
"10241",0.0159069999999999,0.014495,-12.86,-11.829598
"10242",7.817324,6.997628,12.39,28.204952
"10243",23.594934,21.50035,24.98,71.075284
"10244",0.321673,0.291042,38.38,39.992715
"10245",18.944939,18.20713,92.79,130.942069
"10246",0.267664,0.246728,17.52,19.034392
"10247",0.013004,0.011065,42.41,43.434069
"10248",1.270497,1.156328,26.34,29.766825
"10249",0.158678,0.143535,63.51,64.812213
"10250",0.249312,0.210332,26.12,27.579644
"10251",0.062354,0.055821,26.67,27.788175
"10252",0.112029,0.098869,70.79,72.000898
"10253",24.291899,14.150838,3404.8,3444.242737
"10254",2.370542,2.099004,29.8,35.269546
"10255",0.036454,0.0316069999999999,29.36,30.428061
"10256",0.041985,0.0392029999999999,35.62,36.701188
"10257",1.481522,1.298601,53.85,57.630123
"10258",0.892645,0.789054,46.33,49.011699
"10259",0.408291,0.386931,18.05,19.845222
"10260",0.054046,0.048194,36.8,37.90224
"10261",0.208741,0.178681,23.92,25.307422
"10262",0.746537,0.453576,154.82,157.020113
"10263",0.010192,0.008053,5.59,6.608245
"10264",0.075225,0.0657159999999999,27.47,28.610941
"10265",0.11501,0.105141,45.17,46.390151
"10266",0.251445,0.221664,14.72,16.193109
"10267",7358.392,7208.545,0.38,14568.317
"10268",2.997197,2.765745,15.44,22.202942
"10269",4.581736,4.251896,68.93,78.763632
"10270",0.236946,0.21973,31.63,33.086676
"10271",0.184045,0.163757,39.08,40.427802
"10272",2.023156,1.817774,3.5,8.34093
"10273",0.120835,0.092106,6.78,7.992941
"10274",1.229134,1.112489,28.92,32.261623
"10275",0.523591,0.502701,37.22,39.246292
"10276",0.052474,0.0427709999999999,48.46,49.555245
"10277",0.143932,0.126646,45.67,46.940578
"10278",63.234104,58.122345,40.52,162.876449
"10279",0.0825809999999999,0.0695799999999999,67.64,68.792161
"10280",0.405278,0.354699,-5.88,-4.120023
"10281",0.0001409999999999,0.0001189999999999,89.13,90.13026
"10282",0.03594,0.030135,57.84,58.906075
"10283",0.000128,0.00012,114.42,115.420248
"10284",112.44876,100.356477,18.84,232.645237
"10285",0.364402,0.312517,35.16,36.836919
"10286",1.866595,1.659658,24.55,29.076253
"10287",0.29407,0.26047,47.59,49.14454
"10288",0.089844,0.078141,66.28,67.447985
"10289",2.562754,2.334012,72.35,78.2467659999999
"10290",0.106445,0.097799,30.99,32.194244
"10291",0.37367,0.325715,31.39,33.089385
"10292",0.020136,0.018466,68.21,69.248602
