,id,assets,liabilities,buffer,weights,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
19,10020,129.881698,123.160823,45.06,299.102521,0.84,285.58,46.67,0.21,-14.33,D++
20,10021,0.890574,0.759642,52.24,54.890216,2.07,54.61,50.9,0.18,3.29,D++
21,10022,0.329806,0.298916,47.45,49.078722,0.68,382.81,55.28,0.17,-11.72,D++
22,10023,13.042281,11.075956,47.69,72.808237,2.76,168.9,58.01,4.23,-7.68,D+
23,10024,0.16897,0.152659,18.33,19.651629,2.45,20.48,87.22,0.32,22.32,D
24,10025,0.072027,0.063068,72.02,73.155095,0.747,280.937,26.448,0.14,0.618,C--
25,10026,0.14607,0.131888,30.43,31.707958,0.103,2085.442,37.337,0.008,-4.364,C--
26,10027,0.380633,0.339618,80.3,82.020251,3.604144095,654.9133777,34.76,0.14,-2.23,C--
27,10028,0.002382,0.002128,86.35,87.35451,3.574579931,688.6926642,21.98,0.03,-1.99,C--
28,10029,0.782111,0.701983,32.67,35.154094,3.510322241,712.7940664,43.54,0.44,-3.03,D++
29,10030,0.085775,0.074927,84.54,85.700702,3.571143858,665.8996576,36.46,0.18,-1.28,C--
30,10031,0.046701,0.041231,57.39,58.477932,3.543524887,797.6106858,54.42,0.46,-6.01,D++
31,10032,0.044755,0.040258,47.68,48.765013,0.09,2020.83,55.77,-0.09,-8.61,D++
32,10033,5.038778,4.226908,54.16,64.425686,0.0,176.702,25.62,0.142,-2.38,C--
33,10034,0.003647,0.002907,23.36,24.366554,3.543061821,780.3010049,48.77,0.12,-1.73,D++
34,10035,0.137143,0.123484,46.18,47.440627,3.572287239,779.8020813,59.46,0.71,-9.03,D+
35,10036,0.557916,0.501134,32.19,34.24905,3.09,57.11,64.97,1.71,8.62,D+
36,10037,2.608031,2.340917,39.62,45.568948,4.86,55.7,58.83,0.81,12.7,D+
37,10038,0.389909,0.349622,77.45,79.189531,3.590837306,703.7058148,36.93,0.87,-5.86,C--
38,10039,0.159846,0.140636,49.25,50.550482,7.587,278.711,46.772,0.014,27.307,D++
39,10040,0.142022,0.124584,27.82,29.086606,0.0,241.574,61.25,0.02,-9.5,D+
40,10041,0.415571,0.321498,88.06,89.797069,3.574976204,815.9533155,36.4,0.265191995,-1.82,C--
41,10042,0.490945,0.427071,10.05,11.968016,3.59627632,689.3335706,27.67,0.14,-0.77,C--
42,10043,0.164598,0.150344,63.7,65.014942,1.52,80.16,39.09,0.15,1.38,D++
43,10044,0.073009,0.067283,44.21,45.350292,3.532297405,735.5956349,54.67,0.75,-4.17,D++
44,10045,23.137567,20.647041,35.82,80.604608,2.73,207.91,45.76,2.7,-13.26,D++
45,10046,5.781069,5.351326,7.34,19.472395,3.21,31.01,88.9,-0.001,26.76,D
46,10047,14.101616,14.057805,54.07,83.229421,3.57077416,791.4406761,55.43,0.252224835,7.5375156,D++
47,10048,0.080313,0.071728,8.1,9.252041,4.19,63.05,49.75,0.65,8.05,D++
48,10049,0.322491,0.294591,43.87,45.487082,1.47,94.84,53.67,0.26,0.48,D++
49,10050,0.761611,0.592006,14.13,16.483617,3.49,10.08,74.85,0.0,10.57,D+
50,10051,0.238488,0.212204,49.19,50.640692,89.77,19.07,74.9,1.22,368.3,D
51,10052,0.068347,0.060557,62.92,64.048904,1.881,18.789,17.458,0.119,3.577,C-
52,10053,0.010924,0.009462,56.21,57.230386,3.628191816,815.5161087,45.43,-0.06,-1.44,D++
53,10054,0.017175,0.015608,42.44,43.472783,0.8,75.728,37.873,0.09,3.305,D++
54,10055,0.687297,0.563109,30.04,32.290406,1.073,52.505,85.38,0.251,0.391,D
55,10056,1.731654,1.584211,30.15,34.465865,1.709,188.679,61.21,0.058,-8.378,D+
56,10057,0.011007,0.010233,37.94,38.96124,3.532125039,803.0723221,60.66,0.17,-3.02,D+
57,10058,0.000831,0.000649,36.18,37.18148,3.546960848,974.2355835,70.4,1.12,-3.73,D+
58,10059,57.691346,54.36355,12.78,125.834896,1.837,69.196,81.65,0.008,3.235,D
59,10060,0.418678,0.378654,55.13,56.927332,2.83,54.01,46.84,0.18,6.48,D++
60,10061,85.81,79.788,69.55,236.148,0.41,115.56,12.64,0.13,-0.12,C-
61,10062,0.005048,0.00413,74.4,75.409178,3.599423987,687.5027771,35.94,0.04,-4.17,C--
62,10063,0.119902,0.106261,55.89,57.116163,0.37,391.77,82.88,0.09,-8.17,D
63,10064,7.391986,7.391586,0.23,16.013572,0.0,168.022,24.67,0.264533963,-2000.0,C--
64,10065,0.147007,0.13005,44.86,46.137057,0.0,2205.576,56.01,0.0,-2.32,D++
65,10066,0.039385,0.033556,17.73,18.802941,3.51189811,847.4753511,60.74,0.18,-3.48,D+
66,10067,6.403309,5.262596,85.71,98.375905,3.704760567,801.457825,3.33,0.220656837,9.504178023,C-
67,10068,0.12226,0.108461,33.47,34.700721,0.0,120.035,63.99,0.0,-8.84,D+
68,10069,1.676517,1.547624,14.83,19.054141,11.9,47.55,72.18,0.43,62.11,D+
69,10070,0.650991,0.592934,44.95,47.193925,6.36,23.8,71.74,0.04,39.57,D+
70,10071,0.256708,0.232005,85.11,86.598713,1.96,67.25,82.55,0.21,5.01,D
71,10072,0.108233,0.09358,63.8,65.001813,0.13,1019.44,59.34,-0.01,-6.7,D+
72,10073,0.092129,0.081222,32.46,33.633351,2.87,39.69,78.86,0.16,16.3,D
73,10074,0.082084,0.072122,42.24,43.394206,1.015,84.576,32.978,0.093,1.669,C--
74,10075,10.234332,9.426316,32.03,52.690648,4.92,50.76,63.01,0.27,19.85,D+
75,10076,0.074936,0.064327,30.0,31.139263,0.475,119.201,75.91,0.08,-88.63,D+
76,10077,0.017426,0.015266,53.36,54.392692,3.4941289,794.9240438,50.35,0.28,-3.12,D++
77,10078,0.229331,0.209345,37.9,39.338676,1.64,102.08,46.74,0.52,-0.11,D++
78,10079,0.79474,0.731222,48.54,51.065962,3.541157739,743.232398,68.3,0.48,-7.56,D+
79,10080,7.301831,6.810521,13.96,29.072352,0.75,54.19,86.8,0.03,4.96,D
80,10081,0.088079,0.080361,48.25,49.41844,2.366,405.062,66.78,0.01,-11.49,D+
81,10082,0.945003,0.854139,42.44,45.239142,4.61,53.5,47.54,1.22,10.87,D++
82,10083,2.525375,2.271861,37.57,43.367236,1.48,99.78,61.01,0.24,0.02,D+
83,10084,2.274478,2.208511,93.9,99.382989,6.912,109.648,17.96,2.22,5.624,C--
84,10085,0.215577,0.191358,52.84,54.246935,0.99,115.55,48.87,0.66,-0.68,D++
85,10086,2.148577,1.955841,21.47,26.574418,2.52,120.56,65.96,0.292521679,-3.93,D+
86,10087,1.654981,1.54657,31.95,36.151551,0.302,4.992,55.06,0.01,-6.395,D++
87,10088,0.61084,0.541184,18.23,20.382024,0.81,197.54,55.92,0.49,-4.18,D++
88,10089,0.199727,0.183892,58.84,60.223619,3.526665044,721.4596405,42.18,0.79,-3.86,D++
89,10090,3.188626,2.833767,53.97,60.992393,2.71,64.72,34.01,0.1,2.97,C--
90,10091,0.018355,0.016844,76.48,77.515199,3.627717972,685.9130152,25.51,0.64,-4.39,C--
91,10092,2.209375,2.041793,56.75,62.001168,0.59,243.63,82.26,0.12,-5.83,D
92,10093,0.01719,0.015568,78.76,79.792758,3.607118012,1121.332659,32.6,2.24,-16.87,C--
93,10094,0.14055,0.128356,28.69,29.958906,3.570667303,1015.661961,58.73,0.08,-2.69,D+
94,10095,2.615122,2.211991,18.19,24.017113,3.176,135.257,74.24,0.015,-1.73,D+
95,10096,0.840968,0.760506,16.4,19.001474,1.14,112.21,65.47,0.1,-0.97,D+
96,10097,0.000453,0.000407,107.2,108.20086,3.698362109,1815.200043,2.67,16.95,-5.24,C-
97,10098,0.034364,0.03101,81.93,82.995374,3.503950366,1132.604042,40.28,1.35,-6.29,D++
98,10099,0.579873,0.55442,41.16,43.294293,3.583138117,816.2061268,54.75,1.19,-50.96,D++
99,10100,0.081247,0.072568,30.22,31.373815,0.329,2830.783,36.678,0.056,-1.598,C--
100,10101,0.141005,0.117494,41.03,42.288499,4.5,115.44,52.63,1.35,-2.31,D++
101,10102,0.143115,0.129004,37.62,38.892119,2.76,97.6,65.56,0.94,0.56,D+
102,10103,0.317159,0.283729,39.51,41.110888,11.803,157.8,44.028,10.832,-27.906,D++
103,10104,12.332682,11.718913,5.78,30.831595,0.087,14.078,81.97,-0.004,0.585,D
104,10105,0.073206,0.065713,6.45,7.588919,3.595328137,1127.960847,82.61,1.01,-10.75,D
105,10106,0.570099,0.500865,10.69,12.760964,0.391,290.146,41.697,0.082,-3.396,D++
106,10107,0.091002,0.0827,43.74,44.913702,3.562906843,787.3269608,60.5,0.64,-10.38,D+
107,10108,0.030271,0.02591,66.78,67.836181,3.583237245,1048.083647,46.04,0.07,-1.53,D++
108,10109,0.059374,0.051929,64.04,65.151303,0.006,152.143,15.42,0.0,-1.189,C-
109,10110,0.072695,0.06618,58.49,59.628875,3.703136471,842.6524999,32.92,1.47,-9.01,C--
110,10111,0.017314,0.015035,78.98,80.012349,0.396,1753.194,12.635,0.077,-4.151,C-
111,10112,0.64419,0.583447,30.8,33.027637,0.81,116.13,77.95,0.38,-1.82,D
112,10113,0.047237,0.042146,42.06,43.149383,0.543,242.076,17.942,0.012,-1.255,C--
113,10114,0.014698,0.012395,69.56,70.587093,3.524009939,720.5507836,42.8,0.49,-2.03,D++
114,10115,0.059687,0.052593,96.38,97.49228,3.653266932,661.6587687,31.91,0.33,-5.59,C--
115,10116,0.003875,0.003375,33.73,34.73725,3.556469865,790.9195072,45.64,1.71,-1.76,D++
116,10117,0.007363,0.006155,85.6,86.613518,3.633132624,838.2364719,47.94,-0.2,-1.81,D++
117,10118,0.125553,0.108494,8.56,9.794047,0.417,138.729,41.793,-0.006,-0.459,D++
118,10119,0.697955,0.614984,44.78,47.092939,1.9,57.88,56.98,0.27,3.88,D++
119,10120,30.619084,29.836512,22.29,83.745596,8.64,56.98,85.16,0.290198816,130.28,D
120,10121,0.157198,0.141203,33.56,34.858401,0.689,96.564,36.775,0.2,-0.48,C--
121,10122,0.110617,0.094519,50.13,51.335136,2.41,60.48,51.99,0.18,3.45,D++
122,10123,0.281186,0.186609,63.09,64.557795,0.0,972.345129,37.73,0.15,-4.64,D++
123,10124,0.155781,0.140813,47.81,49.106594,3.555516348,898.5151141,56.84,0.99,-13.28,D++
124,10125,0.078902,0.070345,62.63,63.779247,0.297,233.948,16.1,0.045,-2.602,C-
125,10126,0.274171,0.242218,29.78,31.296389,3.605336513,784.1184664,59.56,0.25121675,7.646298025,D+
126,10127,0.226987,0.20696,31.2,32.633947,3.542876178,759.828068,66.18,0.33,-12.49,D+
127,10128,23.296013,22.110462,57.74,104.146475,1.49,36.01,44.98,0.47,8.49,D++
128,10129,0.25361,0.229886,37.56,39.043496,3.27,103.91,56.65,1.25,-0.8,D++
130,10131,0.012752,0.01176,60.73,61.754512,3.607921431,740.4384658,45.9,0.99,-7.91,D++
131,10132,1.406204,1.261057,42.57,46.237261,11.72,101.32,59.81,1.029,-1.02,D+
132,10133,7.620234,6.951009,26.11,41.681243,3.54292137,728.9947745,69.79,0.207878024,-0.461,D+
133,10134,0.145537,0.129872,51.64,52.915409,1.285,24.709,54.52,0.136,3.094,D++
134,10135,0.186315,0.148441,8.8,10.134756,0.483,83.817,33.183,0.041,-2.218,C--
135,10136,2.527497,2.336562,38.47,44.334059,1.61,84.27,64.87,-0.165,2.2,D+
136,10137,0.02124,0.018335,65.96,66.999575,3.487184305,697.022538,41.34,0.54,-3.1,D++
137,10138,0.217775,0.200727,30.1,31.518502,3.59088742,872.4314793,60.95,1.0,-8.93,D+
138,10139,0.113343,0.099156,26.02,27.232499,3.541510604,853.9065848,67.61,0.246240528,7.103570374,D+
139,10140,0.105829,0.092359,118.25,119.448188,3.594365698,698.8075329,27.57,0.1,-2.0,C--
140,10141,1.200864,1.090314,32.81,36.101178,3.64,78.68,55.6,0.0,4.82,D++
141,10142,0.188507,0.182975,29.35,30.721482,10.18,36.89,67.25,0.54,153.05,D+
142,10143,0.15185,0.102228,57.1,58.354078,1.06,96.63,67.46,-0.07,0.21,D+
143,10144,0.507606,0.453667,40.64,42.601273,0.086,581.989,65.82,0.083,-22.23,D+
144,10145,0.044063,0.036654,61.1,62.180717,3.541757965,851.9716819,56.14,1.34,-5.82,D++
145,10146,1.055056,0.987816,45.38,48.422872,8.09,30.97,54.47,-0.045,48.97,D++
146,10147,14.265885,13.517685,34.26,63.04357,2.94,50.84,65.52,0.21,18.33,D+
147,10148,0.146873,0.130035,52.48,53.756908,3.503940288,804.405148,51.0,0.24,-1.46,D++
148,10149,0.020527,0.019041,79.09,80.129568,3.595168985,669.2665632,33.94,0.51,-4.4,C--
149,10150,839.168716,804.534467,46.68,1691.383183,6.61,40.44,43.79,0.218161508,47.21,D++
150,10151,0.864959,0.752266,72.64,75.257225,2.877,21.027,23.273,0.009,12.435,C--
151,10152,0.145994,0.133001,15.3,16.578995,0.45,376.26,83.95,-0.11,-11.82,D
152,10153,0.067026,0.060139,36.58,37.707165,2.47,203.77,44.09,1.62,-10.78,D++
153,10154,0.098471,0.07468,52.82,53.993151,1.78,146.14,51.11,0.53,-3.97,D++
154,10155,0.013206,0.011784,76.82,77.84499,3.573017542,671.1388658,33.94,0.21,-1.12,C--
155,10156,0.062908,0.056676,73.11,74.229584,3.58146161,725.4279165,40.97,0.32,-9.14,D++
156,10157,0.129613,0.112176,36.92,38.161789,3.670664224,885.6681545,74.91,0.07,-4.13,D+
157,10158,0.184302,0.162124,22.0,23.346426,2.78,48.56,50.8,0.39,5.19,D++
158,10159,0.124739,0.114157,22.76,23.998896,3.619976835,729.265378,74.41,0.87,-11.02,D+
159,10160,14.217848,12.484798,46.84,74.542646,4.7,64.57,60.88,0.019,8.58,D+
160,10161,0.044639,0.040152,23.28,24.364791,3.542704343,784.6300515,67.98,0.74,-6.12,D+
161,10162,0.031863,0.02909,15.66,16.720953,3.521979506,1334.304136,81.96,1.37,-27.67,D
162,10163,1.440056,1.389155,60.36,64.189211,17.63,18.76,40.81,-0.03,171.0,D++
163,10164,37.314088,34.025336,58.14,130.479424,2.02,233.77,39.06,-0.054,-12.55,D++
164,10165,0.334334,0.30124,44.36,45.995574,1.17,138.63,59.25,0.12,-2.74,D+
165,10166,0.921078,0.844187,33.71,36.475265,0.167,30926.175,19.429,0.295797778,-4.049,C-
166,10167,0.675701,0.612901,49.98,52.268602,14.46,32.27,73.93,-0.48,81.72,D+
167,10168,1.724391,1.506712,74.67,78.901103,3.538518082,743.6777256,41.06,0.97,-4.67,D++
168,10169,0.649502,0.586494,18.61,20.845996,1.018,131.882,69.44,0.29154746,-4.217,D+
169,10170,3.230949,2.924892,62.73,69.885841,4.28,62.39,37.55,0.2,3.68,D++
170,10171,0.252402,0.227386,42.34,43.819788,3.507923521,877.8727674,57.12,0.25,-3.04,D++
171,10172,0.336186,0.302611,27.6,29.238797,2.46,72.91,59.34,0.16,4.02,D+
172,10173,0.23843,0.208426,76.84,78.286856,3.613855054,813.2958937,44.89,0.01,-0.92,D++
173,10174,0.090663,0.081616,17.29,18.462279,1.06,125.06,39.99,0.54,-1.06,D++
174,10175,0.043379,0.039534,22.57,23.652913,3.604163476,682.8353063,76.59,0.2,-8.67,D+
175,10176,0.062813,0.055408,11.81,12.928221,0.35,620.47,30.86,-0.09,-3.11,C--
176,10177,0.123197,0.110918,59.51,60.744115,0.11,824.05,76.14,0.05,-6.92,D+
177,10178,1.843671,1.49942,64.36,68.703091,5.22,67.41,71.81,1.12,6.78,D+
178,10179,0.002009,0.001719,19.52,20.523728,3.668448231,765.0994644,81.52,0.0,-24.66,D
179,10180,7.106885,6.600857,39.27,53.977742,3.14,63.23,62.68,0.13,10.38,D+
180,10181,0.035158,0.029208,64.22,65.284366,3.503052619,807.0933424,51.03,0.27,-1.89,D++
181,10182,0.014109,0.012828,47.63,48.656937,3.57166951,969.5437711,58.71,0.09,-6.77,D+
182,10183,0.611599,0.577419,56.96,59.149018,3.71,27.53,43.96,0.268872038,21.38,D++
183,10184,0.023558,0.018611,44.11,45.152169,3.522859235,974.1097852,58.4,1.48,-3.54,D+
184,10185,0.074549,0.066528,83.05,84.191077,1.218,105.94,43.199,1.07,-0.563,D++
185,10186,1.725684,1.512354,52.7,56.938038,3.524793533,832.447044,55.84,0.3,-5.12,D++
186,10187,7.202438,6.412683,26.87,41.485121,4.47,38.02,71.89,1.3,18.5,D+
187,10188,0.032647,0.028045,63.26,64.320692,2.37,38.74,41.3,0.67,5.57,D++
188,10189,0.206198,0.18534,25.18,26.571538,3.596177046,672.4432102,76.72,0.73,-9.72,D+
189,10190,0.434408,0.366314,31.56,33.360722,1.81,19.06,54.91,0.12,5.22,D++
190,10191,0.004636,0.003013,38.39,39.397649,8.19,753.9014649,69.1,0.162088318,-1.57,D+
191,10192,0.269634,0.236198,31.72,33.225832,2.52,65.94,70.11,0.43,4.93,D+
192,10193,0.039791,0.032607,24.88,25.952398,0.0,53.837,50.66,0.0,-1.91,D++
193,10194,430.606674,408.296493,79.74,919.643167,7.24,150.29,15.45,7.18,-12.18,C-
194,10195,0.11416,0.096331,25.67,26.880491,0.5,65.866,33.348,0.039,-0.269,C--
195,10196,1.922119,1.713606,16.15,20.785725,3.541138507,693.528556,77.42,0.283429532,6.899510423,D+
196,10197,0.106742,0.095589,34.97,36.172331,1.86,103.73,52.39,0.25,-0.3,D++
197,10198,2.429198,2.30496,29.52,35.254158,7.21,34.74,69.81,0.25767318,65.95,D+
198,10199,18.838737,17.830707,5.73,43.399444,2.63,19.58,69.35,0.0,27.54,D+
199,10200,21.992983,19.732839,18.24,60.965822,2.22,92.55,77.7,0.19,1.28,D
200,10201,0.002554,0.002268,57.2,58.204822,3.623793926,796.7365908,44.31,-0.14,-1.79,D++
201,10202,7.187801,6.470742,31.78,46.438543,6.39,155.62,59.2,0.277540021,-23.4,D+
202,10203,0.151672,0.131759,26.7,27.983431,3.601776614,788.9609706,59.97,0.251915747,7.619318198,D+
203,10204,0.151355,0.134948,48.52,49.806303,2.237,40.489,36.999,0.278477793,-3.66,C--
204,10205,0.011896,0.009476,85.12,86.141372,3.599766937,660.9690304,27.49,0.17,-2.89,C--
205,10206,0.67377,0.606602,28.84,31.120372,47.81,34.51,71.4,0.01,268.58,D+
206,10207,0.08031,0.068428,44.26,45.408738,3.503838279,812.2255585,63.17,0.35,-2.83,D+
207,10208,0.070744,0.06222,48.51,49.642964,1.705,30.658,43.079,5.524,3.674,D++
208,10209,0.039179,0.034442,39.76,40.833621,3.547519526,825.3698786,63.15,0.39,-3.94,D+
209,10210,1.091948,1.023304,35.34,38.455252,11.59,29.24,60.09,3.12,81.13,D+
210,10211,0.015726,0.014475,27.14,28.170201,3.571100791,677.61536,37.69,0.3,-2.6,D++
211,10212,0.011532,0.010395,16.83,17.851927,3.517335444,786.2668152,40.41,0.63,-1.83,D++
212,10213,4.988961,4.271707,22.28,32.540668,2.5,102.74,38.75,0.37,-0.19,D++
213,10214,0.083743,0.07375,37.74,38.897493,3.51089514,801.4365067,64.12,0.25,-2.67,D+
214,10215,0.46462,0.423014,46.7,48.587634,0.79,126.25,52.35,0.06,-1.23,D++
215,10216,0.032345,0.028989,65.84,66.901334,3.602751876,790.6547847,31.13,1.52,-2.05,C--
216,10217,0.11372,0.100374,89.22,90.434094,16.47,22.16,27.79,-1.69,31.51,C--
217,10218,0.007987,0.007295,62.27,63.285282,3.538996867,669.4778664,5.51,0.0,-0.72,C-
218,10219,0.249722,0.226592,62.58,64.056314,1.33,154.76,42.41,0.17,-3.41,D++
219,10220,0.121723,0.116137,36.07,37.30786,0.466,809.8337005,16.633,-0.054290403,9.814124065,C-
220,10221,0.37022,0.329195,4.93,6.629415,3.601203409,717.4298894,86.32,0.16,-10.63,D
221,10222,0.130962,0.116432,34.28,35.527394,3.561440591,790.7727856,64.85,0.38,-4.63,D+
222,10223,0.449771,0.395104,19.79,21.634875,2.79,134.57,63.71,1.1,-6.35,D+
223,10224,0.606646,0.539675,22.79,24.936321,0.922,108.29,39.046,0.115,-0.193,D++
224,10225,0.072937,0.065745,71.4,72.538682,3.505475139,738.691979,46.44,0.32,-2.66,D++
225,10226,0.02115,0.019481,51.49,52.530631,3.604910098,904.0904796,50.9,0.01,-1.2,D++
226,10227,0.011314,0.008282,90.52,91.539596,3.522557526,736.7099686,45.6,0.73,-1.79,D++
227,10228,1.378469,1.268335,8.94,12.586804,3.806493238,629.596102,80.76,0.316848838,7.672511995,D
228,10229,0.603075,0.553687,24.21,26.366762,3.5676361,718.8022285,74.67,0.63,-5.09,D+
229,10230,0.421942,0.373094,28.69,30.485036,1.85,84.16,58.77,1.96,1.5,D+
230,10231,0.169585,0.145009,36.53,37.844594,3.641796525,844.4510624,45.8,-0.022877674,8.266304514,D++
231,10232,48.347114,47.295869,52.38,149.022983,1.4,16.73,72.14,0.01,38.73,D+
232,10233,0.161351,0.147151,40.31,41.618502,0.51,212.62,74.13,0.23,-5.32,D+
233,10234,0.109066,0.094936,25.05,26.254002,3.570544566,837.9160358,52.55,1.17,-4.61,D++
234,10235,0.08265,0.075067,40.42,41.577717,4.79,59.16,39.61,0.03,6.39,D++
235,10236,0.027747,0.024064,58.09,59.141811,3.501897945,809.475065,48.63,0.45,-2.38,D++
236,10237,1.622675,1.493277,39.04,43.155952,0.47,381.98,48.32,0.2,-8.24,D++
237,10238,0.062897,0.058785,23.52,24.641682,2.192,68.989,64.263,0.006,-14.166,D+
238,10239,0.164905,0.108095,63.73,65.003,8.32,53.27,47.27,2.29,18.5,D++
239,10240,2.279223,2.19284,44.32,49.792063,7.96,34.3,53.62,0.0,76.07,D++
240,10241,0.013652,0.012305,40.13,41.155957,3.536644293,856.2676347,60.29,0.71,-5.66,D+
241,10242,1.997979,1.747762,17.0,21.745741,1.0,115.08,79.64,0.07,-0.97,D
242,10243,14.798333,13.054622,27.57,56.422955,5.89,70.08,67.11,0.238011037,10.48,D+
243,10244,0.21203,0.194735,38.11,39.516765,3.95,1347.01,65.17,0.078,-3.551,D+
244,10245,10.212934,9.867989,102.74,123.820923,3.654226351,814.0057017,1.27,0.269094785,0.0,C-
245,10246,0.122514,0.112652,21.26,22.495166,3.580895694,694.1528077,74.12,0.27,-8.75,D+
246,10247,0.011043,0.009833,42.86,43.880876,3.565129924,1014.146074,56.85,0.08,-2.8,D++
247,10248,0.362411,0.314429,19.6,21.27684,1.84,64.25,81.25,1.05,4.07,D
248,10249,0.105547,0.097152,60.08,61.282699,0.612,96.109,22.523,0.005,-2.121,C--
249,10250,0.180693,0.158477,33.97,35.30917,4.01,18.81,14.504,0.255284178,0.812,C-
250,10251,0.037072,0.03222,48.52,49.589292,3.471055963,823.3774606,50.56,0.51,-3.34,D++
251,10252,0.078298,0.065654,80.96,82.103952,0.466,486.239,28.1,0.052,-0.627,C--
252,10253,16.109449,9.728512,2304.89,2331.727961,3.664784821,934.1284057,15.88,0.272961457,-0.99,C-
253,10254,1.051488,0.955752,38.27,41.27724,0.84,135.09,57.6,0.12,-1.88,D+
254,10255,0.027773,0.024955,14.47,15.522728,3.528740689,792.6850659,62.18,0.56,-13.85,D+
255,10256,0.020971,0.019318,28.1,29.140289,3.539999707,800.5213781,61.36,0.15,-2.03,D+
256,10257,1.061031,0.940519,46.04,49.04155,17.18,15.74,42.79,0.56,49.37,D++
257,10258,0.563966,0.489237,41.7,43.753203,0.48,76.14,47.17,0.57,0.58,D++
258,10259,0.392379,0.354776,26.74,28.487155,3.491946774,785.8359831,52.81,0.23,-2.38,D++
259,10260,0.035364,0.030366,47.26,48.32573,0.27,432.5,60.01,0.0,-5.68,D+
260,10261,0.161729,0.144744,18.96,20.266473,0.0,1883.299,40.13,0.79,-3.42,D++
261,10262,1.225577,0.747395,103.88,106.852972,7.053,55.338,1.58,0.51,-0.21,C-
262,10263,0.007361,0.005876,82.62,83.633237,3.596885961,619.8156386,32.47,-0.02,-2.5,C--
263,10264,0.089855,0.079016,29.61,30.778871,3.747029374,697.2221667,51.23,0.244706416,8.481487065,D++
264,10265,0.061697,0.054218,40.41,41.525915,0.173,1585.702,26.821,0.046,-3.436,C--
265,10266,0.247952,0.222772,155.55,157.020724,3.658165016,697.669377,18.12,0.59,-2.84,C--
266,10267,2917.134,2862.414,0.59,5781.138,3.5708826,862.0263666,0.074,0.214160218,8.904897808,C-
267,10268,1.124905,1.026054,13.55,16.700959,3.618785478,742.5433166,84.17,0.25,-4.16,D
268,10269,5.272221,4.917521,41.4,52.589742,3.76,104.18,61.13,3.13,-1.49,D+
269,10270,0.143177,0.133072,23.08,24.356249,3.618647925,1211.383102,66.64,0.07,-2.62,D+
270,10271,0.147889,0.131602,45.36,46.639491,1.71,40.58,54.96,-0.02,5.46,D++
271,10272,1.203547,1.072266,84.97,88.245813,3.614978017,696.6884951,22.43,0.28,-3.3,C--
272,10273,0.075646,0.059224,14.01,15.14487,0.597,245.988,43.453,1.25,-7.249,D++
273,10274,0.59225,0.537354,21.79,23.919604,0.6,183.38,77.95,0.3,-4.24,D
274,10275,0.667095,0.650083,28.39,30.707178,10.68,34.39,57.07,0.282250259,162.86,D+
275,10276,0.036988,0.032137,88.82,89.889125,3.571032805,699.9961184,25.65,0.58,-1.81,C--
276,10277,0.110044,0.098509,48.91,50.118553,0.531,139.915,28.818,0.061,-0.326,C--
277,10278,48.602312,44.408708,23.63,117.64102,1.512,143.77,58.006,0.43,-5.104,D+
