,id,assets,liabilities,buffer,weights,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
18,10019,0.036638,0.031043,40.4,41.467681,3.512007793,783.381466,66.51,0.313,-2.17,C
19,10020,104.080369,98.481738,39.29,242.852107,0.98,276.76,49.64,0.05,-16.43,C+
20,10021,0.952789,0.82616,60.45,63.228949,0.79,217.34,44.77,0.33,-3.17,C+
21,10022,0.307757,0.279637,48.21,49.797394,2.99,97.22,54.18,0.67,0.51,C+
22,10023,13.33431,11.426623,47.21,72.970933,6.69,91.95,58.18,7.91,2.33,C
23,10024,0.172896,0.15712,25.27,26.600016,0.03,2196.43,63.69,0.07,-3.72,C
24,10025,0.063324,0.05484,72.39,73.508164,0.05,2436.36,35.9,0,-3.03,C++
25,10026,0.133332,0.119791,35.31,36.563123,0.53,215.28,62.52,0.01,-3.79,C
26,10027,0.365376,0.327645,83.2,84.893021,3.602261401,735.270066,33.09,0.171,-2.12,C++
27,10028,0.002268,0.002029,84.41,85.414297,3.549976733,706.0771027,23.32,0.696,-2.18,C++
28,10029,0.719192,0.643802,34.21,36.572994,3.5785004,660.427512,37.57,0.194,-3.41,C+
29,10030,0.081383,0.070537,78.94,80.09192,3.554243428,743.0932876,40.96,0.105,-1.81,C+
30,10031,0.042234,0.036932,53.7,54.779166,3.544443771,750.9816142,54.73,0.188,-4.37,C+
31,10032,0.048114,0.043788,44.3,45.391902,0.32,622.35,54.06,0.24,-10.26,C+
32,10033,2.634533,1.822769,69.38,74.837302,0,176.702,21.96,0.142,-0.72,C++
33,10034,0.003744,0.00299,54.74,55.746734,3.497813793,807.5754373,50.02,0.413,-2,C+
34,10035,0.135473,0.122579,45.54,46.798052,3.547464743,880.4185802,59.87,0.244,-7.54,C
35,10036,0.558221,0.503386,38.24,40.301607,3.67,55.9,59.31,1.18,9.99,C
36,10037,2.554359,2.298347,38.28,44.132706,5.79,50.83,59.32,1.32,17.35,C
37,10038,0.347206,0.309497,77.16,78.816703,3.611395051,662.4135819,34.48,0.802,-5.14,C++
38,10039,0.15419,0.135413,59.76,61.049603,0.67,181.82,46.44,0.04,-2.11,C+
39,10040,0.131137,0.11442,22.78,24.025557,0,241.574,68.61,0,-9.55,C
40,10041,0.331613,0.252708,104.58,106.164321,3.627260206,708.542077,25.93,0.287899078,-8.35,C++
41,10042,0.406712,0.348139,11.06,12.814851,3.582620185,657.6648573,35.03,0.167,-0.64,C++
42,10043,0.14164,0.126178,54.89,56.157818,2.67,42.04,48.41,0.23,6.95,C+
43,10044,0.068428,0.062771,41.34,42.471199,3.52120186,861.3687311,57.52,0.417,-6.07,C
44,10045,20.61368,18.147768,36.64,76.401448,1.85,136.07,44.74,2.787,-22.88,C+
45,10046,5.419648,5.012061,6.24,17.671709,3.78,25.79,89.28,-0.001,33.67,C-
46,10047,11.887421,11.847561,46.17,70.904982,3.605336513,784.1184664,59.56,0.25121675,7.646298025,C
47,10048,0.08059,0.072602,12.11,13.263192,7.53,27.99,86,1.83,48.05,C-
48,10049,0.300879,0.27374,42.64,44.214619,2.27,65.64,54.3,0.26,4.77,C+
49,10050,0.780402,0.64457,21.71,24.134972,2.85,53.69,72.13,0.32,5.56,C
50,10051,0.135707,0.106254,52.46,53.701961,2.35,15.336,38.38,0.246,-1.16,C+
51,10052,0.06616,0.058565,49.64,50.764725,2.55,46.48,53.34,0.55,6.41,C+
52,10053,0.010481,0.009102,53.37,54.389583,3.525054743,681.7025736,45.22,0.125,-3.19,C+
53,10054,0.015722,0.014223,35.34,36.369945,0.21,550,65.1,0.11,-6.6,C
54,10055,0.681477,0.567951,35.46,37.709428,2.58,76.24,44.55,0.45,1.67,C+
55,10056,1.431344,1.297145,21.51,25.238489,0.7,256.09,76.63,0.24,-9.14,C-
56,10057,0.010177,0.009439,35.34,36.359616,3.537335268,778.1823341,62.98,0.155,-3.28,C
57,10058,0.000796,0.000622,36.44,37.441418,3.506603793,818.357403,63.84,0.563,-3.32,C
58,10059,64.524102,61.057979,12.22,138.802081,2.25,57.06,59.75,0.008,10.88,C
59,10060,0.404822,0.368111,55.61,57.382933,1.89,56.45,46.46,0.06,4.25,C+
60,10061,66.063531,61.054559,71.6,199.71809,0.5,103.44,14.94,0.017,-0.03,B--
61,10062,0.004464,0.003595,71.85,72.858059,3.57591796,678.645983,38.64,0.366,-4.48,C+
62,10063,0.118659,0.105336,54.28,55.503995,3.97,47.51,48.83,1.17,9.24,C+
63,10064,8.709918,8.709367,3.24,21.659285,0,168.022,37.71,0.32331644,-3832.12,C+
64,10065,0.139954,0.124282,45.7,46.964236,0.09,2058.44,57.08,0.33,-9.62,C
65,10066,0.037112,0.031312,17.77,18.838424,3.562069551,822.3351298,60.21,0.161,-3.87,C
66,10067,5.95042,4.639162,89.78,101.369582,3.564656808,860.1726747,0.21,0.213007531,8.791830879,B--
67,10068,0.128707,0.115832,32.54,33.784539,2.97,68.43,64.8,0.68,6.2,C
68,10069,1.580289,1.452302,14.54,18.572591,12.31,41.33,72.7,0.95,68.29,C
69,10070,0.565245,0.514335,34.6,36.67958,5.29,25.68,79.99,-0.516,35.41,C-
70,10071,0.19577,0.174522,83.35,84.720292,0.22,743.3,22.11,-0.01,-2.94,C++
71,10072,0.103336,0.089039,62.66,63.852375,2.82,66.22,43.18,0.03,3.03,C+
72,10073,0.090385,0.080072,34.89,36.060457,0,3.969,34.69,-0.02,-3.83,C++
73,10074,0.086975,0.077463,40.26,41.424438,4.4,46.91,56.37,0.6,12.29,C
74,10075,8.948249,8.216412,33.48,51.644661,4.65,55.36,67.29,0.06,17.52,C
75,10076,0.070023,0.060834,32.12,33.250857,2.39,43.57,67.89,0.59,7.06,C
76,10077,0.015259,0.013334,50.1,51.128593,3.537091251,761.0493432,52.37,0.251,-4.22,C+
77,10078,0.231297,0.211744,34.87,36.313041,0.67,230.4,61.47,1.12,-6.45,C
78,10079,0.745708,0.68994,51.09,53.525648,3.569582833,779.9717474,67.46,0.337,-7.06,C
79,10080,6.463723,6.031953,13.75,27.245676,0.99,47.41,86.05,0.25,7.54,C-
80,10081,0.076503,0.069213,50.74,51.885716,1.58,149.05,51.35,-0.02,-4.27,C+
81,10082,0.914279,0.825146,46.97,49.709425,5.18,49.39,51.59,1.8,14.23,C+
82,10083,2.266816,2.026863,32.15,37.443679,1.6,94.52,66.04,0.26,0.56,C
83,10084,1.47774,1.39922,93.17,97.04696,6.912,109.648,28.04,2.22,5.624,C++
84,10085,0.211148,0.186425,55.4,56.797573,1.03,116.1,48.36,1.09,-0.7,C+
85,10086,1.930295,1.761869,15.26,19.952164,1.77,141.95,65.63,0.285931319,-5.73,C
86,10087,1.606991,1.50408,33.41,37.521071,0.302,4.992,50.97,0.01,-6.395,C+
87,10088,0.546047,0.484837,23.64,25.670884,2.53,138.95,77.09,2.57,-7.01,C-
88,10089,0.181613,0.165903,46.48,47.827516,3.588744261,658.194729,36.46,0.424,-3.61,C+
89,10090,2.695042,2.378449,78.11,84.183491,2.14,42.99,22.52,0.04,2.36,C++
90,10091,0.016541,0.015027,68.48,69.511568,3.655255805,648.4339686,30.71,0.236,-6.32,C++
91,10092,1.716852,1.570499,63.84,68.127351,0.06,100,41.02,0.003,0,C+
92,10093,0.016243,0.014645,68.49,69.520888,3.604453761,676.4916371,38.73,0.904,-11.6,C+
93,10094,0.128926,0.117277,23.29,24.536203,3.541765166,825.7557949,57.38,0.144,-3.1,C
94,10095,2.411238,2.042157,12.09,17.543395,3.176,135.257,79.3,0.015,-10.216,C-
95,10096,0.791727,0.721571,14.87,17.383298,0.6,184.96,61.78,0.6,-3.62,C
96,10097,0.000453,0.000406,107.43,108.430859,3.321107615,2444.481839,2.4,3.339,-13.02,B--
97,10098,0.032767,0.029411,71.17,72.232178,3.581061327,703.336702,41.65,0.776,-5.9,C+
98,10099,0.564961,0.544678,21.28,23.389639,3.582591982,800.1041222,64.37,0.417,-63.15,C
99,10100,0.081852,0.073412,32.8,33.955264,2.95,31.92,66.9,0.18,13.16,C
100,10101,0.12648,0.10472,51.11,52.3412,7.44,109.34,45.31,0.248,-1.99,C+
101,10102,0.131058,0.117638,30.95,32.198696,0.63,178.26,68.5,0.02,-3.35,C
102,10103,0.173315,0.14725,40.75,42.070565,6.89,220.04,58.14,10.832,-37.7,C
103,10104,12.191434,11.641529,3.9,28.732963,0.087,14.078,85.11,-0.004,0.585,C-
104,10105,0.07381,0.066769,11.77,12.910579,3.522403787,762.3219222,75.54,0.73,-12.89,C-
105,10106,0.550175,0.48155,11.65,13.681725,2.88,60.57,80.17,0.68,7.42,C-
106,10107,0.086371,0.078895,38.27,39.435266,3.516811575,805.6904536,63.88,0.299,-14.72,C
107,10108,0.029925,0.025742,71.24,72.295667,3.533199104,746.7968623,45.68,0.192,-1.68,C+
108,10109,0.054027,0.046455,71.77,72.870482,0,152.143,36.97,0,-2.95,C+
109,10110,0.06928,0.062678,48.11,49.241958,3.627354182,644.3030182,35.99,0.49,-9.21,C+
110,10111,0.016951,0.01466,77.12,78.151611,0.04,12100,26.01,-0.04,-10.47,C++
111,10112,0.639243,0.579066,30.56,32.778309,1.79,67.97,64.63,0.35,3.98,C
112,10113,0.044044,0.03909,31.15,32.233134,0,242.076,35.42,-0.12,-7.67,C++
113,10114,0.013888,0.011675,59.63,60.655563,3.499810953,811.7183397,48.97,0.382,-3.28,C+
114,10115,0.059095,0.052232,93.39,94.501327,3.631207347,626.435096,31.74,0.137,-6.32,C++
115,10116,0.003855,0.00333,26.83,27.837185,3.531639492,688.2218184,44.2,0.469,-4.7,C+
116,10117,0.006516,0.005309,78.28,79.291825,3.499957889,821.2385989,49.06,0.255,-1.78,C+
117,10118,0.121532,0.105637,10.85,12.077169,3.43,51.04,80.15,-0.04,10.49,C-
118,10119,0.587085,0.515402,42.1,44.202487,2.36,64.42,60.01,0.33,4.19,C
119,10120,52.004859,51.238647,69.05,173.293506,4.4,77.7,50.32,0.236987355,34.66,C+
120,10121,0.157176,0.142316,30.41,31.709492,3.64,39.62,73.99,1.93,17.46,C
121,10122,0.083107,0.067579,55.63,56.780686,4.54,20.91,49.98,0.33,9.69,C+
122,10123,0.337728,0.257784,83.76,85.355512,0,827.6612406,10.16,-0.037,-2.798,B--
123,10124,0.147799,0.135222,36.51,37.793021,3.5710436,767.6340499,63.27,0.492,-23.14,C
124,10125,0.076291,0.068148,66.9,68.044439,1.42,170.07,37.07,0.33,-3.54,C+
125,10126,0.261973,0.2323,31.25,32.744273,3.617890307,957.9240831,56.8,0.252150304,7.737122165,C
126,10127,0.215738,0.197698,53.45,54.863436,3.562866552,800.967816,61.31,0.395,-11.11,C
127,10128,24.858351,23.825556,52.47,102.153907,2.53,22.5,49.54,0.234,23.52,C+
128,10129,0.244629,0.223422,26.02,27.488051,4.81,69.1,60.67,1.99,10.76,C
130,10131,0.012573,0.011531,57.69,58.714104,3.586294717,740.6514649,47.75,0.451,-7.48,C+
131,10132,1.55481,1.437349,33.89,37.882159,6.94,133.57,66.4,1.029,-22.56,C
132,10133,7.420284,6.787619,32.07,47.277903,3.554112792,842.9354517,64.93,0.251822017,-0.461,C
133,10134,0.131602,0.117925,28.77,30.019527,1.43,64.7,60.49,0.04,2.97,C
134,10135,0.183889,0.144509,6.03,7.358398,1.49,200.17,40.94,0.15,-2.94,C+
135,10136,2.262009,2.097419,35.2,40.559428,1.33,69.95,66.11,-0.165,3.68,C
136,10137,0.020792,0.018068,65.07,66.10886,3.581278552,637.7146176,41.7,0.124,-4.37,C+
137,10138,0.205807,0.190169,31.59,32.985976,3.499462882,859.3133531,63.95,0.332,-16.29,C
138,10139,0.108852,0.095382,27.21,28.414234,3.5860868,750.8892926,65.76,0.275033146,7.375222002,C
139,10140,0.103322,0.092047,117.28,118.475369,3.591045688,713.4020175,24.61,0.254,-2.49,C++
140,10141,1.053674,0.968667,29.18,32.202341,1.4,133.61,58.16,0.104,-3.46,C
141,10142,0.211795,0.204213,37.88,39.296008,12.8,37.13,59.7,1.02,140.88,C
142,10143,0.102475,0.06566,61.05,62.218135,2.233,219.026,56.35,0.002,0.288,C
143,10144,0.464066,0.415145,34.06,35.939211,0.27,472.95,62.23,0.18,-6.03,C
144,10145,0.046032,0.038731,53.16,54.244763,3.55040683,831.2297158,58.31,0.361,-7.62,C
145,10146,1.20567,1.134684,44.02,47.360354,11.63,36.93,54.71,-0.045,71.24,C+
146,10147,15.452587,14.687864,30.49,61.630451,3.13,51.03,68.39,0.19,21.53,C
147,10148,0.145739,0.128592,23.65,24.924331,3.527442186,747.0644523,44.91,0.194,-1.24,C+
148,10149,0.019548,0.018073,66.4,67.437621,3.603503226,662.2700739,39.2,0.399,-8.27,C+
149,10150,856.255075,821.348244,47.76,1726.363319,6.47,40.16,44.82,0.143970766,53.31,C+
150,10151,0.605801,0.508199,65.33,67.444,14.97,18.5,33.08,0.009,25.77,C++
151,10152,0.109542,0.098857,10.44,11.648399,0.41,392.59,87.95,0,-11.09,C-
152,10153,0.064214,0.05764,33.91,35.031854,0,841.177,66.4,0.09,-9.71,C
153,10154,0.094448,0.070881,35.67,36.835329,0.56,499.23,71.32,0.62,-6.59,C
154,10155,0.012613,0.011157,72.98,74.00377,3.599991362,661.9324988,37.9,0.147,-1.5,C+
155,10156,0.066758,0.060499,66.42,67.547257,3.474692652,928.7105414,45.18,0.259,-13.45,C+
156,10157,0.12141,0.105416,27.42,28.646826,3.605930057,713.52524,80.06,0.095,-3.75,C-
157,10158,0.17317,0.152193,9.62,10.945363,0.68,267.63,74.79,0.5,-7.18,C
158,10159,0.112703,0.10348,18.88,20.096183,3.550101652,744.7038168,78.12,0.561,-14.53,C-
159,10160,12.762695,11.26411,47.5,72.526805,4.26,71.88,57.25,0.019,6.02,C
160,10161,0.045606,0.041441,44.69,45.777047,3.549564656,802.4577747,65.25,0.475,-5.94,C
161,10162,0.030002,0.027549,8.01,9.067551,3.550127049,977.0793624,80.94,1.415,-28.78,C-
162,10163,1.384952,1.332373,54.36,58.077325,17.08,24.83,46.39,-0.035,163.86,C+
163,10164,34.74257,31.919441,59.83,127.492011,2.71,214.48,36.36,-5.49,-14.73,C+
164,10165,0.248377,0.222804,55.3,56.771181,1.28,144.12,50.63,0.39,-2.82,C+
165,10166,1.001405,0.915012,37.27,40.186417,1.45,160.76,38.56,0.289703099,-4.03,C+
166,10167,0.614738,0.559015,30.54,32.713753,9.83,35.79,81.53,-0.204,58.84,C-
167,10168,1.6517,1.442684,83.82,87.914384,3.590195933,658.2407324,35.8,0.647,-5.27,C++
168,10169,0.570166,0.515443,15.63,17.715609,1.018,131.882,69.17,0.29097344,-4.217,C
169,10170,3.29925,2.995281,62.66,69.954531,0.94,179.88,32.5,0.89,-2.71,C++
170,10171,0.240949,0.21685,42.75,44.207799,3.487927272,820.235875,56.5,0.244,-3.4,C
171,10172,0.309755,0.27725,25.17,26.757005,3.04,46.75,62.48,0.18,9.79,C
172,10173,0.234355,0.204986,85.92,87.359341,3.582995137,879.5265862,36.94,0.024,-0.56,C+
173,10174,0.090393,0.081716,19.6,20.772109,4.97,15.38,79.92,0.04,35.31,C-
174,10175,0.039209,0.035827,31.24,32.315036,3.424309924,1385.302383,68.6,0.292,-3.84,C
175,10176,0.056375,0.049613,9.08,10.185988,0,931.505,81.6,0.13,-5.04,C-
176,10177,0.119368,0.107617,55.45,56.676985,2.62,71.39,44.93,1.09,3.49,C+
177,10178,1.370411,1.092044,48.02,51.482455,4.58,69.54,80.23,2.08,5.69,C-
178,10179,0.002327,0.001979,21.08,22.084306,3.645324121,737.7045116,80.96,0.894,-4.48,C-
179,10180,6.552997,6.091337,40.33,53.974334,3.16,63.12,62.77,0.56,10.6,C
180,10181,0.035919,0.030003,67.47,68.535922,3.481473526,772.5281541,50.07,0.238,-2.95,C+
181,10182,0.013057,0.011819,32.02,33.044876,3.541042754,763.1330609,69.78,0.239,-4.6,C
182,10183,0.688862,0.65171,57.79,60.130572,3.64,25.7,43,0.268295569,21.82,C+
183,10184,0.022896,0.018313,36.94,37.981209,3.546942788,942.7293487,63.34,0.989,-3.45,C
184,10185,0.079336,0.07129,88.34,89.490626,0.63,161,19.74,0.39,-0.76,C++
185,10186,1.516223,1.317574,40.43,44.263797,3.546722292,951.4311806,63.6,0.091,-5.98,C
186,10187,6.587459,5.842301,12.35,25.77976,4.53,42.78,83.45,1.96,19.5,C-
187,10188,0.029926,0.027416,63.03,64.087342,1.73,89.45,37.88,0.48,0.84,C+
188,10189,0.169555,0.152634,14.75,16.072189,3.627511872,658.4736583,79.98,0.709,-8.89,C-
189,10190,0.436783,0.372225,32.87,34.679008,1.3,112.43,66.58,0.49,-0.74,C
190,10191,0.003932,0.00242,36.81,37.816352,8.51,758.0732302,70.13,0.161095354,-1.58,C
191,10192,0.212507,0.180382,33.76,35.152889,0,286800,68.79,-0.01,-8.92,C
192,10193,0.042009,0.035104,25.53,26.607113,3.07,39.59,74.73,0.03,8.53,C
193,10194,444.683281,420.516794,73.19,939.390075,7.11,137.61,16.14,5.41,-8.8,C++
194,10195,0.116815,0.099178,28.52,29.735993,1.68,88.38,54.17,0.31,0.71,C+
195,10196,1.884776,1.692111,13.75,18.326887,3.551565533,670.3579499,76.19,0.264231419,7.36155167,C-
196,10197,0.094729,0.084518,37.35,38.529247,1.17,119.67,64.36,0.09,-1.39,C
197,10198,2.729458,2.609592,29,35.33905,8.3,45.53,68.74,0.405232664,73.54,C
198,10199,20.568192,19.54476,7.33,48.442952,2.82,19.9,70.33,0,32.07,C
199,10200,21.279526,19.224188,19.56,61.063714,2.08,93.58,77.67,0.108,1.1,C-
200,10201,0.002383,0.002104,54.75,55.754487,3.549489366,787.8557535,46.44,0.258,-5.88,C+
201,10202,5.870811,5.428079,48.91,61.20889,4.64,160.49,44.96,0.282506811,-18.07,C+
202,10203,0.143069,0.123558,31.57,32.836627,3.614304558,770.3604264,57.83,0.250783725,7.598338303,C
203,10204,0.145979,0.129156,55.48,56.755135,2.237,40.489,42.57,0.271415822,-23.03,C+
204,10205,0.01142,0.009083,42.53,43.550503,3.564673239,701.1856246,25.29,0.29,-3.22,C++
205,10206,0.683935,0.624855,24.05,26.35879,20.733,40.923,78.53,1.913,72.455,C-
206,10207,0.07607,0.065389,45.66,46.801459,3.507125447,813.6793989,62.33,0.277,-2.8,C
207,10208,0.071084,0.062065,50.92,52.053149,3.59,128.93,49.81,2.11,-4.27,C+
208,10209,0.036928,0.033026,40.41,41.479954,3.562483502,812.6463083,62.54,0.305,-5.04,C
209,10210,1.23565,1.130098,33.23,36.595748,12.07,27.93,60.24,9.32,63.48,C
210,10211,0.015169,0.014025,27.87,28.899194,3.576097985,724.7898344,42,0.435,-5.93,C+
211,10212,0.010798,0.009664,13.67,14.690462,3.561779887,680.6310555,37.7,0.317,-1.74,C+
212,10213,4.659345,3.989133,22.39,32.038478,6.06,46.24,43.54,0.55,10.14,C+
213,10214,0.085811,0.076855,36.32,37.482666,3.563727954,778.2197845,66.14,0.197,-4.5,C
214,10215,0.450919,0.412963,44.52,46.383882,0.21,479.77,55.37,0.1,-5.29,C+
215,10216,0.031511,0.028204,55.2,56.259715,3.550189529,732.4247442,33.73,1.489,-1.58,C++
216,10217,0.087386,0.077053,86.27,87.434439,9.42,21.42,36.26,-1.029,23.17,C+
217,10218,0.008393,0.007706,61.08,62.096099,3.538996867,669.4778664,5.49,0,-0.73,B--
218,10219,0.234578,0.212053,62.49,63.936631,1.88,113.79,42.57,0.33,-1.17,C+
219,10220,0.090111,0.0858,44.32,45.495911,0.466,740.1071078,54.44,0.074497607,8.595385386,C+
220,10221,0.36021,0.322772,8.03,9.712982,3.598170699,709.2827164,85.25,0.199,-10.31,C-
221,10222,0.118574,0.105521,35.18,36.404095,3.558026438,816.7439248,64.31,0.3,-5.34,C
222,10223,0.439763,0.388046,18.1,19.927809,0.96,196.51,81.51,0.33,-6.57,C-
223,10224,0.59479,0.528384,19.38,21.503174,6.07,52.27,76.27,1.73,20.42,C-
224,10225,0.071912,0.064879,69.95,71.086791,3.482483014,818.944387,49.22,0.487,-2.75,C+
225,10226,0.019982,0.018354,57.96,58.998336,3.604910098,904.0904796,51.01,0.008,-1.23,C+
226,10227,0.011638,0.008644,93.36,94.380282,3.531902285,702.2983709,43.17,0.808,-3.6,C+
227,10228,1.36738,1.260556,12.24,15.867936,3.546100314,719.4325076,77.19,0.278178012,6.967188683,C-
228,10229,0.518618,0.475744,29.18,31.174362,3.528707837,781.2717377,71.19,0.39,-7.15,C
229,10230,0.399019,0.350041,29.14,30.88906,3.66,36.68,67.87,0.621,13,C
230,10231,0.156784,0.13322,36.2,37.490004,3.633786007,846.2954922,46.26,-0.022304673,8.125456556,C+
231,10232,48.324956,47.298112,76.16,172.783068,1.32,22.26,67.74,0.01,32.79,C
232,10233,0.167295,0.152426,38.08,39.399721,0,109.461,44.54,0.79,-4.36,C+
233,10234,0.108931,0.094951,37.21,38.413882,3.536762188,730.6607779,46.59,0.578,-5.66,C+
234,10235,0.071705,0.064398,35.55,36.686103,0,22250,63.73,0.16,-6.06,C
235,10236,0.025551,0.021975,56.11,57.157526,3.512952495,780.2017163,49.5,0.315,-4.02,C+
236,10237,1.333384,1.223237,42.77,46.326621,1.12,157.7,45.27,0.28,-3.6,C+
237,10238,0.068835,0.064531,26.33,27.463366,4.38,65.48,65.41,0.05,16.26,C
238,10239,0.159873,0.105028,76.39,77.654901,0.72,435.39,30.13,0.68,-2.18,C++
239,10240,2.530575,2.439972,38.72,44.690547,9.88,28.78,53.96,0,109.12,C+
240,10241,0.012208,0.010746,34,35.022954,3.572610984,786.1492201,64.36,0.197,-4.65,C
241,10242,1.748328,1.505579,13.54,17.793907,0.86,127.08,83.35,0.09,-1.41,C-
242,10243,14.402785,12.959753,28.41,56.772538,6.51,67.21,65.28,0.242531684,14.54,C
243,10244,0.217729,0.200932,46.6,48.018661,0.91,203.84,54.02,0.72,-6.76,C+
244,10245,9.858143,9.562707,80.3,100.72085,3.620124788,860.3216101,20.99,0.286022811,0,C++
245,10246,0.109057,0.100053,26.3,27.50911,3.567899035,700.415411,75.31,0.215,-8.2,C
246,10247,0.009989,0.008824,48.92,49.938813,3.484390349,812.7499117,55.3,0.238,-3.31,C+
247,10248,0.337998,0.293255,31.73,33.361253,3.52,48.69,70.71,0.45,9.82,C
248,10249,0.090875,0.082876,52.85,54.023751,0.44,561.46,46.6,0.04,-11.08,C+
249,10250,0.211114,0.186976,45.15,46.54809,5.92,98.59,50.14,0.276371558,0.39,C+
250,10251,0.033835,0.029084,41.91,42.972919,3.499497978,793.5079465,53.99,0.301,-2.5,C+
251,10252,0.076998,0.064403,80.31,81.451401,3.96,31.06,31.33,0.07,5.29,C++
252,10253,14.373334,7.677849,2187.04,2210.091183,3.654525362,947.2964998,18.69,0.275324762,-0.91,C++
253,10254,0.986432,0.901956,29.4,32.288388,0.87,156.38,62.42,0.1,-3.61,C
254,10255,0.025673,0.022866,5.62,6.668539,3.532244127,787.6657039,66.78,0.398,-6.77,C
255,10256,0.020355,0.018762,26.39,27.429117,3.52827805,834.6140315,62.73,0.324,-1.36,C
256,10257,0.913593,0.823874,41.02,43.757467,16.78,45.25,67.18,0.377,92.07,C
257,10258,0.47487,0.384662,45.96,47.819532,3.043,45.903,46.82,0.707,-34.45,C+
258,10259,0.374561,0.337673,15.14,16.852234,3.493730086,792.2972662,51.34,0.349,-3.1,C+
259,10260,0.034135,0.029179,45.46,46.523314,3.79,58.85,58.07,0.67,6.38,C
260,10261,0.153256,0.1378,14.91,16.201056,2.62,194.23,43.34,1.18,-11.19,C+
261,10262,1.770504,1.16735,111.07,115.007854,3.48,136.79,3.08,0.51,-0.12,B--
262,10263,0.006886,0.005457,78.52,79.532343,3.578767811,672.4326438,36.09,0.275,-2.56,C+
263,10264,0.088843,0.078573,28.44,29.607416,3.802453321,657.7687118,50.3,0.256882142,8.774612178,C+
264,10265,0.058574,0.051144,41.33,42.439718,0.01,9833.33,35.19,0.1,-3.93,C++
265,10266,0.243579,0.219399,161.99,163.452978,3.608014057,667.8392897,19.75,0.134,-2.32,C++
266,10267,2918.87,2865.072,4.1,5789.042,3.5708826,862.0263666,0.074,0.214160218,8.904897808,B--
267,10268,1.016051,0.925846,14,16.941897,3.622074286,760.0031678,83.2,0.2,-5.76,C-
268,10269,5.239021,5.0512,50.27,61.560221,6.4,102.16,52.99,0.19,-2.18,C+
269,10270,0.131165,0.122008,17.01,18.263173,3.595166534,879.7529598,67.96,0.072,-2.27,C
270,10271,0.152268,0.134615,38.2,39.486883,6.69,22.55,57.55,0.59,26.11,C
271,10272,1.122742,0.998611,83.6,86.721353,3.716362851,656.6821745,23.79,0.096,-3.17,C++
272,10273,0.071926,0.058511,9.73,10.860437,1.64,302.5,83.48,1.81,-15.68,C-
273,10274,0.554541,0.505165,22.18,24.239706,1.08,114.58,78.02,0.26,-1.4,C-
274,10275,0.786316,0.767174,25.61,28.16349,12.19,36.11,51.73,0.278638407,173.11,C+
275,10276,0.034332,0.029835,91.78,92.844167,3.59292691,701.5035181,27.99,0.535,-2.3,C++
276,10277,0.105704,0.094426,50.16,51.36013,2.3,51.31,54.43,0.24,5.78,C+
277,10278,41.692453,38.35725,23.12,104.169703,1.03,214.91,78.16,0.55,-11.82,C-
278,10279,0.045585,0.038497,76.6,77.684082,3.520713077,771.6462705,41.07,0.247,-1.87,C+
279,10280,0.115312,0.08916,54.87,56.074472,0,2371.792,50.8,0,-4.97,C+
280,10281,0.000134,0.000118,98.57,99.570252,3.525086355,1733.747204,11.02,1.71,-12.13,B--
