id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10058,3.629677274,772.4725571,54.21,-0.54,-8.45,C+
10059,3.25,91.34,77.48,-0.25,2.83,C-
10060,1.25,89.02,55.17,0.71,0.69,C+
10061,0.26,120,12.1,0.02,-0.09,B--
10062,3.566112958,681.7884074,36.33,0.7,-2.13,C++
10063,0.93,154.82,76.72,0.02,-3.88,C
10064,0,168.022,23.6,0.271864005,-3959.65,C++
10065,0,2205.576,55.96,0.01,-1.89,C+
10066,3.574618728,1205.703365,61.24,0.06,-2.95,C
10067,3.607694987,710.6422612,15.18,0.207404918,9.555565246,B--
10068,1.55,120.035,49.477,0.202,2.377,C+
10069,9.93,48.84,74.57,1.61,54.06,C
10070,12.52,40.71,62.11,-0.38,59.23,C
10071,1.63,64.2,83.95,0.13,4.93,C-
10072,0.16,1122.73,45.09,1.78,-5.89,C+
10073,0.287,3.969,25.573,0.01,-0.537,C++
10074,1.015,84.576,32.978,0.093,1.669,C++
10075,4.68,53.76,65.81,0.02,20.66,C
10076,0.475,119.201,62.5,0.08,-37.78,C
10077,3.505977,799.9458554,55.31,0.15,-3.13,C+
10078,2.87,48.37,42.48,0.38,4.35,C+
10079,3.559659991,744.7568579,64.26,0.48,-9.48,C
10080,0.54,35.06,83.56,0.44,3.93,C-
10081,6.7,405.062,52.88,0.01,-31.24,C+
10082,2.16,94.62,43.96,0.52,0.54,C+
10083,0.94,126.91,63.4,0.16,-1.68,C
10084,14.35,75.69,7.73,8.04,12.67,B--
10085,0,1146.166,58.3,0.05,-6.53,C
10086,2.19,105.27,65.87,0.289610685,-0.98,C
10087,0.302,4.992,61.09,0.06,-29.87,C
10088,0.37,355.75,59.47,0.2,-5.34,C
10089,3.494913084,869.3610887,60.68,0.47,-3.52,C
10090,1.4,82.04,40.48,0.039,1.4,C+
10091,3.565134918,694.6003744,35.83,0.1,-4.16,C++
10092,0.32,373.5,84.27,0.13,-6.07,C-
10093,3.60258237,670.5901504,38.79,0.97,-10.54,C+
10094,3.496593822,837.3771898,60.77,0.19,-2.8,C
10095,3.61,180.79,74.49,0,-13.46,C
10096,0.92,113.64,68.54,1.12,-0.81,C
10097,3.962696435,1461.183207,2.5,0,-5.49,B--
10098,3.610982002,647.8402012,39.61,0.8,-8.55,C+
10099,3.599759575,756.7666089,57.24,0.65,-21.94,C
10100,0.329,2830.783,36.678,0.056,-1.598,C++
10101,1.4,76.84,73.07,0.56,1.58,C
10102,0.553,5197.144,46.633,0.302,-2.733,C+
10103,19.56,133.58,38.04,31.79,-35.13,C+
10104,0.087,14.078,79.91,-0.01,-1.96,C-
10105,3.563948448,704.5515422,90.53,0.53,-7.75,C-
10106,0.391,290.146,41.697,0.082,-3.396,C+
10107,3.55266176,791.8109947,63.15,0.36,-7.53,C
10108,3.511717627,769.9598144,47.25,0.28,-1.4,C+
10109,0.006,152.143,15.42,0,-1.189,B--
10110,3.645416104,646.5240325,31.42,0.81,-6.37,C++
10111,0.396,1753.194,12.635,0.077,-4.151,B--
10112,0.42,263.81,67.92,0.2,-8.93,C
10113,0.543,242.076,17.942,0.012,-1.255,C++
10114,3.524345224,746.5768171,45.31,0.19,-1.58,C+
10115,3.57830962,682.3872391,38.73,0.29,-4.44,C+
10116,3.599509964,1170.029468,59,0.04,-2.99,C
10117,3.505670673,794.8022174,51.63,0.19,-2.17,C+
10118,0.417,138.729,41.793,-0.006,-0.459,C+
10119,2.14,30.12,71.55,0.09,8.55,C
10120,9.16,58.94,87.2,0.34426958,86.12,C-
10121,0.689,96.564,36.775,0.2,-0.48,C++
10122,3.23,35.25,57.63,0.11,10.21,C
10123,0,863.328219,40.29,-0.44,-6.17,C+
10124,3.574191645,807.9906158,63.1,0.25,-7.44,C
10125,0.297,233.948,16.1,0.045,-2.602,B--
10126,3.573554186,757.5526513,63.36,0.268764868,7.432537374,C
10127,3.606705204,666.210489,82.17,0.58,-8.63,C-
10128,0.94,42,79.66,0.52,7.24,C-
10129,4.19,64.71,54.2,0.48,8.97,C+
10131,3.629909986,637.7829309,37.09,0.17,-3.78,C+
10132,7.5,68.93,63.82,3.96,7.33,C
10133,3.582707223,723.3856595,68.08,0.226317664,-0.461,C
10134,1.285,24.709,62.8,0.136,3.094,C
10135,0.483,83.817,32.66,0.03,-9.25,C++
10136,2.78,59.24,62.94,-0.21,10,C
10137,3.598353027,700.4113944,39.1,0.1,-3.39,C+
10138,3.488835436,818.5733368,56.12,0.39,-2.95,C+
10139,3.543008508,875.7607887,70.18,0.246270006,7.111903799,C
10140,3.6329395,973.2202419,30.87,0.07,-1.73,C++
10141,3.31,63.29,56.29,0.79,6.45,C+
10142,2.23,72.33,73.05,0.31,5.06,C
10143,0.44,159.93,79.04,-0.01,-2.04,C-
10144,0.086,581.989,71.45,0.083,-41.34,C
10145,3.595125355,1212.692808,61.15,0,-3.25,C
10146,14.37,28.81,49.1,-0.02,80.35,C+
10147,2.56,60.65,60.98,0.37,11.58,C
10148,3.80550858,1430.34699,49.8,0.31,-1.11,C+
10149,3.578518169,663.2907779,36.6,0.5,-2.63,C++
10150,4.95,47.82,41.8,0.226351914,22.86,C+
10151,2.877,21.027,23.273,0.009,12.435,C++
10152,0,307600,85.85,0.06,-15.6,C
10153,0.59,680,43.11,0.11,-15.08,C+
10154,0.408,1388.803,43.058,0.149,-5.922,C+
10155,3.57129425,657.0566736,32.19,0.03,-1.23,C++
10156,3.47191656,1209.226126,43.18,0.26,-4.4,C+
10157,3.642333813,981.3593833,82.05,0.06,-3.4,C-
10158,4.63,34.42,56.65,0.36,12.53,C+
10159,3.570855651,814.5833561,74.45,0.96,-11.81,C
10160,6.17,61.5,57.1,0.019,15.68,C
10161,3.539527828,768.4102102,71.13,0.67,-4.44,C
10162,3.473763793,8388.727886,79.86,1.75,-11.73,C-
10163,12.01,9.24,34.41,-0.09,107.86,C++
10164,5.29,103.68,36.75,-0.054,-0.94,C+
10165,0,364.339,80.38,0,-15.11,C-
10166,0.167,30926.175,19.429,0.295797778,-4.049,C++
10167,18.25,48.71,62.27,-0.95,73.09,C
10168,3.555994229,853.4917194,66.42,0.89,-6.47,C
10169,0.98,176.85,73.11,0.287230015,-5.18,C
10170,4.54,58.95,32,0.22,3.42,C++
10171,3.516176284,807.4338409,59.43,0.16,-2.72,C
10172,1.54,113.97,68.71,0.01,-1.38,C
10173,3.608032581,944.0102461,57.25,0.02,-1.18,C
10174,0.08,1669.49,39,0.01,-4.55,C+
10175,3.529547361,785.2348259,71.27,0.4,-3.99,C
10176,0.04,5104.76,36.62,0,-4.22,C++
10177,1.21,70.04,77.42,0.02,3.11,C-
10178,3.04,86.73,70.88,0.37,1.67,C
10179,3.573928257,858.9317022,74.86,3.48,-4.16,C
10180,1.56,105.98,66.21,0.33,-0.94,C
10181,3.536328042,761.5738431,51.22,0.13,-1.01,C+
10182,3.554167341,721.1506789,89.39,0.25,-8.26,C-
10183,4.01,27.85,44.51,0.282386015,22.54,C+
10184,3.539209041,925.6283126,52.23,1.21,-4.93,C+
10185,1.43,139.31,83.34,1.8,-1.93,C-
10186,3.60569534,1069.11834,54.37,0.03,-1.95,C+
10187,4.63,37.53,75.74,1.09,13.9,C
10188,0.05,2052.94,37.79,-0.28,-4.06,C+
10189,3.645706898,717.8281546,81.97,0.86,-9.51,C-
10190,1.37,24.86,56.26,0.14,3.6,C+
10191,15.91,785.7519308,78.2,0.22855468,-1.77,C-
10192,1.22,138.89,74.37,0.62,-2.7,C
10193,0.27,244.19,54.49,0.3,-1.98,C+
10194,6.99,94.83,32.62,1.849,1.37,C++
10195,0.5,65.866,33.348,0.039,-0.269,C++
10196,3.60690329,667.9485658,79.31,0.301661695,7.120531087,C-
10197,1.92,92.31,53.54,0.54,0.7,C+
10198,5.38,47.03,68.4,0.261473662,35.56,C
10199,2.05,18.65,69.36,0,19.62,C
10200,2.25,85.39,75.5,0.19,2.36,C
10201,3.576715052,681.1511876,36.37,0.64,-2.33,C++
10202,9.31,132.32,46.29,0.270669085,-15.74,C+
10203,3.59927176,769.854055,63.11,0.267628746,7.504740217,C
10204,7.59,100.84,34.42,0.281636648,-0.23,C++
10205,3.599410775,653.1142235,28.9,0.8,-2.15,C++
10206,44.36,38.58,54.04,2.87,132.16,C+
10207,3.508115789,815.7601787,62.28,0.35,-2.85,C
10208,1.705,30.658,19.4,17.18,-5.6,C++
10209,3.51371648,825.5705301,64.27,0.25,-3.38,C
10210,2.08,125.18,68.3,0.41,-3.44,C
10211,3.470606492,664.0720657,31.82,0.02,-8.02,C++
10212,3.519957712,767.7112394,40.79,0.43,-2.49,C+
10213,0.17,986.87,53,0.02,-5.66,C+
10214,3.582848453,700.2010474,78.09,0.17,-2.56,C-
10215,1.03,88.99,57.95,0.05,0.7,C
10216,3.641876445,781.809738,29.56,1.51,-4.22,C++
10217,29.45,54.27,30.96,0.06,60.82,C++
10218,3.550555014,650.830978,5.77,0,-0.74,B--
10219,0.76,258.2,43.44,0.11,-5.8,C+
10220,0.466,809.8337005,16.633,-0.054290403,9.814124065,B--
10221,3.637572382,731.6992824,85.08,0.18,-4.99,C-
10222,3.483786584,897.3841897,65.39,0.33,-3.85,C
10223,0.499,58.367,50.141,0.21,-6.45,C+
10224,0.922,108.29,39.046,0.115,-0.193,C+
10225,3.519460523,806.6608498,55.28,0.16,-2,C+
10226,3.610039286,923.2671809,55.49,-0.01,-1.12,C+
10227,3.528218869,740.0227561,45.36,0.68,-0.4,C+
10228,3.594421464,673.8274778,79.12,0.302513733,7.10420621,C-
10229,3.636043155,716.4710587,83.39,0.39,-4.6,C-
10230,0.75,155.61,62.05,0.621,-2.79,C
10231,3.641796525,844.4510624,45.55,-0.022877674,8.266304514,C+
10232,0.729,20.322,77.54,0.003,-5.47,C-
10233,0.32,301.26,80.24,-0.02,-6.36,C-
10234,3.549100386,780.625478,71.7,0.81,-4.22,C
10235,2.56,89.96,25.59,1,0.66,C++
10236,3.537740024,809.0879425,61.06,0.11,-2.25,C
10237,0.1,1309.35,57.71,0.05,-8.56,C
10238,2.192,68.989,48.48,0.006,-14.166,C+
10239,2.5,215.77,34.86,0.48,-9.76,C++
10240,5.71,27.33,56.86,0,56.08,C
10241,3.558314669,752.0385852,67.06,0.16,-5.49,C
10242,0.95,66.85,71,0.14,2.01,C
10243,5.64,74.35,70.8,0.25113017,8.77,C
10244,2.81,1347.01,69.27,0.078,-3.551,C
10245,3.632696512,934.2281011,1.78,0.268031311,0,B--
10246,3.573452786,667.7527085,76.93,0.51,-8.23,C-
10247,3.481578868,831.8229476,56.07,0.42,-2.9,C+
10248,1.66,111.51,70.79,2.43,-1.43,C
10249,0.612,96.109,22.523,0.005,-2.121,C++
10250,4.01,18.81,14.504,0.255284178,0.812,B--
10251,3.633921257,852.3579573,47.96,-0.22,-1.5,C+
10252,0.466,486.239,45.15,0.052,-0.627,C+
10253,3.673436185,999.236466,14.24,0.280208094,-0.6,B--
10254,0.56,171.45,68.99,0.07,-2.99,C
10255,3.513397605,868.8524901,60.29,0.79,-16.5,C
10256,3.518197668,857.0831306,59.82,0.59,-4.5,C
10257,4.97,76.7,55.96,1.4,12.75,C+
10258,3.043,45.903,32.028,0.707,-2.911,C++
10259,3.499772385,805.9811305,56.28,0.2,-2.73,C+
10260,0.32,362.5,56.8,0.11,-4.9,C+
10261,0.09,1190.2,39.72,-0.02,-4.57,C+
10262,10.19,81.41,31.3,0.51,3.1,C++
10263,3.583117523,661.5467504,32.34,0.2,-1.42,C++
10264,3.629871847,651.9224904,51.44,0.247127668,8.566622033,C+
10265,0.173,1585.702,26.821,0.046,-3.436,C++
10266,3.581232595,679.6506768,22.76,0.13,-0.68,C++
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,B--
10268,3.544967453,844.9399503,88.07,0.23,-3.54,C-
10269,3.913,92.705,41.712,1.914,-0.363,C+
10270,3.580622692,929.0825393,65.65,0.09,-2.26,C
10271,1.13,57.31,79.08,0.15,3.71,C-
10272,3.552117381,673.7407307,23.65,0.16,-2.43,C++
10273,0.597,245.988,43.453,1.25,-7.249,C+
10274,0.14,766.37,82.07,-0.05,-7.91,C-
10275,10.11,72.01,60.08,0.261659468,51.02,C
10276,3.575385758,677.2602701,34.17,0.75,-2.35,C++
10277,0.531,139.915,28.818,0.061,-0.326,C++
10278,2.74,93.84,52.38,0.43,0.82,C+
10279,3.563890224,675.8590247,35.9,0.4,-1.36,C++
10280,1.38,88.41,65.85,-0.03,0.7,C
10281,3.554672189,709.9992454,37.31,0,-10.83,C+
10282,3.570364428,660.3810528,29.04,0.33,-1.13,C++
10283,3.459375481,2737.882643,23.04,-2.71,-26.66,C++
10284,0.61,122.4,70.35,0.07,-1.16,C
10285,0.04,2624,68.17,-0.02,-6.82,C
10286,0.06,2291.67,77.33,0.03,-10.98,C-
10287,1.001,74.484,37.888,0.248,1.488,C+
10288,0.71,85.96,72.42,0.06,0.89,C
10289,2.85,16.68,31.76,0.238766554,8.06,C++
10290,3.602150591,705.0396975,79.23,0.54,-4.17,C-
10291,0.42,265.33,72.84,0.13,-5.56,C
10292,3.619832237,647.3440278,37.52,0.54,-10.79,C+
10293,8.32,15.26,52.67,-1.026,17.1,C+
10294,0,618.197,65.03,0,-4.21,C
10295,1.19,748.2130597,77.93,0.257125352,-6.91,C-
10296,5.47,44.96,48.2,0.39,19.08,C+
10297,3.529251296,799.7212917,59.12,0.17,-3.13,C
10298,0.646,52.054,25.483,0.032,0.743,C++
10299,3.598588678,882.4570618,60.15,-0.02,-3.92,C
10300,2.3,51.96,53.22,0.19,2.74,C+
10301,3.525162406,714.4120496,42.81,0.23,-1.62,C+
10302,10.86,72.97,61.18,-0.33,9.73,C
10303,0.06,2962.12,33.56,0.11,-3.75,C++
10304,1.89,51.46,50.27,0.59,5.52,C+
10305,3.507316214,754.7426568,47.9,0.66,-2.28,C+
10306,6.87,74.5,47.13,-0.01,11.75,C+
10307,3.586527184,835.9169982,62.24,0.86,-7.16,C
10308,3.559653722,1005.166436,72.39,1.45,-10.45,C
10309,3.556508342,726.3644655,43.71,0.1,-1.16,C+
10310,3.8034642,1078.509716,7.9,-3.39,-6.12,B--
10311,0.596,68.613,31.857,0.101,-0.885,C++
10312,3.619328728,679.1111591,84.33,0.68,-9.6,C-
10313,3.547390259,813.4001738,72.2,0.34,-6,C
10314,0.48,294.65,82.14,0.11,-6.37,C-
10315,7.55,31.18,40.12,0.01,31.82,C+
10316,3.380190806,1159.050529,84.54,0.267498896,10.36767727,C-
10317,3.57929513,732.5395198,36.6,1.14,-2.81,C++
10318,3.27,22.2,50.78,0.25,11.49,C+
10319,1.52,92.61,53.33,0.01,0.49,C+
10320,6.888,17.339,60.97,0.12,-75.96,C
10321,3.498743916,827.2899039,55.9,0.38,-2.13,C+
10322,0.206,216.544,37.451,0.007,-3.801,C+
10323,0.5,110.45,73.25,0.05,-0.3,C
10324,1.23,107.76,70.44,0.15,-0.54,C
10325,1.39,80.29,71.85,0.74,2.68,C
10326,3.572295737,817.5091132,72.5,0.88,-5.05,C
10327,6.57,73.07,84.03,2.91,7.57,C-
10328,3.578545772,794.1381497,59.34,0.16,-11.55,C
10329,0.82,140.97,60.81,-0.02,-1.68,C
10330,1.3,76.27,67.09,0.17,1.73,C
10331,5.82,17.32,84.78,1.65,88.34,C-
10332,0.076,3135.006,18.594,0.043,-1.79,C++
10333,15.57,93.17,39.23,1.06,2.19,C+
10334,0.321,119.698,37.629,0.03,-1.888,C+
10335,0.81,46.49,72.3,0,5.81,C
10336,1.08,133.13,50.12,0.67,-1.3,C+
10337,0,78.684,71.48,0.01,-10.71,C
10338,2.56,55.57,51.78,0.17,7.56,C+
10339,3.582585795,772.4406366,55.02,0.44,-7.74,C+
10340,3.581563752,739.546356,67.55,0.13,-5.31,C
10341,3.561913627,852.9449107,61.67,0.83,-4.4,C
10342,0.67,215.94,69.5,0.54,-6.39,C
10343,3.539629248,763.0545817,68.04,0.49,-5.31,C
10344,3.541799109,787.3154214,90.99,0.37,-13.68,C-
10345,3.621167092,1059.412911,63.01,0.08,-6.32,C
10346,3.77,52.12,63.86,0.95,9.85,C
10347,3.554332578,635.7207255,29.71,0,-0.28,C++
10348,3.603467916,643.5440736,29.6,0.45,-2.64,C++
10349,3.609243847,886.6009327,33.51,1.21,-3.94,C++
10350,0.94,325.72,29.55,0.66,-11.29,C++
10351,4.47,23.41,52.86,0.49,17.32,C+
10352,3.623181461,795.134376,70.26,-0.02,-4.46,C
10353,0.3,153.46,48.24,0.06,-1,C+
10354,3.551564918,829.0030741,84.87,0.26,-2.9,C-
10355,0.42,408.85,69.11,-0.01,-10.4,C
10356,1.21,178.03,86.74,0.091,-10.94,C-
10357,1.6,26.402,23.323,0.031,3.392,C++
10358,0.37,395.58,75.64,0.1,-5.98,C
10359,11.29,36.67,29.56,0.003,16.2,C++
10360,0.11,16.93,66.57,0,1.41,C
10361,3.698769789,745.219908,84.89,-0.11,-11.73,C-
10362,0.75,506.98,16.3,0,-3.47,B--
10363,2.358,41.662,12.788,0.271734308,-0.046,B--
10364,3.18,50,47.29,0.29,6,C+
10365,3.546945397,758.7408188,47.14,0.95,-6.13,C+
10366,3.576081114,763.4584567,40.89,0,-3.37,C+
10367,3.552558511,735.2368458,41.15,0.6,-4.96,C+
10368,2.805,18.878,83.82,0.082,14.724,C-
10369,0.567,211300.606,28.91,0.136,-0.665,B--
10370,3.536885201,818.6368568,59.94,0.17,-2.96,C
10371,0.6,209.41,73.11,-0.02,-6.08,C
10372,3.605346231,775.9188683,13.03,0.61,-2,B--
10373,0,1680400,44.33,0.035,-4.65,B+
10374,3.567676032,907.2029305,67.21,0.254010562,7.323905964,C
10375,0.76,167.17,62.9,0.05,-3.77,C
10376,2.35,8.84,66.22,0.302686855,22.22,C
10377,0.65,43.46,86.17,0.582219782,5.64,C-
10378,0.919,288.801,43.631,0.199,-0.108,C+
10379,0.48,631.58,52.5,0.29072891,-18.17,C+
10380,1.2,76.07,53.95,1.08,1.44,C+
10381,8.95,158.49,53.82,4.2,-13.28,C+
10382,4.45,778.9232886,63.25,0.113595962,-4.65,C
10383,3.59366595,675.5687275,24,-0.33,-1.97,C++
10384,3.60289203,822.5916058,48.44,1.16,-9.26,C+
10385,1.16,67.38,74.34,0.25,2.74,C
10386,3.614941497,928.5882404,62.99,0,-2.48,C
10387,1.358,36.301,38.262,0.282,3.693,C+
10388,3.471305817,820.9359653,51.85,0.56,-3.62,C+
10389,0.27,673.34,65.42,0.11,-9.43,C
10390,0.2,58.02,26.718,0.378,-0.837,C++
10391,2.35,67.55,48.11,0.23,3.64,C+
10392,3.546645301,657.9419914,75.51,0.220297334,7.521939412,C
10393,0.216,134.313,27.283,0.069,-0.349,C++
10394,2.67,0,52.81,-0.08,13.42,C+
10395,0.36,656.47,63.84,0.48,-9.51,C
10396,3.570095514,752.9657056,86.11,0.3,-7.37,C-
10397,3.15,63.6,62.09,0.01,8.63,C
10398,3.575463802,680.2662243,39.14,0.55,-5.28,C+
10399,1.3,134,57.32,-0.02,-2.32,C
10400,3.561924952,773.7214987,69.78,0.86,-4.13,C
10401,3.560946601,874.8411909,38.45,0.271488984,-0.63,C+
10402,3.66646027,808.3403751,76.16,-0.04,-1.76,C
10403,3.556202025,787.3114633,63.92,0.35,-7.38,C
10404,1.22,202.28,49.5,0.47,-2.49,C+
10405,0,8452.909,51.86,-0.27,-11.15,C+
10406,3.546481768,676.3013488,12.24,-0.01,-0.56,B--
10407,4.73,51.65,59.21,1.87,16.72,C
10408,0.78,158.43,76.19,0.34,-3.77,C
10409,1.422,7.228,53.46,-0.009,-16.63,C+
10410,3.549289937,794.4571025,63.07,0.5,-5.15,C
10411,3.540191652,729.2964231,79.74,0.33,-3.37,C-
10412,3.531750168,792.2936477,56.39,0.32,-4.8,C+
10413,4.54,32.23,47.83,0,28.36,C+
10414,3.601428115,658.9647048,79.44,0.55,-9.07,C-
10415,3.540348963,798.1226069,51.81,0.55,-6.17,C+
10416,0.2,388,72.19,0.08,-3.73,C
10417,3.579865886,679.4632115,28.21,0.28,-0.86,C++
10418,3.574263684,1029.347104,50.84,0.07,-1.78,C+
10419,1.135,36.849,72.18,0.299,-2.09,C
10420,10.36,19.28,52.46,0.344128751,126.79,C+
10421,0,174.513,22,0.099,0,C++
10422,4.79,25.7,65.03,0.43,40.92,C
10423,3.602120951,692.0066193,29.5,1.01,-3.32,C++
10424,0.933,59.761,32.878,0.307,0.221,C++
10425,3.598814258,643.0202993,31.67,0.28,-3.04,C++
10426,0.051,6993.35,29.725,0.039,-4.936,C++
10427,0.09,1488.33,75.56,0.47,-10.71,C
10428,0.79,3.65,54.34,0.303110811,6.74,C+
10429,3.532397114,773.1580672,53.26,0.15,-2.27,C+
10430,3.675519596,755.0221359,77.18,-0.01,-3.93,C-
10431,3.57090259,660.6098707,26.06,-0.05,-0.82,C++
10432,3.612624282,655.235867,30.13,0.15,-2.17,C++
10433,3.515267893,861.8712737,60.95,0.44,-13.88,C
10434,3.09,19.1,42.2,0,25.5,C+
10435,0.82,188.05,68.24,0,-4.49,C
10436,3.574279555,680.7488324,37.98,0.21,-1.5,C+
10437,0.53,219.85,57.31,0.07,-2.05,C
10438,3.596823972,650.4321358,32.38,0.25,-2.71,C++
10439,3.608447465,781.3481015,44.72,0,-3.19,C+
10440,3.607107394,649.8393015,36.29,0.21,-4.94,C++
10441,3.544793331,799.8314257,45.58,1.26,-5.93,C+
10442,3.583489817,1172.543041,68.83,0.09,-0.77,C
10443,3.685972121,927.5095234,2.03,0.21222241,9.35781022,B--
10444,3.556206543,941.2802935,88.5,1.83,-8.89,C-
10445,3.55647998,790.0952235,64.29,0.35,-4.13,C
10446,3.600478679,740.8855625,87.93,0.58,-6.02,C-
10447,3.550631089,701.828901,92.21,0.54,-29.03,C-
10448,0.68,55.222,32.7,0.014,-0.124,C++
10449,3.587809397,835.3082914,29.62,0.251222413,-3.43,C++
10450,0.15,772.94,75.93,0.35,-8.55,C
10451,0.17,241.192,96.28,0.034,0,C-
10452,21.81,44.71,68.23,-0.46,123.89,C
10453,0.83,51.55,84.57,0.018,2.63,C-
10454,14.92,84.59,54.5,0.011,10.74,C+
10455,0.871,206.205,52.345,0.089,-1,C+
10456,0.09,1116.67,61.76,0.09,-5.6,C
10457,2.07,90.82,65.73,0.32,1.42,C
10458,3.564269736,867.5734419,35.87,0.49,-15.07,C++
10459,0.062,664.219,82.31,0.054,-49.46,C-
10460,3.563057192,839.0711202,63.55,0.26,-3.97,C
10461,3.620023867,632.3930915,22.96,-0.04,-3.31,C++
10462,0.63,69.374,8.954,0.003,-1.023,B--
10463,0,1333.224,77.16,0,-13.42,C-
10464,2.38,34.25,75.88,0.09,11.76,C
10465,9.47,37.09,54.24,1.11,70.73,C+
10466,3.492711262,846.8480874,49.55,1.93,-16.08,C+
10467,2.21,38.53,90.33,0.08,14.79,C-
10468,0.4,71.722,62.72,0.093,-0.292,C
10469,1.01,137.49,79.67,0.09,-2.66,C-
10470,3.671311588,817.8490808,4.15,0.228624188,9.27193554,B--
10471,0.448,164.98,27.479,0.012,-1.001,C++
10472,3.575237065,756.8592206,71.39,0.15,-4.55,C
10473,8.68,26.5,94.65,0.317906244,12.53,C-
10474,3.611804039,699.3058199,26.63,0.4,-6.29,C++
10475,0.58,324.17,58.49,0.05,-9.31,C
10476,0.341,72.636,31.202,0.293,-1.046,C++
10477,0.48,275.29,66.51,0.05,-6.46,C
10478,3.512811194,731.3429495,73.74,0.31,-3.8,C
10479,2.89,28.55,72.04,0.01,44.77,C
10480,0.67,170.84,69.25,0,-2.85,C
10481,3.559406926,1051.754421,81.36,1.75,-14.31,C-
10482,3.576501904,1071.616909,39.79,0.05,-1.41,C+
10483,2.65,87.15,71.58,0.6,1.62,C
10484,3.505660744,787.6139817,54.47,0.2,-2.11,C+
10486,3.512196242,949.6484488,39.52,1.3,-3.84,C+
10487,3.570458071,861.8331437,0.38,0.211348292,9.042053185,B--
10488,6.12,44.06,40.94,-0.01,24.69,C+
10489,5.48,16.32,38.79,-0.01,58.91,C+
10490,0.88,54.84,68.47,-0.02,3.74,C
10491,3.568295781,633.0319906,31.64,-0.05,-0.99,C++
