id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10167,9.83,35.79,81.53,-0.204,58.84,C-
10168,3.590195933,658.2407324,35.8,0.647,-5.27,C++
10169,1.018,131.882,69.17,0.29097344,-4.217,C
10170,0.94,179.88,32.5,0.89,-2.71,C++
10171,3.487927272,820.235875,56.5,0.244,-3.4,C
10172,3.04,46.75,62.48,0.18,9.79,C
10173,3.582995137,879.5265862,36.94,0.024,-0.56,C+
10174,4.97,15.38,79.92,0.04,35.31,C-
10175,3.424309924,1385.302383,68.6,0.292,-3.84,C
10176,0,931.505,81.6,0.13,-5.04,C-
10177,2.62,71.39,44.93,1.09,3.49,C+
10178,4.58,69.54,80.23,2.08,5.69,C-
10179,3.645324121,737.7045116,80.96,0.894,-4.48,C-
10180,3.16,63.12,62.77,0.56,10.6,C
10181,3.481473526,772.5281541,50.07,0.238,-2.95,C+
10182,3.541042754,763.1330609,69.78,0.239,-4.6,C
10183,3.64,25.7,43,0.268295569,21.82,C+
10184,3.546942788,942.7293487,63.34,0.989,-3.45,C
10185,0.63,161,19.74,0.39,-0.76,C++
10186,3.546722292,951.4311806,63.6,0.091,-5.98,C
10187,4.53,42.78,83.45,1.96,19.5,C-
10188,1.73,89.45,37.88,0.48,0.84,C+
10189,3.627511872,658.4736583,79.98,0.709,-8.89,C-
10190,1.3,112.43,66.58,0.49,-0.74,C
10191,8.51,758.0732302,70.13,0.161095354,-1.58,C
10192,0,286800,68.79,-0.01,-8.92,C
10193,3.07,39.59,74.73,0.03,8.53,C
10194,7.11,137.61,16.14,5.41,-8.8,C++
10195,1.68,88.38,54.17,0.31,0.71,C+
10196,3.551565533,670.3579499,76.19,0.264231419,7.36155167,C-
10197,1.17,119.67,64.36,0.09,-1.39,C
10198,8.3,45.53,68.74,0.405232664,73.54,C
10199,2.82,19.9,70.33,0,32.07,C
10200,2.08,93.58,77.67,0.108,1.1,C-
10201,3.549489366,787.8557535,46.44,0.258,-5.88,C+
10202,4.64,160.49,44.96,0.282506811,-18.07,C+
10203,3.614304558,770.3604264,57.83,0.250783725,7.598338303,C
10204,2.237,40.489,42.57,0.271415822,-23.03,C+
10205,3.564673239,701.1856246,25.29,0.29,-3.22,C++
10206,20.733,40.923,78.53,1.913,72.455,C-
10207,3.507125447,813.6793989,62.33,0.277,-2.8,C
10208,3.59,128.93,49.81,2.11,-4.27,C+
10209,3.562483502,812.6463083,62.54,0.305,-5.04,C
10210,12.07,27.93,60.24,9.32,63.48,C
10211,3.576097985,724.7898344,42,0.435,-5.93,C+
10212,3.561779887,680.6310555,37.7,0.317,-1.74,C+
10213,6.06,46.24,43.54,0.55,10.14,C+
10214,3.563727954,778.2197845,66.14,0.197,-4.5,C
10215,0.21,479.77,55.37,0.1,-5.29,C+
10216,3.550189529,732.4247442,33.73,1.489,-1.58,C++
10217,9.42,21.42,36.26,-1.029,23.17,C+
10218,3.538996867,669.4778664,5.49,0,-0.73,B--
10219,1.88,113.79,42.57,0.33,-1.17,C+
10220,0.466,740.1071078,54.44,0.074497607,8.595385386,C+
10221,3.598170699,709.2827164,85.25,0.199,-10.31,C-
10222,3.558026438,816.7439248,64.31,0.3,-5.34,C
10223,0.96,196.51,81.51,0.33,-6.57,C-
10224,6.07,52.27,76.27,1.73,20.42,C-
10225,3.482483014,818.944387,49.22,0.487,-2.75,C+
10226,3.604910098,904.0904796,51.01,0.008,-1.23,C+
10227,3.531902285,702.2983709,43.17,0.808,-3.6,C+
10228,3.546100314,719.4325076,77.19,0.278178012,6.967188683,C-
10229,3.528707837,781.2717377,71.19,0.39,-7.15,C
10230,3.66,36.68,67.87,0.621,13,C
10231,3.633786007,846.2954922,46.26,-0.022304673,8.125456556,C+
10232,1.32,22.26,67.74,0.01,32.79,C
10233,0,109.461,44.54,0.79,-4.36,C+
10234,3.536762188,730.6607779,46.59,0.578,-5.66,C+
10235,0,22250,63.73,0.16,-6.06,C
10236,3.512952495,780.2017163,49.5,0.315,-4.02,C+
10237,1.12,157.7,45.27,0.28,-3.6,C+
10238,4.38,65.48,65.41,0.05,16.26,C
10239,0.72,435.39,30.13,0.68,-2.18,C++
10240,9.88,28.78,53.96,0,109.12,C+
10241,3.572610984,786.1492201,64.36,0.197,-4.65,C
10242,0.86,127.08,83.35,0.09,-1.41,C-
10243,6.51,67.21,65.28,0.242531684,14.54,C
10244,0.91,203.84,54.02,0.72,-6.76,C+
10245,3.620124788,860.3216101,20.99,0.286022811,0,C++
10246,3.567899035,700.415411,75.31,0.215,-8.2,C
10247,3.484390349,812.7499117,55.3,0.238,-3.31,C+
10248,3.52,48.69,70.71,0.45,9.82,C
10249,0.44,561.46,46.6,0.04,-11.08,C+
10250,5.92,98.59,50.14,0.276371558,0.39,C+
10251,3.499497978,793.5079465,53.99,0.301,-2.5,C+
10252,3.96,31.06,31.33,0.07,5.29,C++
10253,3.654525362,947.2964998,18.69,0.275324762,-0.91,C++
10254,0.87,156.38,62.42,0.1,-3.61,C
10255,3.532244127,787.6657039,66.78,0.398,-6.77,C
10256,3.52827805,834.6140315,62.73,0.324,-1.36,C
10257,16.78,45.25,67.18,0.377,92.07,C
10258,3.043,45.903,46.82,0.707,-34.45,C+
10259,3.493730086,792.2972662,51.34,0.349,-3.1,C+
10260,3.79,58.85,58.07,0.67,6.38,C
10261,2.62,194.23,43.34,1.18,-11.19,C+
10262,3.48,136.79,3.08,0.51,-0.12,B--
10263,3.578767811,672.4326438,36.09,0.275,-2.56,C+
10264,3.802453321,657.7687118,50.3,0.256882142,8.774612178,C+
10265,0.01,9833.33,35.19,0.1,-3.93,C++
10266,3.608014057,667.8392897,19.75,0.134,-2.32,C++
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,B--
10268,3.622074286,760.0031678,83.2,0.2,-5.76,C-
10269,6.4,102.16,52.99,0.19,-2.18,C+
10270,3.595166534,879.7529598,67.96,0.072,-2.27,C
10271,6.69,22.55,57.55,0.59,26.11,C
10272,3.716362851,656.6821745,23.79,0.096,-3.17,C++
10273,1.64,302.5,83.48,1.81,-15.68,C-
10274,1.08,114.58,78.02,0.26,-1.4,C-
10275,12.19,36.11,51.73,0.278638407,173.11,C+
10276,3.59292691,701.5035181,27.99,0.535,-2.3,C++
10277,2.3,51.31,54.43,0.24,5.78,C+
10278,1.03,214.91,78.16,0.55,-11.82,C-
10279,3.520713077,771.6462705,41.07,0.247,-1.87,C+
10280,0,2371.792,50.8,0,-4.97,C+
10281,3.525086355,1733.747204,11.02,1.71,-12.13,B--
10282,3.570696082,707.1374179,23.39,0.348,-0.78,C++
10283,3.240455045,2993.979816,12.46,1.611,-19.64,B--
10284,0.86,113.83,70.22,0.06,-1.29,C
10285,1.6,99.93,55.81,0.04,0.01,C
10286,0.71,204.22,80.14,0.11,-6.05,C-
10287,0.37,149.91,60.32,0.34,-1.14,C
10288,0,23.493,37.11,0.01,-0.21,C+
10289,4.16,13.1,33.84,0.097369268,13.96,C++
10290,3.562677831,970.9700276,90.88,0.428,-6.39,C-
10291,1.21,110.14,59,0.9,-0.79,C
10292,3.613278492,868.2370528,39.34,0.754,-19,C+
10293,9.54,8.94,63.6,-1.026,25.51,C
10294,0.31,245.11,62.29,0.18,-2.53,C
10295,0.74,741.4523208,76.69,0.26775288,-5.57,C-
10296,11.4,40.83,59.18,2.02,60.4,C
10297,3.498346135,768.626474,40.34,0.304,-3.23,C+
10298,2.1,43.45,49.07,0.09,6.22,C+
10299,3.569582253,819.7884068,57.2,0.174,-6.61,C
10300,9.23,28.45,67.83,3.94,27.88,C
10301,3.621456394,672.4687708,34.13,0.249,-8.63,C++
10302,5.29,39.72,79.7,0.074,12.26,C-
10303,0.08,2289.19,29.74,0.15,-3.35,C++
10304,0.05,2600,45.93,-0.02,-6.07,C+
10305,3.520792696,774.7135149,49.56,0.357,-4.25,C+
10306,5.08,34.65,55.69,0.21,26.31,C
10307,3.54438463,806.3583117,64.53,0.532,-7.01,C
10308,3.47500113,1219.419074,74.65,1.342,-14.84,C
10309,3.526716318,676.3386589,45.05,0.118,-2.91,C+
10310,3.37754448,3252.558671,19.56,0.134,-19.18,C++
10311,1.7,76.12,42.91,0.22,1.94,C+
10312,3.565813063,756.8872028,85.34,0.402,-13.87,C-
10313,3.546650394,757.7368529,67.08,0.267,-4.63,C
10314,3.31,104.43,72.16,1.62,-0.95,C
10315,6.48,52.32,40.96,0.003,23.26,C+
10316,3.568943923,650.5541595,89.27,0.331814662,10.58518577,C-
10317,3.55959407,776.7814647,42.27,1.054,-3.25,C+
10318,4.81,21.67,49.49,0.94,16.82,C+
10319,6.93,12.18,55.98,0.1,32.4,C
10320,6.888,17.339,76.75,0.11,-10.742,C-
10321,3.542037571,864.8163748,60.31,0.334,-7.47,C
10322,0.9,139.76,69.45,0,-3.4,C
10323,1.02,149.39,84.97,0.03,-5.6,C-
10324,1.56,96.47,66.22,0.5,0.28,C
10325,0.86,179.92,47.75,0.29,-3.68,C+
10326,3.604320048,794.5079195,78.46,0.646,-4.85,C-
10327,8.15,37.4,61.96,1.66,35.85,C
10328,3.562123086,791.4037227,56.25,0.332,-24.21,C
10329,2.91,66.53,54.12,0.64,4.96,C+
10330,0.86,378.7,34.76,0.18,-1.12,C++
10331,19.21,26.81,82.63,4.33,267.86,C-
10332,0.75,225.06,48.56,0.43,-2.17,C+
10333,0.92,105.94,40.94,0.1,-0.19,C+
10334,1.7,84.97,63.59,0.2,1.54,C
10335,1.49,34.74,69.04,0.002,16.52,C
10336,4.1,54.36,59.76,1.27,11.38,C
10337,3.47,57.97,46.32,0.37,7.68,C+
10338,1.521,26.239,52.8,0.012,4.123,C+
10339,3.587423671,695.0800953,66.73,0.751,-19.56,C
10340,3.592516943,807.8107359,72.47,0.116,-6.03,C
10341,3.612905169,769.5231654,54.04,0.595,-17.26,C+
10342,0.12,1266.41,66.59,-0.03,-9.48,C
10343,3.493614305,796.8068033,66.9,0.361,-16.85,C
10344,3.590201946,713.1291894,77.73,0.412,-25.65,C-
10345,3.525839086,779.9151138,55.62,0.239,-4.26,C+
10346,19.83,10.84,51.79,3.61,67.06,C+
10347,3.576810891,665.5861501,27.75,0.039,-0.33,C++
10348,3.60437815,642.1457059,31.6,0.48,-2.66,C++
10349,3.568971959,737.9374354,37.46,1.186,-3.43,C+
10350,0.78,323.98,35.56,0,-8.25,C++
10351,8.7,25.31,59.01,1.48,43.78,C
10352,3.600225068,1058.919229,58.15,0.039,-4.61,C
10353,0.09,398.59,44.75,-0.02,-1.85,C+
10354,3.611882547,688.9028711,77.71,0.104,-8.32,C-
10355,0.5,382.49,63.37,0.11,-9.31,C
10356,0.642,126.381,3.47,0.091,-2.045,B--
10357,2.65,40.57,53.78,0,8.86,C+
10358,1.46,151.86,67.11,0.93,-3.42,C
10359,10.04,30.35,34.94,0.003,20.39,C++
10360,0.17,9.21,67.27,0,2.01,C
10361,3.535571946,782.401247,49.02,0.811,-4.34,C+
10362,0,182.365,34.03,0.07,-6.64,C++
10363,4.63,100,57.99,0.26293909,0,C
10364,0.52,240.15,58.98,0.07,-4.14,C
10365,3.557276422,741.765973,55.17,0.575,-8.01,C+
10366,3.600056108,643.2118414,35.43,0.113,-2.8,C++
10367,3.567441358,714.3127991,47.1,0.428,-10.42,C+
10368,0.86,76.28,79.58,0.43,1.51,C-
10369,3.48,32.92,60.3,0.72,14.1,C
10370,3.626712009,701.8866769,64.17,0.148,-9.25,C
10371,2.33,62.43,63.18,1.19,6,C
10372,3.604338247,831.7227382,9.95,0.945,-2.24,B--
10373,0.06,1880.36,76.53,0.19,-9.41,C-
10374,3.614304558,770.3604264,57.85,0.250783725,7.598338303,C
10375,3.09,37.84,66.49,0.98,11.1,C
10376,3.32,9.9,63.46,0.290206207,32.02,C
10377,0.05,100,83.61,0.336205901,0,C-
10378,7.17,28.62,61.96,1.42,31.41,C
10379,0.52,558.57,48.23,0.295026758,-12.04,C+
10380,2.83,53.49,59.27,1.9,8,C
10381,0.14,1389.66,51.22,0.59,-6.76,C+
10382,3.94,894.6508817,45.88,0.234885981,-3.92,C+
10383,3.626610662,656.7798877,35.01,0.124,-6.12,C++
10384,3.524309609,757.7658247,49.43,0.72,-4.69,C+
10385,3.04,51.6,51.41,0.22,6.49,C+
10386,3.607005956,945.6819354,53.5,0.032,-4.17,C+
10387,1.03,193.02,68.91,2.1,-4.24,C
10388,3.508469905,837.4603228,57.48,0.285,-4.77,C
10389,1.33,102.73,59.78,0.05,-0.18,C
10390,0,58.02,39.79,3.56,-2.63,C+
10391,4.2,33.17,43.45,-0.63,14.94,C+
10392,3.539679501,861.9706209,68.89,0.245217397,7.093315911,C
10393,0.36,171.7,37.23,0.49,-0.45,C+
10394,1.8,126.85,49.95,1.06,-2.24,C+
10395,1,113.07,59.61,0.09,-0.89,C
10396,3.598031608,693.4650398,82.16,0.419,-9.87,C-
10397,4.84,60.95,65.47,-0.002,16.25,C
10398,3.548218341,931.427523,39.27,0.435,-14.28,C+
10399,7.12,40.64,49.52,2.96,28.91,C+
10400,3.537255195,795.0169545,47.63,0.839,-5.46,C+
10401,3.626431699,970.596099,32.39,0.265202225,-1.9,C++
10402,3.642758778,901.2624903,77.53,0.056,-1.54,C-
10403,3.565196059,765.5958188,49.17,0.432,-10.33,C+
10404,0.09,1185.11,58.95,0.48,-5.05,C
10405,1.34,92.01,49.51,0.17,0.46,C+
10406,3.56233522,689.3953904,12.04,0.155,-0.49,B--
10407,0.87,112.63,52.93,0.82,-0.55,C+
10408,2.48,89.09,54.78,0.22,1.36,C+
10409,1.422,7.228,56.44,-0.009,-34.85,C
10410,3.491782112,962.0895376,58.64,0.338,-2.62,C
10411,3.593199122,787.3551054,78.97,0.277,-6.54,C-
10412,3.563546062,821.5465114,57.01,0.409,-11.78,C
10413,5.23,21.89,40.94,0,41.15,C+
10414,3.524527062,903.083082,55.95,0.403,-16.79,C
10415,3.546143343,783.7269312,50.74,0.48,-7.22,C+
10416,0.43,203.6,69.76,0.12,-2.3,C
10417,3.564387499,699.8758099,27.15,0.307,-1.17,C++
10418,3.535769651,758.3116328,52.46,0.14,-1.64,C+
10419,3.3,80.25,63.54,1.06,4.47,C
10420,9.42,30.63,53.08,0.358142403,104.99,C+
10421,3.15,41.5,54.4,0.48,11.7,C+
10422,3.37,13.43,62.3,0.2,31.31,C
10423,3.641382386,659.5927363,31.47,0.356,-5.28,C++
10424,3.05,62.25,66.43,1.9,5.32,C
10425,3.565783037,673.2274198,36.98,0.388,-1.06,C+
10426,0.51,233.5,63.54,0.5,-5.86,C
10427,1.37,154.89,70.76,1.29,-5.27,C
10428,0.99,4.75,55.61,1.519546011,8.49,C+
10429,3.537727887,845.6118727,58.48,0.179,-2.2,C
10430,3.708790061,762.5746415,84.59,0.007,-5.73,C-
10431,3.604964582,704.7990489,27.79,0.091,-0.89,C++
10432,3.620234059,671.805153,34.1,0.443,-8.75,C++
10433,3.577062753,750.3086625,63.79,0.378,-20.3,C
10434,3.83,19.63,42.68,0,39.32,C+
10435,1.48,117.67,64.96,0.6,-1.55,C
10436,3.591799662,754.8199017,34.7,0.186,-2.05,C++
10437,1.34,72.66,60.55,0.19,2.54,C
10438,3.628460658,695.1668816,22.6,0.387,-3.52,C++
10439,3.671882592,884.8029292,76.73,0.053,-6.09,C-
10440,3.582924175,851.326385,39.46,0.077,-4.07,C+
10441,3.65685515,648.0066905,32.94,0.514,-7.35,C++
10442,3.584960425,733.7700459,73.94,0.091,-3.52,C
10443,3.704760567,801.457825,3.16,0.220656837,9.504178023,B--
10444,3.514404941,1055.650754,69.89,1.368,-2.94,C
10445,3.530803015,764.5516087,51.21,0.382,-4.05,C+
10446,3.606701986,659.7936439,81.06,0.571,-8.74,C-
10447,3.710098395,694.7300618,87.35,0.79,-66.33,C-
10448,2.56,90.69,53.32,0.12,1.37,C+
10449,3.539653605,847.7941379,38.49,0.132772143,-5.744,C+
10450,3.72,53.5,65.62,0.26,9.83,C
10451,0.42,430.81,59.74,0.13,-8.76,C
10452,10.06,31.87,84.13,-0.674,71.01,C-
10453,0.245,138.163,60.65,0.018,-1.992,C
10454,3.03,36.29,76.03,0.11,8.02,C-
10455,4.59,48.56,78.84,0.29,18.91,C-
10456,0.59,246.1,61.39,0.56,-5.5,C
10457,1.665,45.145,62.44,0.206,5.785,C
10458,3.522200463,1233.050782,26.72,0.223,-20.59,C++
10459,0.05,5525.64,46.69,0.52,-9.93,C+
10460,3.566080139,816.3384441,71.53,0.209,-5.6,C
10461,3.608967217,697.7253138,24.78,0.259,-3.63,C++
10462,0,69.374,16.81,-0.03,-3.84,C++
10463,0.08,1926.39,63.8,0.34,-5.83,C
10464,2.66,20.09,81.68,0.05,22.57,C-
10465,3.4,48.5,61.8,0.39,20.09,C
10466,3.511578815,853.0822411,56.99,1.388,-13.17,C
10467,0.01,12300,45.86,-0.35,-7.16,C+
10468,0.4,281.78,52.16,0.73,-3.1,C+
10469,1.85,104.56,27.32,0.89,-0.36,C++
10470,3.587031299,771.1004756,5.1,0.214210586,9.60204802,B--
10471,3.38,78.95,49.04,0.16,2.73,C+
10472,3.590505028,776.9029657,61.32,0.152,-3.86,C
10473,2.295,21.64,82.01,0.282829066,1.915,C-
10474,3.593036424,781.1446339,24.27,0.287,-4.47,C++
10475,0.77,234.05,50.04,0.32,-6.58,C+
10476,1.09,111.74,64.28,0.92,-1.1,C
10477,4.17,36.47,83.8,0.46,21.1,C-
10478,3.559260881,813.6949117,64.13,0.313,-5.83,C
10479,3.94,26.99,70.34,-0.004,54.66,C
10480,0,144.92,72.54,0,-6.84,C
10481,3.634572728,1436.392662,72.16,1.287,-17.17,C
10482,3.559321501,761.8640224,45.95,0.107,-1.65,C+
10483,3.55,111.93,42.78,0.07,-0.93,C+
10484,3.545397225,765.7786638,55.1,0.174,-1.2,C+
10486,3.573096036,2816.724601,45.11,0.178,-5.44,C+
10487,3.564656808,860.1726747,0.15,0.213007531,8.791830879,B--
10488,4.55,62.1,30.56,0.004,7.98,C++
10489,10.3,17.47,40.34,0.001,134.55,C+
10490,0.368,33.63,58.8,-0.002,1.574,C
10491,3.59247154,639.5617508,30.56,0.159,-1.88,C++
10492,0.73,57.35,78.76,0.09,3.15,C-
10493,4.29,32.36,56.04,1.83,17.34,C
