id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10051,34.538,15.336,60.934,0.246,195.679,D+
10052,1.881,18.789,17.458,0.119,3.577,C--
10053,3.604156222,828.7360417,43.64,0.01,-1.42,D++
10054,0.8,75.728,37.873,0.09,3.305,D++
10055,1.073,52.505,96.73,0.251,0.391,D-
10056,6.14,160.09,51.86,0.04,-25.58,D++
10057,3.496386891,813.531771,55.27,0.25,-2.74,D+
10058,3.53206404,869.8571116,57.39,2.16,-5.16,D+
10059,2.13,96.32,71.11,-0.31,0.8,D+
10060,0.86,116.16,55.11,-0.03,-0.71,D++
10061,0.17,92.59,8.77,-0.01,0.02,C-
10062,3.559059822,955.2590187,41.61,0.06,-3.48,D++
10063,1.44,98.26,85.13,-0.03,0.18,D
10064,0.21,1116.59,29.09,0.218175523,8021.02,C--
10065,0.15,241.23,66.87,0,-1.29,D+
10066,3.575454247,1174.272603,65.72,0.06,-3,D+
10067,3.631135569,876.296063,40.3,-0.091987661,7.606363279,D++
10068,1.55,120.035,49.477,0.202,2.377,D++
10069,11.91,54.37,78.74,0.02,61.83,D
10070,12.98,51.82,68.78,-0.87,53.52,D+
10071,1.75,55.2,81.9,0.1,6.88,D
10072,2.23,105.15,43.26,0.05,-0.36,D++
10073,0.287,3.969,25.573,0.01,-0.537,C--
10074,1.015,84.576,32.978,0.093,1.669,C--
10075,3.69,56.49,71.6,0.02,15.6,D+
10076,0.475,119.201,55.673,0.08,-16.609,D+
10077,3.593475141,892.4297723,49.94,0.02,-2.97,D++
10078,2.18,71.348,36.869,0.237,2.518,D++
10079,3.608338,667.6112457,81.33,0.37,-9.25,D
10080,0.71,33.69,84.23,0.14,5.08,D
10081,4.56,405.062,68.49,0.01,-30.24,D+
10082,1.19,134.82,41.58,0.17,-1.9,D++
10083,0.79,111.6,67.31,0.13,-0.56,D+
10084,1.01,201.6,5.13,3.45,-1.01,C-
10085,0,1146.166,54.37,0,-7.6,D++
10086,2.15,125.17,66.96,0.289095607,-3.85,D+
10087,0.302,4.992,64.09,0.04,-20.29,D+
10088,0.506,389.566,57.362,0.371,-4.916,D+
10089,3.546694015,784.7579754,72.59,0.59,-5.19,D+
10090,1.11,109.34,55.48,0.01,-0.99,D+
10091,3.591599796,916.2295107,61.66,0.09,-4.35,D+
10092,0.46,250.95,85.2,-0.05,-4.83,D
10093,3.620083758,647.3912707,38.78,0.66,-10.72,D++
10094,3.506416729,867.1559282,60.17,0.24,-3.79,D+
10095,4.44,151.32,73.35,0.03,-10.85,D+
10096,0.7,144.17,70.52,-0.03,-1.91,D+
10097,3.548517622,666.6473736,1.83,0,-1.51,C-
10098,3.549415592,781.8761736,42.78,0.99,-6.07,D++
10099,3.590168361,728.2718815,67.11,0.47,-17.55,D+
10100,0.329,2830.783,36.678,0.056,-1.598,D++
10101,1.36,97.49,60.66,0.26,0.16,D+
10102,0.553,5197.144,46.633,0.302,-2.733,D++
10103,13.36,138.51,45.99,34,-13.73,D++
10104,0.28,32.2,84.98,-0.01,2.66,D
10105,3.607180966,1102.454506,87.71,1.14,-14.02,D
10106,0.391,290.146,41.697,0.082,-3.396,D++
10107,3.556825767,811.4045098,64.17,0.41,-5.73,D+
10108,3.528685764,752.8645892,45.82,0.39,-1.36,D++
10109,0.006,152.143,15.42,0,-1.189,C-
10110,3.601244366,679.8851601,27.07,0.48,-3.37,C--
10111,0.396,1753.194,12.635,0.077,-4.151,C-
10112,0.46,223.31,68.93,0.4,-7,D+
10113,0.543,242.076,17.942,0.012,-1.255,C--
10114,3.436176736,2296.63134,46.15,0.19,-1.07,D++
10115,3.481048132,777.0467462,53.5,0.24,-2.81,D++
10116,3.547863257,800.7062783,65.72,0.24,-4.26,D+
10117,3.486133333,803.5803036,50.56,0.56,-3.03,D++
10118,0.417,138.729,41.793,-0.006,-0.459,D++
10119,1.32,31.51,76.33,0.06,5.42,D
10120,5.46,63.9,89.17,0.25170689,30.07,D
10121,0.689,96.564,36.775,0.2,-0.48,D++
10122,3.99,26.8,74.52,0.02,20.9,D+
10123,0,998.6552175,42.55,-0.11,-6.25,D++
10124,3.559193409,751.062878,77.21,0.61,-6.61,D
10125,0.297,233.948,16.1,0.045,-2.602,C--
10126,3.605440045,770.9527937,61,0.26567736,7.79649439,D+
10127,3.563906596,715.6745186,77.28,0.54,-4.12,D
10128,0.47,52.64,80.33,0.234,3.53,D
10129,0.5,420.93,55.06,-0.01,-10.75,D++
10131,3.564924798,699.3106308,41.18,-0.08,-6.51,D++
10132,3.74,180.91,41.16,0.58,-12.33,D++
10133,3.55079153,762.481374,74.07,0.169678477,-0.45,D+
10134,1.285,24.709,46.48,0.136,3.094,D++
10135,0.483,83.817,33.183,0.041,-2.218,C--
10136,3.73,49.02,60.66,-0.14,17.22,D+
10137,3.561309792,802.8975648,37.75,0.03,-3.94,D++
10138,3.510682206,845.4297756,60.94,0.21,-2.59,D+
10139,3.543008508,875.7607887,70.07,0.246270006,7.111903799,D+
10140,3.510950396,769.6042866,46.25,0.28,-1.4,D++
10141,3,58.2,62.75,0.2,7.94,D+
10142,1.69,108.73,73.32,0.01,-1.35,D+
10143,0.11,876.62,82.35,-0.02,-8.84,D
10144,0.086,581.989,68.96,0.083,-56.41,D+
10145,3.481394718,905.7327525,59.68,0.5,-2.49,D+
10146,16.79,34.46,46.05,0,83.68,D++
10147,2.08,62.05,62.13,0.04,9.38,D+
10148,3.539712525,807.1526382,65.21,0.16,-1.43,D+
10149,3.587927045,655.2560351,35.07,0.16,-2.5,D++
10150,3.31,53.07,42.73,0.211827288,10.97,D++
10151,2.877,21.027,23.273,0.009,12.435,C--
10152,0.37,418.95,88.73,0.14,-10.61,D
10153,0.22,1614.81,43.82,0.08,-17.99,D++
10154,0.408,1388.803,43.058,0.149,-5.922,D++
10155,3.593532135,690.4272581,36.61,0.09,-0.55,D++
10156,3.532195417,788.4277557,56.48,0.34,-4.53,D+
10157,3.558522592,710.3294056,77.22,0.15,-2.08,D
10158,4.81,28.5,57.34,0.31,14.07,D+
10159,3.581847008,679.0197373,76.38,0.55,-10.63,D
10160,9.16,68.58,59.95,0.019,19.24,D+
10161,3.543234997,777.4424994,66.49,0.63,-5.25,D+
10162,3.592871424,905.8137854,69.27,1.19,-9.53,D+
10163,9.4,8.83,36.35,-0.05,77.28,D++
10164,2.95,150.85,40.64,-0.054,-7.85,D++
10165,0.48,346.34,80.3,0.23,-8.05,D
10166,0.17,1183.74,48.11,0.30470336,-17.56,D++
10167,18.97,53.36,64.65,0.15,69.06,D+
10168,3.574802079,1562.441385,76.6,1.01,-7.06,D
10169,1.13,156.01,72.44,0.300683814,-4.2,D+
10170,3.29,64.88,40.73,0.26,2.8,D++
10171,3.514302406,791.2564893,59.33,0.13,-2.81,D+
10172,0.79,197.79,69.33,0.09,-5.25,D+
10173,3.586330051,973.6419072,49.73,0,-1.29,D++
10174,0.02,6576.47,40.73,0.08,-5.24,D++
10175,3.540816229,791.0068009,71.08,0.69,-6.21,D+
10176,0.24,679.51,33.13,0.52,-2.85,C--
10177,0.35,227.83,78.33,-0.02,-3.82,D
10178,2.85,102.64,76.03,0.55,-0.29,D
10179,3.546194023,825.2057379,92.76,0.28,-2.5,D
10180,1.44,108.07,68.4,0.13,-1.16,D+
10181,3.495131749,816.3211513,49.44,0.33,-1.96,D++
10182,3.603958109,683.8285736,79.26,0.19,-9.5,D
10183,4.29,26.33,46.05,0.288749389,25.73,D++
10184,3.532297405,735.5956349,53.45,0.71,-4.22,D++
10185,1.65,124.9,72.79,2.87,-2.26,D+
10186,3.587431471,2760.26142,60.93,0.05,-1.43,D+
10187,5.57,45.56,68.44,1.49,12.65,D+
10188,0.07,2172.22,32.18,-0.11,-4.81,C--
10189,3.620874308,989.4213428,78.91,1.03,-10.46,D
10190,0.92,37.33,62.46,0.04,2.12,D+
10191,21.46,879.62368,79.14,0.210477722,-3.02,D
10192,1.53,96.75,75.62,0.13,0.32,D
10193,0.47,136.84,62.24,0,-1.42,D+
10194,8.39,92.63,30.51,1.849,2.09,C--
10195,0.5,65.866,33.348,0.039,-0.269,C--
10196,3.568122638,602.3276346,80.72,0.326825791,6.651102103,D
10197,0.1,1656.18,63.17,0.01,-9.72,D+
10198,3.55,50.83,69.03,0.263160119,22.22,D+
10199,1.4,20.59,69.92,0,13.14,D+
10200,2.61,79.89,74.31,0.14,3.38,D+
10201,3.577989859,1066.187712,55.52,0.07,-0.46,D+
10202,2.55,305.75,47.34,0.271899004,-23.92,D++
10203,3.59721928,807.9577428,61.96,0.266370031,7.546940334,D+
10204,1.89,100,31.08,0.279556945,0,C--
10205,3.60388253,746.3096782,28.23,0.46,-2.1,C--
10206,20.78,52.72,54.28,2.71,36.48,D+
10207,3.500060393,804.4008237,63.37,0.34,-2.88,D+
10208,1.705,30.658,34.64,15.51,-6.7,C--
10209,3.531069087,742.4273628,71.87,0.38,-2.29,D+
10210,0.97,151.78,69.67,1.15,-3.12,D+
10211,3.524857345,863.1608842,22.14,0.36,-9.44,C--
10212,3.603070295,650.517618,36.85,0.15,-2.93,D++
10213,0.05,3256.99,50.68,-0.01,-6.06,D++
10214,3.538186207,791.8037167,69.07,0.36,-6.7,D+
10215,0.75,122.27,60.76,0.04,-1.06,D+
10216,3.577315566,751.8723716,27.18,1.95,-3.47,C--
10217,22.36,48.34,39.81,-0.52,58.1,D++
10218,3.538996867,669.4778664,5.05,0,-0.74,C-
10219,0.59,313.18,43.39,0.26,-5.78,D++
10220,0.466,809.8337005,16.633,-0.054290403,9.814124065,C--
10221,3.615772064,738.6404697,87.93,0.27,-4.24,D
10222,3.502895366,748.8270882,71.36,0.31,-3.65,D+
10223,0.499,58.367,50.141,0.21,-6.45,D++
10224,0.922,108.29,39.046,0.115,-0.193,D++
10225,3.54034247,776.1324837,69.99,0.78,-6.76,D+
10226,3.616001978,862.3101819,46.93,0,-1.01,D++
10227,3.523542658,861.8015124,48.21,1.94,-3,D++
10228,3.577866755,680.7770266,76.82,0.27399857,7.395563046,D
10229,3.573852738,729.5466024,78.66,0.57,-6.34,D
10230,1.71,96.2,63.69,1.2,0.55,D+
10231,3.718283125,718.4477998,49.3,0.221267313,8.525958716,D++
10232,0.62,40.24,81.41,0.01,8.8,D
10233,2.54,36.35,80.54,0.12,16.1,D
10234,3.606641634,726.4769465,79.45,0.52,-4.95,D
10235,1.6,140.44,32.63,-0.13,-2.25,C--
10236,3.513763391,753.4839408,67.42,0.34,-2.16,D+
10237,0.09,1142.15,63.51,0.02,-4.98,D+
10238,7.8,168.36,73.24,0.01,-56.13,D+
10239,1.655,619.715,43.23,0.866,-2.58,D++
10240,2.82,38.35,64.27,0,25.89,D+
10241,3.632065319,794.3591158,67.98,0.01,-4.49,D+
10242,0.79,109.05,74.92,0.09,-0.52,D+
10243,4.81,73.62,76.41,0.269266986,9.38,D
10244,1.77,1347.01,71.16,0.078,-3.551,D+
10245,3.62021695,865.5405835,15.22,0.287078687,0,C--
10246,3.592482072,709.5494953,75.7,0.22,-4.65,D
10247,3.495548535,843.5332506,56.68,0.52,-2.1,D+
10248,0.95,120.66,67.03,0,-1.72,D+
10249,0.612,96.109,22.523,0.005,-2.121,C--
10250,4.01,18.81,14.504,0.255284178,0.812,C-
10251,3.577934275,1030.395294,48.14,0.07,-0.78,D++
10252,0.466,486.239,39.62,0.052,-0.627,D++
10253,3.672824938,964.9476708,15.43,0.280422085,-0.57,C--
10254,0.45,169.69,70.08,0.02,-1.62,D+
10255,3.531333859,871.8604082,59.63,0.56,-12.68,D+
10256,3.554725605,778.3867567,65.36,0.69,-5.66,D+
10257,10.147,40.265,45.329,0.377,30.622,D++
10258,3.043,45.903,32.028,0.707,-2.911,C--
10259,3.513721246,802.3004643,64.84,0.23,-3.59,D+
10260,0.36,396.83,62.28,0.06,-6.54,D+
10261,0.03,3340.91,53.64,0.13,-5.46,D++
10262,5.74,61.73,39.42,0.7,5.1,D++
10263,3.564510652,682.0803352,36.49,0.66,-1.43,D++
10264,3.802453321,657.7687118,50.35,0.256882142,8.774612178,D++
10265,0.173,1585.702,26.821,0.046,-3.436,C--
10266,3.587823953,697.5480052,34.24,0.11,-0.78,C--
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,C-
10268,3.562818073,837.663728,87.29,0.25,-2.7,D
10269,4.5,110.94,37.9,2.96,-4.32,D++
10270,3.581414749,951.8345672,63.82,0.08,-2.75,D+
10271,2.04,53.95,79.1,0.12,6.52,D
10272,3.580524228,687.3942252,26.61,0.12,-1.76,C--
10273,0.597,245.988,43.453,1.25,-7.249,D++
10274,0.03,3419.42,82.73,0.01,-8.81,D
10275,8.29,66.09,60.59,0.247986489,47.48,D+
10276,3.528770763,702.1664477,42.16,0.59,-3.21,D++
10277,0.531,139.915,28.818,0.061,-0.326,C--
10278,1.77,138.58,53.73,0.43,-4.18,D++
10279,3.564742637,674.2547289,36.07,0.35,-1.38,D++
10280,0.1,1456.77,66.02,0,-5.21,D+
10281,3.543784936,721.1038058,39.65,0,-8.46,D++
10282,3.579128802,654.5375106,30.12,0.55,-1.82,C--
10283,3.446316099,2934.074757,20.12,0,-32.61,C--
10284,0.51,102.73,76.94,0.06,-0.11,D
10285,0.07,1413.46,73.53,0.02,-6.63,D+
10286,0.04,3406.37,77.64,0.01,-10.79,D
10287,1.001,74.484,78.06,0.248,1.488,D
10288,0.451,23.493,48.808,0.069,1.533,D++
10289,2.23,21.45,30.76,0.288318667,5.98,C--
10290,3.563906596,715.6745186,77.44,0.52,-4.04,D
10291,0.21,516.27,73.2,0.07,-7.16,D+
10292,3.620266497,666.4367067,33.72,0.54,-8.88,C--
10293,5.51,21.78,54.2,-2.6,12.13,D++
10294,0.02,2930.19,73.55,0,-4.87,D+
10295,2.47,866.6342351,85.93,0.230426806,-5.47,D
10296,2.79,58.9,54.78,-0.05,7.23,D++
10297,3.501533977,758.5380175,67.02,0.28,-3.73,D+
10298,0.646,52.054,25.483,0.032,0.743,C--
10299,3.555200656,868.2575383,60.52,0.26,-3.86,D+
10300,1.47,62.46,69.41,0.71,1.77,D+
10301,3.515036398,796.9752304,48.43,0.18,-1.4,D++
10302,8.2,81.27,50.7,0.14,4.57,D++
10303,0.24,751.05,32.69,0.18,-3.72,C--
10304,1.48,98.93,48.79,0.07,0.09,D++
10305,3.627487113,800.8150373,45.54,-0.01,-2.25,D++
10306,4.93,87.38,38.45,1.18,3.68,D++
10307,3.48790551,901.826047,61.17,0.53,-2.7,D+
10308,3.61049928,965.6120994,82.36,1.34,-9.95,D
10309,3.574043461,676.3018644,35.63,0.2,-0.97,D++
10310,3.644979689,757.675546,19.03,6.13,-2.17,C--
10311,0.596,68.613,31.857,0.101,-0.885,C--
10312,3.589673401,783.4478938,89.27,0.27,-6.42,D
10313,3.6200613,726.7044168,80.89,0.33,-5.09,D
10314,0.51,219.35,73.39,0.05,-4.77,D+
10315,6.37,31.98,40.75,0.02,26.85,D++
10316,3.566269193,641.0155483,79.86,0.324211965,6.881842594,D
10317,3.564799678,825.5696746,38.81,1.79,-4.27,D++
10318,1.17,51.79,61.3,0.21,3.82,D+
10319,0.93,158.33,59.42,-0.08,-2.61,D+
10320,6.888,17.339,64.04,0.16,-51.94,D+
10321,3.501907848,809.8458576,49.69,0.18,-1.98,D++
10322,0.206,216.544,37.451,0.007,-3.801,D++
10323,2.08,34.76,79.73,1.19,8.33,D
10324,0.29,400.72,72.21,0.23,-4.85,D+
10325,0.18,707.42,70.02,-0.03,-8.5,D+
10326,3.536712959,746.6760646,69.44,0.54,-4.67,D+
10327,6.07,77.64,87.39,6.09,8.79,D
10328,3.556574983,780.0461109,63.96,0.35,-7.72,D+
10329,0.58,181.28,63.09,0.01,-2.46,D+
10330,0.76,135.21,60.85,0.09,-1.47,D+
10331,1.45,80.15,73.32,-0.14,2.45,D+
10332,0.076,3135.006,18.594,0.043,-1.79,C--
10333,90.25,7.44,64.79,0.13,378.46,D
10334,0.321,119.698,37.629,0.03,-1.888,D++
10335,0.51,56.5,69.55,0,2.57,D+
10336,1.38,98.71,51.48,0.63,0.07,D++
10337,3.72,32.06,82.49,0.1,20.63,D
10338,2.97,34.09,50.83,0,7.93,D++
10339,3.483854495,823.5443642,50.62,0.36,-3.82,D++
10340,3.571165744,863.8370354,60.35,0.11,-6.49,D+
10341,3.60143287,728.34145,78.24,0.61,-4.88,D
10342,0.77,202.52,77.34,0.08,-7.01,D
10343,3.511156088,817.1031524,61.83,0.27,-2.7,D+
10344,3.595153175,686.1900185,85.77,0.43,-11.14,D
10345,3.555877964,778.9679343,70.74,0.22,-5.89,D+
10346,1.38,108.69,72.68,0.04,-0.61,D+
10347,3.556249229,650.4704657,28.23,0,-0.26,C--
10348,3.507581654,754.6494666,40.99,0.75,-3.26,D++
10349,3.622376789,812.1918236,32.15,1.96,-3.88,C--
10350,0.87,457.32,29.94,0.99,-16.59,C--
10351,1.59,81.7,51.7,0.14,1.48,D++
10352,3.612897389,958.7883429,65.27,0,-3.72,D+
10353,0.23,150.26,44.59,0.04,-0.52,D++
10354,3.725607239,815.44853,81.14,0,-3.11,D
10355,1.03,175.88,73.72,0.02,-5.87,D+
10356,0.89,143.99,87.23,0.091,-4.55,D
10357,1.6,26.402,23.323,0.031,3.392,C--
10358,0.34,205.43,76.25,0.33,-1.92,D
10359,10.35,39.36,29.64,0.003,13.83,C--
10360,0.06,8.29,69.06,0,0.94,D+
10361,3.654348737,1178.007651,77.7,1.21,-4.12,D
10362,0,182.365,19.79,0.05,-4.16,C--
10363,2.358,41.662,12.788,0.271734308,-0.046,C-
10364,3.45,45.25,45.91,0.03,6.99,D++
10365,3.567866358,715.7063034,42.31,0.57,-5.29,D++
10366,3.613164709,824.198619,46.57,-0.28,-3.59,D++
10367,3.537972915,689.7348137,39.38,0.46,-3.29,D++
10368,2.805,18.878,77.38,0.082,14.724,D
10369,0,2110700,9.04,0.136,-6.57,B
10370,3.53511254,741.5385691,55.11,0.17,-2.73,D+
10371,0.96,119.03,81.76,-0.01,-1.8,D
10372,3.593845723,669.4571727,10.97,-0.22,-2.72,C-
10373,18.34,72.03,19.22,0.035,7.47,C--
10374,3.539679501,861.9706209,69.04,0.245217397,7.093315911,D+
10375,0.13,988.56,65.75,0.11,-8.95,D+
10376,1.33,40.64,72.22,0.280394418,9.36,D+
10377,0.84,90.33,82.32,0.288209065,1.15,D
10378,0.919,288.801,43.631,0.199,-0.108,D++
10379,0.75,528.88,52.53,0.303809714,-20.73,D++
10380,0.63,168.27,56.98,0.24,-2.35,D+
10381,26.26,100,39.39,0.03,0,D++
10382,4.91,774.0106389,67.57,0.148759636,-5.09,D+
10383,3.610260749,656.6591535,26.66,-0.43,-3.59,C--
10384,3.47100319,1216.633098,51.38,0.79,-2.29,D++
10385,1.33,99.75,79.68,1.2,0.02,D
10386,3.578236537,764.6100602,62.83,0.13,-5.3,D+
10387,1.358,36.301,38.262,0.282,3.693,D++
10388,3.622714904,771.2986824,43.95,-0.03,-2.45,D++
10389,0.35,538.95,68.64,0.01,-9.83,D+
10390,0.2,58.02,26.718,0.378,-0.837,C--
10391,3.28,51,55.71,-0.01,8.71,D+
10392,3.556751608,630.6261308,72.25,0.21094638,7.458574737,D+
10393,0.216,134.313,27.283,0.069,-0.349,C--
10394,0.13,521.88,56.57,-0.4,-2.33,D+
10395,0.1,1776.49,58.92,0.09,-8.02,D+
10396,3.597629437,757.8044324,87.58,0.44,-6.56,D
10397,2.34,58.26,64.27,0.01,7.09,D+
10398,3.511142592,761.2923265,40.68,0.39,-3.21,D++
10399,0.99,164.55,57.58,-0.03,-3.5,D+
10400,3.574393326,862.7492746,67.32,1.69,-4.08,D+
10401,3.6522454,923.9576492,27.64,0.278938985,-0.58,C--
10402,3.534650616,759.1950462,68.79,0.21,-0.87,D+
10403,3.59321553,731.4770042,76.74,0.59,-7.05,D
10404,0.52,424.07,51.88,0.38,-3.3,D++
10405,0.93,142.31,77.49,-0.01,-3.47,D
10406,3.540037214,841.4870555,14.55,0.24,-0.35,C-
10407,5.29,48.72,54.55,1.42,16.82,D+
10408,1.5,70.77,77.98,0.18,3.72,D
10409,1.422,7.228,52.87,-0.03,-15.64,D++
10410,3.608595667,751.1870032,54.07,0.88,-10.78,D++
10411,3.544942516,749.6211729,81.1,0.45,-3.64,D
10412,3.555627567,791.6995192,63.37,0.42,-4.12,D+
10413,3.45,41.76,53.49,0,20.64,D++
10414,3.595002599,715.3613217,82.26,0.14,-3.45,D
10415,3.541916309,808.8518717,61.43,0.5,-5.89,D+
10416,0.26,342.5,74.39,0.01,-4.12,D+
10417,3.565925861,677.0897023,36.71,0.32,-1.44,D++
10418,3.606952018,904.2141995,49.82,-0.02,-0.81,D++
10419,1.135,36.849,66.15,0.299,-56.07,D+
10420,10.29,28.49,49.48,0.378467311,87.62,D++
10421,0,174.513,25.12,0.099,0,C--
10422,10.47,29.9,60.31,0.79,71.87,D+
10423,3.623954381,646.8700104,36.96,-0.97,-4.08,D++
10424,0.933,59.761,32.878,0.307,0.221,C--
10425,3.628938351,827.1509691,25.56,1.08,-1.42,C--
10426,0.051,6993.35,29.725,0.039,-4.936,C--
10427,0.35,334.26,78.41,0.47,-6.59,D
10428,0.58,5.05,52.06,0.309337335,4.93,D++
10429,3.491249202,741.5670824,46.99,0.55,-2.88,D++
10430,3.714046185,937.5825732,75.74,0.03,-3.25,D
10431,3.557850088,665.3365484,25.29,0,-0.69,C--
10432,3.568807548,716.8256045,33.19,0.6,-3.49,C--
10433,3.560483054,740.0208443,65.96,0.34,-9.15,D+
10434,2.99,22.06,42.69,0,24.65,D++
10435,0.9,127.37,65.56,0.06,-1.63,D+
10436,3.542717557,703.0124232,41.54,0.28,-2.03,D++
10437,0.01,9338.1,63.4,0.09,-4.79,D+
10438,3.515089456,755.7342495,46.02,0.41,-2.27,D++
10439,3.614736378,621.1542152,31.05,-0.01,-3,C--
10440,3.619498772,649.6070146,34.56,0.12,-4.36,C--
10441,3.539881349,788.3906216,71.64,0.56,-5.47,D+
10442,3.547167301,727.2890072,72.73,0.14,-1.62,D+
10443,3.621267245,705.1839952,18.26,0.208460956,9.377429944,C--
10444,3.284990577,4501.571093,96.06,1.2,-5.41,D-
10445,3.554418858,813.2412328,65.51,0.39,-5.49,D+
10446,3.627457506,679.1565583,83.41,0.86,-9.28,D
10447,3.510215043,1089.78949,84.89,2.16,-21.17,D
10448,0.68,55.222,32.7,0.014,-0.124,C--
10449,3.621125835,818.7635028,17.89,0.241975054,-4.04,C--
10450,0.47,282.91,76.3,0.07,-7.46,D
10451,0.17,241.192,87.3,0.034,0,D
10452,26.24,52.92,63.06,-1.11,123.69,D+
10453,0.245,138.163,81.07,0.018,-5.11,D
10454,11.09,82.1,64.33,0.011,10.69,D+
10455,0.871,206.205,52.345,0.089,-1,D++
10456,0.03,3051.92,63.42,0.04,-5.63,D+
10457,1.13,73.33,73.16,0,2.34,D+
10458,3.625686046,656.023162,37.12,0.26,-8.35,D++
10459,0.062,664.219,79.07,0.054,16.179,D
10460,3.492454978,857.8609503,58.85,0.21,-3.44,D+
10461,3.615370652,641.9621153,17.99,-0.69,-2.23,C--
10462,0.63,69.374,8.954,0.003,-1.023,C-
10463,0.33,509.72,82.49,0.01,-12.59,D
10464,2.23,21.13,76.76,0.01,10.48,D
10465,15.37,46.66,46.88,1,75.43,D++
10466,3.48862193,1125.615263,39.02,1.82,-16.47,D++
10467,1.25,52.93,87.25,0.04,6.31,D
10468,0.4,71.722,57.62,0.093,-0.292,D+
10469,0.91,132.55,80.19,0.04,-2.77,D
10470,3.704760567,801.457825,3.42,0.220656837,9.504178023,C-
10471,0.448,164.98,27.479,0.012,-1.001,C--
10472,3.570757331,806.116274,92.52,0.11,-3.44,D
10473,3.68,60.45,91.44,0.275928397,3.39,D
10474,3.596752205,618.8480278,30.32,-0.08,-2.68,C--
10475,0.2,848.4,61.05,0,-12.53,D+
10476,0.341,72.636,31.202,0.293,-1.046,C--
10477,0.6,215.11,69.93,0.03,-5.22,D+
10478,3.524915959,730.2224687,76.88,0.35,-3.4,D
10479,2.27,23.63,71.52,0,34.09,D+
10480,0.105,144.92,56.233,0.001,-5.18,D+
10481,3.515866085,1164.677653,88.22,1.47,-12.12,D
10482,3.572908428,678.4501135,39.08,0.12,-1.3,D++
10483,0.84,188.31,71.77,0.46,-3.26,D+
10484,3.534937078,789.8591361,63.55,0.16,-1.72,D+
10486,3.624918247,721.0291162,37.45,-0.1,-3.9,D++
