id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10039,0.12,804.91,66.43,0.03,-5,C-
10040,1.05,147.05,77.09,0.08,-3.54,C-
10041,3.626309057,927.5438134,30.22,0.266195782,-1.017,C+
10042,3.576448721,707.9802251,25.07,0.41,-0.87,C+
10043,0.66,94.33,48.01,0.04,0.21,C
10044,3.534714592,789.2297535,67.49,0.46,-6.67,C-
10045,1.85,136.07,38.17,3.29,-32.96,C+
10046,2.35,31.09,86.6,-0.001,20.48,C--
10047,3.571596294,780.1697635,54.83,0.249837963,7.497838831,C
10048,0.21,535.56,84.42,-0.03,-7.04,C--
10049,1.01,92.78,57.5,0.04,0.54,C
10050,0.01,4929.65,86.71,0,-3.27,C--
10051,6.07,15.336,70.69,0.246,-6.16,C-
10052,3.14,55.39,38.07,0.21,3.96,C+
10053,3.52168074,722.4375162,44.24,0.55,-2.64,C
10054,1.6,50,78.89,0.06,6.95,C-
10055,1.11,166,60.86,0.77,-2.44,C
10056,0.81,172.66,80.67,0.14,-4.6,C-
10057,3.532835666,793.3348332,62.9,0.16,-2.36,C
10058,3.617545357,825.2304476,58.39,-0.08,-5.2,C
10059,1.11,52.39,64.86,0.008,4.81,C-
10060,0.69,139.23,58.74,-0.01,-1.41,C
10061,0.17,89.66,8.38,-0.01,0.02,C++
10062,3.495225812,758.5140686,40.28,0.73,-2.82,C+
10063,1.4,65.13,46.88,0.17,2.07,C
10064,0,168.022,32.32,0.288964892,-328.43,C+
10065,0.06,2237.31,59.78,0.01,-7.27,C
10066,3.498920087,757.4806511,68.92,0.39,-3.51,C-
10067,3.632556801,884.5484067,40.78,-0.080984631,7.675201722,C+
10068,4,33.26,77.23,0.48,15.83,C-
10069,10.85,64.53,78.37,1.48,37.67,C-
10070,12.71,56.43,71.33,-0.55,48.02,C-
10071,0.19,950.95,15.75,0.1,-2.35,C++
10072,0,431.476,71.11,-0.02,-5.27,C-
10073,0,3.969,32.23,-0.04,-4.29,C+
10074,0.76,125.88,69.29,0.29,-1.01,C-
10075,3.23,60.17,73.68,0.01,12.48,C-
10076,0.22,427.32,79.16,0,-4.73,C-
10077,3.496564014,814.2768429,48.92,0.36,-2.45,C
10078,6.6,38.1,37.76,0.78,14.79,C+
10079,3.618943695,670.4202004,81.6,0.49,-8.48,C-
10080,0.97,26.17,85.23,0.02,8.31,C--
10081,0.37,286.56,75.7,0.02,-6.09,C-
10082,0.9,138.09,41.99,0.3,-1.58,C+
10083,0.55,157.84,68.43,0.07,-1.99,C-
10084,0.65,242,9.54,2.22,-1.27,C++
10085,0.02,5090,60.9,0.21,-6.22,C
10086,2.17,117.11,70.99,0.289173068,-2.49,C-
10087,0.302,4.992,65,0.01,-6.395,C-
10088,0.27,377.87,82.04,0.08,-6.37,C-
10089,3.579831453,721.8259338,76.75,0.58,-5.19,C-
10090,1.07,114.48,60.81,0,-1.66,C
10091,3.558915095,792.3856254,64.33,0.32,-4.11,C-
10092,0.02,2243.109,56.98,0.003,-2.798,C
10093,3.59638584,860.5551457,38.62,1.21,-9.52,C+
10094,3.518423398,819.0314183,62.47,0.28,-3.77,C
10095,3.96,155.47,74.8,0.07,-10.76,C-
10096,0.9,112.64,72.84,0.01,-0.71,C-
10097,3.551175176,664.482771,2.89,0,-1.58,B--
10098,3.55206769,2068.868202,41.84,1.48,-4.35,C+
10099,3.515775073,765.264895,70.41,0.26,-14.35,C-
10100,0.34,275.91,73.77,0.36,-4.67,C-
10101,1.36,87.54,56.25,0.248,0.76,C
10102,0,5197.144,67.01,0.16,-7.1,C-
10103,9.46,209.78,59.06,10.832,-29.3,C
10104,0.27,22.31,85.09,-0.01,2.94,C--
10105,3.573402351,781.6810511,90.73,0.93,-12.55,C--
10106,0.42,354.25,90.19,-0.05,-8.85,C--
10107,3.561207597,805.7052521,63.81,0.32,-5.22,C
10108,3.573590644,790.3013565,45.75,0.09,-1.29,C
10109,0,152.143,40.17,0,-2.27,C+
10110,3.651416381,613.7709286,29.31,0.13,-3.93,C+
10111,2.21,213.64,26.28,0.15,-5.94,C+
10112,0.94,101.37,60.22,0.14,-0.11,C
10113,0.08,1930.77,35.23,0.1,-4.31,C+
10114,3.525124825,746.2217293,45.97,0.7,-1.4,C
10115,3.526791135,802.2006848,63.96,0.18,-2.61,C-
10116,3.494062129,800.247213,69.66,0.63,-3.21,C-
10117,3.485723184,799.0203795,54.54,0.6,-3.26,C
10118,0.1,852.94,84.31,-0.01,-5.27,C--
10119,2.32,24.08,74.93,0.04,9.42,C-
10120,5.2,57.86,88.01,0.274856936,27.28,C--
10121,0.67,226.31,77.11,0.09,-6.45,C-
10122,6.46,15.28,74.07,0.25,38.21,C-
10123,0,835.7199477,0.26,-0.037,-2.798,B--
10124,3.627950641,708.079913,83.08,0.65,-7.85,C-
10125,0.24,954.64,42.41,-0.02,-8.16,C+
10126,3.616558805,789.7301475,58.98,0.248258952,7.523901682,C
10127,3.508790079,743.7616149,78.56,0.46,-3.8,C-
10128,0.5,46.46,72.55,-0.04,4.11,C-
10129,0.12,1482.05,52.42,0.29,-10.43,C
10131,3.575481545,716.3366038,41.57,0.6,-6.04,C+
10132,3.62,199.73,35.9,0.77,-11.92,C+
10133,3.55079153,762.481374,73.85,0.169678477,-0.55,C-
10134,4.02,29.2,52.9,0.41,12.09,C
10135,1.51,57.1,54.37,0.24,1.84,C
10136,4.26,49.59,59.39,-0.27,19.41,C
10137,3.615815366,632.598389,36.44,0.11,-4.12,C+
10138,3.472728368,878.5934287,59.87,0.23,-2.81,C
10139,3.573686193,619.6370756,72.58,0.195881616,7.448397757,C-
10140,3.502653805,804.4665648,51.73,0.35,-1.79,C
10141,3.01,52.36,68.47,0.14,10.93,C-
10142,1.36,128.76,79.68,0.4,-3.15,C-
10143,4.02,83.88,55.4,0.002,2.72,C
10144,0.09,867.6,81.55,0.01,-5.59,C-
10145,3.48504013,906.472765,59.79,0.48,-2.6,C
10146,15.69,42.16,43.24,-0.45,65.93,C+
10147,1.69,64.25,63.5,-0.03,7.04,C
10148,3.523904079,765.0044422,67,0.26,-1.29,C-
10149,3.567129072,681.0719984,33.64,0.52,-2.63,C+
10150,2.6,55.22,46.7,0.265343395,8.31,C
10151,1.74,84.08,46.73,0.09,2.64,C
10152,0.58,277.57,87.75,0.03,-9.46,C--
10153,0.22,524.55,67.28,0.17,-5.44,C-
10154,0.1,3740.3,57.16,-0.09,-10.5,C
10155,3.540381737,725.0406261,40,0.18,-0.33,C+
10156,3.568083139,775.4493078,61.01,0.17,-4.06,C
10157,3.611141863,743.5432513,78.2,0.09,-1.5,C-
10158,0.24,925.56,75.22,0.09,-12.36,C-
10159,3.629895022,706.702225,74.44,0.84,-8.95,C-
10160,5.33,68.05,63.33,0.019,10.58,C
10161,3.571200729,718.8370935,73.81,0.64,-5.27,C-
10162,3.545608782,1020.252318,72.94,3.68,-18.09,C-
10163,8.51,8.51,39.79,-0.04,68.85,C+
10164,2.35,167.9,43.1,-0.054,-9.11,C+
10165,0.24,586.1,82.09,0.24,-8.22,C-
10166,0.03,6958.64,35.61,0.306855682,-13.54,C+
10167,13.5,62.41,63.49,-0.23,35.87,C-
10168,3.575298303,785.8916235,77.34,0.89,-6.61,C-
10169,1.4,134.99,71.18,0.297422719,-3.28,C-
10170,0.09,707.32,50.45,0.06,-2,C
10171,3.561116146,796.3843772,62.73,0.4,-4.43,C
10172,0.6,235.34,70.28,0.02,-5.55,C-
10173,3.561121958,802.8442108,47.3,0.09,-0.96,C
10174,2.17,33.93,81.64,0,16.74,C-
10175,3.524092811,816.5175035,58.03,0.5,-4.03,C
10176,0,931.505,77.94,-0.01,-7.26,C-
10177,0.66,169.1,58.88,0.73,-2.4,C
10178,2.39,114.92,72.3,0.15,-1.37,C-
10179,3.590308961,827.3148436,85.8,0.14,-1.24,C--
10180,1.07,134.87,70.13,0.45,-3.68,C-
10181,3.506548982,754.3871289,46.74,0.66,-1.97,C
10182,3.54977144,707.7962626,77.26,0.57,-7.85,C-
10183,4.7,33.2,45.38,0.259791213,26.05,C
10184,3.532917182,940.6681208,53.66,1.13,-3.65,C
10185,1.86,74.58,24.01,1.41,1.17,C++
10186,3.582799288,911.3993288,61.76,0.08,-1.34,C
10187,6.26,63.28,63.31,1.75,8.63,C
10188,0.7,200.38,57.1,0.04,-4.54,C
10189,3.576162419,1024.410019,82.69,0.98,-13.24,C-
10190,0.39,143.62,77.01,0.03,-0.99,C-
10191,20.27,844.7511292,78.55,0.178970519,-2.98,C-
10192,0.63,241.48,75.45,-0.07,-5.72,C-
10193,2.78,18.25,93.08,0.92,8.62,C--
10194,7.76,98.69,29.55,1.849,0.32,C+
10195,0.72,145.9,64.31,0.09,-1.33,C-
10196,2.786058064,18757.50166,80.93,0.23179982,1.011889386,C-
10197,0.06,1717.65,61.42,0.03,-5.34,C
10198,2.74,61.29,69.69,0.262293169,13.17,C-
10199,1.25,22.87,69.23,0,10.64,C-
10200,2.46,80.21,74.5,0.2,3.07,C-
10201,3.547475167,766.1873656,62.95,0.17,-2.74,C
10202,4.22,223.29,48.76,0.283894122,-23.06,C
10203,3.61016261,709.8887225,53.24,0.259731847,11.01102221,C
10204,1.5,40.489,34.98,0.287903086,-2.49,C+
10205,3.592856069,780.7411289,27.52,0.44,-2.03,C+
10206,11.72,58.39,58.2,1.86,20.07,C
10207,3.510108156,819.8428526,62.55,0.7,-2.26,C
10208,2.7,44.55,74.27,-0.12,12.45,C-
10209,3.50988658,754.3537418,77.43,0.59,-1.69,C-
10210,0.88,173.33,71.37,-0.1,-3.92,C-
10211,3.534430865,1505.267443,24.37,2.4,-10.01,C+
10212,3.576697373,658.2763506,36.79,0.38,-3.09,C+
10213,0.38,398.75,55.05,-0.04,-4.65,C
10214,3.524742225,747.4713062,53.28,0.51,-4.03,C
10215,0.69,130.43,63.02,0.03,-1.4,C
10216,3.621532779,840.9049212,25.79,1.97,-5.42,C+
10217,16.15,50.11,42.63,-5.7,40.43,C+
10218,3.538996867,669.4778664,5.28,0,-0.72,C++
10219,0.27,626.55,45.86,0.02,-6.82,C
10220,2.7,630.6419579,36.35,0.181147269,6.807541962,C+
10221,3.552982165,819.0651387,90.37,0.34,-3.71,C--
10222,3.540940999,781.527995,72.29,0.39,-4.21,C-
10223,0,58.367,67.29,0.01,-9.64,C-
10224,0.37,357.55,81.34,0.32,-7.09,C-
10225,3.571541558,1366.966775,65.7,1.31,-8.31,C-
10226,3.605654799,904.693913,54.67,0,-0.95,C
10227,3.576268551,1033.47566,50.71,0.07,-0.98,C
10228,3.561585035,683.8449881,78.59,0.304545519,7.012453712,C-
10229,3.597952138,748.5524264,84.29,0.56,-6.06,C--
10230,2.15,88.61,66.29,0.621,2.06,C-
10231,3.72909422,684.7012145,51.38,0.246057086,8.500956041,C
10232,0.44,41.99,83.39,0.003,5.96,C-
10233,0,109.461,32.07,0.83,-3.5,C+
10234,3.59680637,750.7595317,81.18,0.4,-6.56,C-
10235,1.08,101.99,59.36,0.1,-0.13,C
10236,3.492380784,826.9800344,62.1,0.62,-2.77,C
10237,0.28,360.76,69.34,0.29,-4.57,C-
10238,0,68.989,82.72,-0.01,-7.99,C-
10239,0.51,524.5,49.34,1.7,-2.86,C
10240,1.57,53.84,60.41,0,7.33,C
10241,3.555817255,972.1943466,64.92,0.1,-3.61,C-
10242,0.63,137.18,76.33,0.1,-1.79,C-
10243,4.09,73.9,80.16,0.291357523,8.08,C-
10244,0.19,516.56,70.44,0.03,-6.21,C-
10245,3.62256241,898.1129294,10.41,0.285770724,0,C++
10246,3.653034316,692.2044402,82.26,0.14,-4.49,C-
10247,3.481072361,770.1258805,53.08,0.22,-2.78,C
10248,0.94,105.87,74.2,0.13,-0.5,C-
10249,0,96.109,46.2,0,-10.9,C
10250,31.55,89.51,24.13,0.259138135,7.73,C+
10251,3.507497736,757.6152153,47.34,0.5,-1.69,C
10252,0.33,350.88,39.63,0.29,-2.57,C+
10253,3.687148759,976.5919932,12.67,0.279089072,-0.54,C++
10254,0.44,196.04,70.08,0.05,-2.24,C-
10255,3.577388472,803.7501375,58.26,0.21,-10.08,C
10256,3.530454608,792.2196813,70.97,0.45,-6.57,C-
10257,15.53,51.31,61.63,0.05,39.58,C
10258,10.32,102.33,55.1,0.09,-1.64,C
10259,3.568121534,737.6889796,65.22,0.5,-26.83,C-
10260,1.4,71.78,82.97,0.01,2.74,C-
10261,1.13,231.7,43.05,0.35,-5.05,C+
10262,7.053,55.338,0.62,0.34,-0.96,B--
10263,3.567826043,677.4062344,37.01,0.25,-1.24,C+
10264,3.639080938,883.7594523,47.81,0.141516089,8.100692979,C
10265,0.03,5114.29,60.1,0.22,-8.96,C
10266,3.554894852,876.0592877,46.08,0.08,-0.49,C
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,B--
10268,3.517904497,1084.935887,86.42,0.29,-2.81,C--
10269,5.67,80.73,42.31,2.84,7.64,C+
10270,3.574520063,909.3831785,62.77,0.08,-2.89,C
10271,0.84,202.57,54.56,0.6,-4.09,C
10272,3.565101881,653.9909456,27.02,0.04,-1.56,C+
10273,1.72,294.76,83.84,3.62,-10.14,C-
10274,0.08,1329.27,86.31,0.02,-8.06,C--
10275,6.78,65.5,62.45,0.206426423,41.65,C
10276,3.487657332,831.3611985,56.08,0.46,-3.58,C
10277,0.61,191.28,56.5,0.17,-3.02,C
10278,1.19,184.47,75.8,1.06,-8.23,C-
10279,3.541734368,2242.10956,33.9,0.4,-1.54,C+
10280,0.02,8013.04,70.14,0,-5.91,C-
10281,3.712923975,701.9560137,31.4,4.67,-3.46,C+
10282,3.584081185,647.2625599,29.67,0.68,-3.31,C+
10283,3.390553699,3284.404862,17.27,10.03,-17.46,C++
10284,0.48,95.49,76.67,0.05,0.17,C-
10285,0.22,500.98,78.67,0.05,-6.74,C-
10286,0.5,329.08,74.94,0.04,-7.79,C-
10287,0.35,385.57,63.13,0.84,-5.54,C
10288,0,23.493,34.92,0,-0.74,C+
10289,2.02,18.77,30.55,0.254113162,5.66,C+
10290,3.602150591,705.0396975,80.05,0.5,-4.08,C-
10291,0.21,0,74.21,0,1.31,C-
10292,3.591432818,678.7110318,34.51,0.5,-6.88,C+
10293,4.87,51.04,51.13,-0.34,6.59,C
10294,0.36,195.36,71.43,0.08,-2.29,C-
10295,3.8,2252.269722,84.9,0.238058179,-3.8,C--
10296,2.03,100.71,55.57,-0.44,-0.08,C
10297,3.56418469,718.7855066,74.18,0.34,-4.04,C-
10298,0.47,214.88,50.1,0.04,-3.28,C
10299,3.609431445,777.3238895,70.1,0.12,-7.12,C-
10300,2.01,68.7,74.74,0.07,3.21,C-
10301,3.54456774,768.8594724,53.95,0.17,-1.49,C
10302,4.84,96.4,47.24,0.99,0.49,C
10303,0.38,456.6,31.64,0.2,-3.21,C+
10304,0.15,1002.74,51.61,-0.01,-7.57,C
10305,3.568404224,946.0214028,44.91,0.06,-2.93,C
10306,4.15,89.6,36.42,0.21,2.01,C+
10307,3.56382239,1060.505271,57.06,0.07,-4.28,C
10308,3.558273041,1046.865277,81.26,1.66,-14.41,C-
10309,3.565024936,1029.305485,59.56,0.08,-2.34,C
10310,3.665387004,679.1691697,13.74,0,-4.64,C++
10311,1.21,125.29,61.35,0.19,-1.57,C
10312,3.713442465,1121.48486,92,0.05,-4.36,C--
10313,3.623501678,728.0878227,87.25,0.35,-5.1,C--
10314,0.41,243.85,77.72,0.23,-3.4,C-
10315,5.67,30.02,41.02,-0.04,24.59,C+
10316,3.544116026,688.1555767,78.05,0.288808164,6.884139117,C-
10317,3.564799678,825.5696746,38.26,1.69,-4.51,C+
10318,1.21,44.3,57.6,0.09,2.88,C
10319,1.29,109.38,64.75,0,-0.68,C-
10320,23.78,61.24,61.48,0.44,28.96,C
10321,3.497533629,813.2811272,63.8,0.53,-3.14,C
10322,0.34,393.41,75.64,0.04,-8.15,C-
10323,1.6,47.19,81.54,0,5.79,C-
10324,0.33,324.06,74.31,0,-4.21,C-
10325,0.32,455.69,65.4,0.18,-7.6,C-
10326,3.553508846,820.8146549,68.09,0.89,-6.01,C-
10327,2.3,69.94,61.51,-0.12,4.62,C
10328,3.581912896,940.3844138,67.46,0.46,-7.03,C-
10329,0.43,213.25,65.47,0.03,-2.59,C-
10330,0.11,1149.32,88.85,0.97,-2.79,C--
10331,0.23,590.28,75.92,-0.29,-7.44,C-
10332,0.01,31125,33.65,0.05,-4.13,C+
10333,1.25,102.37,41.83,0.36,-0.08,C+
10334,0.32,271.34,74.23,0.04,-4.16,C-
10335,0.12,241.81,65.24,0,-1.85,C-
10336,0.37,268.64,55.97,0.17,-3.58,C
10337,1.59,119.77,42.77,-0.02,-1.33,C+
10338,1.99,43.15,49.44,-0.01,4.07,C
10339,3.47888261,789.7295485,53.32,0.5,-2.8,C
10340,3.609748586,836.3309031,66.25,0.01,-6.94,C-
10341,3.610616086,718.9385917,80.93,0.6,-5.67,C-
10342,0.87,160.52,76.32,0.31,-3.8,C-
10343,3.509427826,810.7850461,63.7,0.3,-3.11,C
10344,3.540141396,729.5164921,88.44,0.42,-10.67,C--
10345,3.585950248,717.3429186,77.43,0.33,-4.26,C-
10346,0.21,671.85,72.71,0.12,-5.73,C-
10347,3.598672041,666.6824459,29.38,0.15,-0.31,C+
10348,3.496090853,743.6083801,46.29,0.57,-2.97,C
10349,3.571666066,808.6171736,34.66,1.79,-6.36,C+
10350,0.86,462.54,32.73,0.4,-17.78,C+
10351,1.09,119.74,50.46,-0.01,-1.01,C
10352,3.622985191,957.9261214,64.74,0,-3.41,C-
10353,0.18,197.5,46.97,0.04,-0.88,C
10354,3.580368803,805.4202276,86.06,0.13,-3.59,C--
10355,0.54,333.02,76.32,0.02,-9.77,C-
10356,0.642,126.381,1.56,0.091,-2.045,B--
10357,3.97,38.19,51.24,0.03,11.02,C
10358,0.39,109.17,71.08,0.13,-0.15,C-
10359,10.23,38.23,28.75,0.003,13.43,C+
10360,0.07,5.29,69.85,0,0.86,C-
10361,3.610473119,876.6309524,82.8,0.96,-16.49,C-
10362,0.64,172.67,62.55,0.02,-2.76,C
10363,5.91,100,20.87,0.26389748,0,C++
10364,1.32,91.6,62.1,0.28,0.55,C
10365,3.488883773,728.2172122,44.1,0.39,-3.97,C
10366,3.630855789,792.3712916,43.19,0,-1.6,C+
10367,3.495263482,762.2237382,40.32,0.53,-3.01,C+
10368,0.58,56.01,85.31,0.08,1.73,C--
10369,0.06,1336.84,54.98,-0.05,-4.27,C
10370,3.580866188,898.033361,59.59,0.09,-3.21,C
10371,0.5,196.19,83.38,0.11,-5.2,C-
10372,3.63032233,638.3753554,14.95,0,-2.7,C++
10373,0,170706.138,79.95,0.12,-9.5,C-
10374,3.5860868,750.8892926,65.73,0.275033146,7.375222002,C-
10375,0.11,501.86,76.47,0.02,-2.85,C-
10376,0.98,53.27,73.17,0.282359646,5.29,C-
10377,0.21,174.26,74.95,0.357133474,-2.32,C-
10378,0.48,264.54,60.08,0.13,-4.43,C
10379,0.56,683.85,58.87,0.298298518,-22.87,C
10380,0.85,104.73,52.98,0.05,-0.21,C
10381,0.05,4272.73,43.86,0.71,-6.95,C+
10382,5.26,762.590744,69.38,0.15348346,-5.09,C-
10383,3.629473179,720.3666333,32.6,-0.32,-4.56,C+
10384,3.547648039,834.898255,54.51,0.84,-5.05,C
10385,0.55,226.89,64.39,0.11,-3.73,C-
10386,3.593112038,1182.93101,60.26,0.03,-5.58,C
10387,3.43,38.58,79.9,0.52,10.73,C-
10388,3.530875117,749.0012999,44.89,0.4,-1.07,C
10389,0.19,938.4,72.26,0.04,-10.93,C-
10390,0.26,326.97,73.18,0.03,-4.7,C-
10391,2.45,36.44,49.74,1.8,10.14,C
10392,3.571606241,634.9931563,72.19,0.217653715,7.580723782,C-
10393,0.2,357.33,50.73,0.01,-1.09,C
10394,0.05,3237.04,67.75,0.03,-10.27,C-
10395,0.71,201.83,68.02,0.04,-4.75,C-
10396,3.603282001,1072.522969,88.28,0.53,-6.45,C--
10397,1.7,60.87,67.21,-0.01,4.99,C-
10398,3.53338313,692.3279503,41.46,0.4,-3.09,C+
10399,0.15,992.86,59.52,0.12,-6.72,C
10400,3.548317006,881.9304121,61.75,0.83,-3.9,C
10401,3.568045541,824.4588197,47.64,0.264867508,-0.44,C
10402,3.637654746,851.5052804,67.99,0,-1.14,C-
10403,3.601468078,744.3247707,83.7,0.63,-6.15,C-
10404,0,486.945,62.1,0,-7.4,C
10405,0.46,231.02,62.82,0,-3.36,C
10406,3.561463304,800.5618379,14.53,0.23,-0.48,C++
10407,4.59,48.82,62.44,2.23,12.53,C
10408,0.03,3479.03,73.72,0.02,-6.17,C-
10409,4.87,19.25,52.81,-0.04,41.34,C
10410,3.589352015,733.0102769,52.49,0.73,-10.95,C
10411,3.551454891,819.0722688,85.1,0.3,-2.98,C--
10412,3.544488883,739.4584811,67.46,0.63,-4.33,C-
10413,2.71,50.4,55.37,0,14.8,C
10414,3.754079945,916.8307871,85.33,0.04,-2.27,C--
10415,3.540985463,778.1490286,70.84,0.77,-6.89,C-
10416,0.66,140.99,66.19,0.05,-1.78,C-
10417,3.549906652,701.817322,38.52,0.24,-1.48,C+
10418,3.609669323,1065.73865,52.84,0.03,-0.58,C
10419,1.42,73.96,67.21,0.7,2.81,C-
10420,9.36,24.94,49.34,0.374008503,83.22,C
10421,1.02,34.88,31.07,0.01,2.12,C+
10422,11.57,40.43,56.5,0.78,75.17,C
10423,3.492445119,975.7033429,47.07,0.88,-2.85,C
10424,1.48,108.91,67.03,0.09,-0.62,C-
10425,3.56769273,692.4691058,26.72,0.39,-1.52,C+
10426,0,69700,57.72,-0.05,-10.62,C
10427,0.1,1123.5,77.11,0.49,-8.25,C-
10428,0.56,4.34,52.39,0.321114522,5.19,C
10429,3.533879407,796.5451054,51.37,0.3,-4.99,C
10430,3.658596125,887.2656489,72.26,-0.03,-3.36,C-
10431,3.602328026,834.2501085,26.61,0.06,-0.59,C+
10432,3.599667967,669.8394269,36.74,0.85,-4.14,C+
10433,3.538076811,769.0689036,72.76,0.35,-7.91,C-
10434,2.81,24.41,43.87,0,23.4,C+
10435,0.71,156.09,70.38,0.16,-2.81,C-
10436,3.520358618,741.5131908,45.04,0.24,-2.4,C
10437,0,1070.528,59.77,0.04,-5.77,C
10438,3.567429016,865.9340588,51.27,1.08,-0.35,C
10439,3.606013049,632.7002409,28.62,-0.03,-3.06,C+
10440,3.562876571,834.4530109,50.53,0.09,-2.94,C
10441,3.554058135,731.2836167,73.19,0.48,-5.34,C-
10442,3.542772588,731.4422107,75.81,0.2,-1.76,C-
10443,3.671311588,817.8490808,4.45,0.228624188,9.27193554,C++
10444,3.61482429,934.9138298,77.09,2.2,-4.94,C-
10445,3.556136722,778.1421019,65.43,0.68,-5.19,C-
10446,3.60889631,701.1823973,83.05,0.89,-11.33,C-
10447,3.563442308,1012.568703,72.22,2.05,-10.88,C-
10448,0.86,142.82,70.51,-0.02,-2.04,C-
10449,3.620900664,802.9370039,20.69,0.249065818,-4.13,C++
10450,2.21,97.93,66.62,0.11,0.2,C-
10451,0.4,364.33,59.87,-0.01,-6.8,C
10452,24,54.1,64.16,-1.21,113.11,C-
10453,0.245,138.163,73.68,0.018,-5.65,C-
10454,1.28,38.24,86.92,-0.01,4.38,C--
10455,0.68,212.09,83.22,0.01,-5.31,C-
10456,0,872.658,66.01,0.08,-4.93,C-
10457,1.665,45.145,70.94,0.206,5.785,C-
10458,3.604944801,708.1663908,42.59,0.22,-7.6,C+
10459,0.22,724,53.05,0.02,-6.48,C
10460,3.519672613,868.2178316,58.54,0.18,-3.09,C
10461,3.542651709,746.7429919,16.18,1.38,0,C++
10462,0,69.374,17.91,0.05,-3.39,C++
10463,0.11,1512.16,83.72,0,-10.88,C-
10464,1.52,33.86,79.05,0.14,5.38,C-
10465,24.03,38.91,43.14,2.66,116.56,C
10466,3.58835444,808.3065639,42.82,-0.81,-18.75,C+
10467,0.07,2444.44,75.95,0.02,-8.28,C-
10468,0.95,82.84,58.78,-0.07,0.96,C
10469,0.53,219.36,71.37,0.02,-4.82,C-
10470,3.704760567,801.457825,2.45,0.220656837,9.504178023,B--
10471,0.32,305.32,53.7,-0.07,-2.8,C
10472,3.669669077,697.2819773,88.83,0.17,-3.93,C--
10473,3.75,76.71,91.97,0.277644674,1.44,C--
10474,3.659315038,743.8953027,32.43,0.09,-2.16,C+
10475,0.43,351.35,69.82,0.15,-9.88,C-
10476,0.33,333.54,81.55,0.64,-6.81,C-
10477,0.87,126.63,73.2,0.45,-1.37,C-
10478,3.524485053,755.5663465,77.74,0.44,-3.82,C-
10479,2.09,25.6,74.19,0,30.41,C-
10480,0,144.92,77.56,0,-9.68,C-
10481,3.537319163,1177.192346,85.4,1.5,-13.52,C--
10482,3.562541594,680.4081012,36.31,-0.09,-0.61,C+
10483,1.3,251.9,31.14,0.49,-4.12,C+
10484,3.567808764,738.9526112,73.17,0.17,-1.51,C-
10486,3.577925534,695.173306,41.12,-0.03,-3.94,C+
10487,3.5708826,862.0263666,0.07,0.214160218,8.904897808,B--
10488,3.13,50.21,44.46,-0.01,8.08,C
10489,4.18,10.39,42.26,0,48.47,C+
10490,0.37,51.09,72.19,0,1.54,C-
