id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10034,3.515510986,797.4429258,53.8,0.19,-1.29,D++
10035,3.563411725,803.2027648,58.22,0.26,-8.24,D++
10036,1.63,77.53,65.78,1.52,2.45,D+
10037,3.28,69.61,59.65,0.23,5.78,D++
10038,3.592034011,736.7869358,41.87,0.96,-6.88,D++
10039,24.34,53.88,40.29,0.014,101.98,D++
10040,0,241.574,62.72,0,-9.09,D+
10041,3.558557662,827.2504963,39.6,0.273977146,0,C--
10042,3.585437075,689.4607763,25.47,0.1,-0.4,C--
10043,1.7,77.64,37.06,0.07,1.67,C--
10044,3.478892539,796.9177842,51.93,0.6,-2.81,D++
10045,3.11,167.8,45.35,2.54,-10.23,D++
10046,3.09,30.04,90.2,-0.001,26.67,D
10047,3.578053215,824.7976586,56.19,0.250533481,7.407021244,D++
10048,3.13,91.14,48.1,1.07,1.38,D++
10049,2.67,51.97,51.56,0.03,8.94,D++
10050,3.17,20.47,76.17,0.06,11.04,D+
10051,78.64,20.77,79.47,0.37,298.95,D
10052,1.881,18.789,17.458,0.119,3.577,C-
10053,3.545429201,846.49759,40.45,0.18,-2.11,C--
10054,0.8,75.728,37.873,0.09,3.305,C--
10055,1.073,52.505,96.05,0.251,0.391,D
10056,3.08,188.679,65.41,0.058,-8.378,D+
10057,3.506414047,859.230414,61,0.26,-2.45,D++
10058,3.539115993,1375.092239,47.1,3.98,-7.06,D++
10059,3.52,99.09,81.52,0.71,0.33,D+
10060,1.92,85.6,49.44,0.21,1.46,D++
10061,0.38,100,12.51,0.06,0,C-
10062,3.599299721,638.294376,31.57,0.22,-3.58,C--
10063,0.86,168.91,82.52,-0.01,-4.6,D
10064,0,168.022,23.11,0.264533963,-800,C--
10065,0,2205.576,56.25,0,-2.1,D++
10066,3.523282995,806.2796206,64.88,0.2,-3.21,D+
10067,3.564656808,860.1726747,0.21,0.213007531,8.791830879,C
10068,0.17,894,69.83,0.08,-7.87,D+
10069,10.5,51.06,74.33,0.35,58.18,D+
10070,5.29,25.68,79.99,-0.66,35.41,D+
10071,1.43,78.25,83.75,0.2,2.83,D
10072,0.29,449.02,58.28,0.33,-5,D++
10073,0.287,3.969,25.573,0.01,-0.537,C--
10074,1.015,84.576,32.978,0.093,1.669,C--
10075,5.04,50.46,66.91,0.01,23.88,D+
10076,0.475,119.201,55.62,0.08,-34.27,D++
10077,3.509540761,883.3764665,57.37,0.38,-3.26,D++
10078,1.86,96.06,44.23,0.05,0.24,D++
10079,3.550925136,721.7572297,68.66,0.48,-10.6,D+
10080,1.39,24.15,86.12,0.17,13.82,D
10081,3.02,405.062,63.14,0.01,-16.42,D+
10082,3.91,58.98,45.54,0.88,7.6,D++
10083,1.45,94.15,60.48,0.22,0.55,D++
10084,18.26,80.78,14.21,0.01,22.69,C-
10085,0.29,386.88,55.24,0.17,-4.33,D++
10086,2.48,119.85,62.46,0.292263793,-4.07,D+
10087,0.302,4.992,60.21,0.01,-6.395,D++
10088,0.61,237.21,57.2,0.06,-5.15,D++
10089,3.473527533,816.499672,53.09,0.43,-3.68,D++
10090,2.48,80.97,36.36,0.039,1.92,C--
10091,3.640957325,769.8921578,30.58,0.08,-4.14,C--
10092,0.44,313.3,83.38,0.04,-6.39,D
10093,3.607654665,801.827305,34.93,1.86,-10.89,C--
10094,3.542934787,784.704717,61.45,0.11,-2.12,D++
10095,4.08,157.43,75,0,-11.1,D+
10096,1.65,111.34,50.82,0.25,-0.85,D++
10097,3.956567354,1458.684556,3.14,0,-5.38,C-
10098,3.591929405,719.3642375,40.77,0.94,-10.83,C--
10099,3.604911956,1379.726875,63.18,1.07,-28,D+
10100,0.329,2830.783,36.678,0.056,-1.598,C--
10101,2.92,92.505,63.76,0.248,-6.58,D+
10102,1.71,97.99,73.62,1.81,0.31,D+
10103,15.21,128.46,44.91,10.832,-28.7,D++
10104,0.087,14.078,80.41,-0.004,0.585,D+
10105,3.634029107,681.2458442,84.83,0.83,-9.66,D
10106,0.391,290.146,41.697,0.082,-3.396,C--
10107,3.55387337,838.401297,61.14,0.43,-8.87,D++
10108,3.51332134,758.7543333,47.39,0.22,-1.45,D++
10109,0.006,152.143,15.42,0,-1.189,C-
10110,3.672869357,780.0309185,32.47,1.14,-7.39,C--
10111,0.396,1753.194,12.635,0.077,-4.151,C-
10112,0.68,164.01,71.78,0.37,-6.1,D+
10113,0.543,242.076,17.942,0.012,-1.255,C-
10114,3.526118465,743.3528286,44.62,0.45,-1.65,D++
10115,3.65923541,860.2729182,35.66,0.07,-7.08,C--
10116,3.523403542,708.1878247,42.9,0.19,-2.39,D++
10117,3.51675443,769.641496,48.97,0.56,-4.42,D++
10118,0.417,138.729,41.793,-0.006,-0.459,C--
10119,1.28,62.21,69.47,0.1,2.56,D+
10120,9.78,67.68,86.49,0.313615691,104.74,D
10121,0.689,96.564,36.775,0.2,-0.48,C--
10122,2.75,43.04,54.23,0.13,7.84,D++
10123,0,912.2030033,42.7,0,-4.87,D++
10124,3.581063809,754.6070971,53.07,0.42,-10.48,D++
10125,0.297,233.948,16.1,0.045,-2.602,C-
10126,3.604731559,765.5436981,62.73,0.265973279,7.640400286,D+
10127,3.570445646,776.6300031,72.65,0.9,-9.82,D+
10128,1.14,41.96,80.54,0.64,10.25,D+
10129,2.93,95.96,55.43,2.16,0.79,D++
10131,3.603694157,934.2524408,41.55,1.19,-3.75,C--
10132,7.77,146.57,65.34,0.12,-15.82,D+
10133,3.55767082,733.0849379,69.54,0.210030814,-0.461,D+
10134,1.285,24.709,63.64,0.136,3.094,D+
10135,0.483,83.817,34.32,0.041,-7.46,C--
10136,2.91,50.67,66.35,-0.05,12.42,D+
10137,3.560058798,820.7148481,39.93,0.03,-3.33,C--
10138,3.524092811,816.5175035,59.07,0.52,-4.51,D++
10139,3.567676032,907.2029305,67.35,0.254010562,7.323905964,D+
10140,3.590424165,627.1296555,29.98,0.04,-2.17,C--
10141,3.45,73.85,56.87,0.41,5.16,D++
10142,5.58,43.47,69.99,0.99,103.78,D+
10143,0.54,176.66,57.25,0.11,-2.55,D++
10144,0.086,581.989,77.62,0.083,-22.77,D+
10145,3.548780863,787.1197666,56.49,0.8,-4.92,D++
10146,8.83,41.03,50.62,0.01,42.97,D++
10147,2.75,53.96,62.71,0.32,15.71,D+
10148,3.509770333,808.4316905,50.71,0.25,-1.29,D++
10149,3.582306068,763.3551609,36.56,0.35,-2.09,C--
10150,6.16,42.74,44.74,0.242510953,33.09,D++
10151,2.877,21.027,23.273,0.009,12.435,C--
10152,0.03,5105.88,85.9,0.04,-15.15,D
10153,2.73,175.63,42.06,0.43,-9.39,D++
10154,1.08,217.19,49.49,0.26,-6.12,D++
10155,3.570816448,637.207756,31.54,-0.01,-1.32,C--
10156,3.532884201,679.6817014,44.07,0.58,-4.06,D++
10157,3.590370039,697.3340366,79.61,0.17,-3.71,D+
10158,2.79,52.79,54.6,0.45,5.72,D++
10159,3.565403757,957.9758833,73.59,1.04,-14.98,D+
10160,6.05,70.83,52.68,0.019,11.47,D++
10161,3.540818098,809.4575569,71.38,0.34,-6.19,D+
10162,3.519593631,1039.862544,80.2,1.83,-15.81,D+
10163,12.54,14.72,36.92,-0.06,114.2,C--
10164,5.93,100.55,37.73,-0.054,-0.14,C--
10165,0.15,1103.45,77.93,-0.02,-16.09,D+
10166,0.167,30926.175,19.429,0.295797778,-4.049,C-
10167,17.74,35.43,65.47,-0.204,87.62,D+
10168,3.552436594,852.2632807,51.7,0.83,-5.53,D++
10169,0.91,217.96,69.67,0.286229241,-7.29,D+
10170,4.25,63.53,31.76,0.04,2.96,C--
10171,3.506191104,862.6765578,60.17,0.22,-3.38,D++
10172,1.55,123.58,64.14,0.36,-2.18,D+
10173,3.605654799,904.693913,53.35,0,-1.1,D++
10174,0.32,370.72,41.71,0.09,-3.69,C--
10175,3.568613406,694.7435454,78.71,0.47,-7.91,D+
10176,0.2,991.67,36.83,-0.02,-4.78,C--
10177,0.84,108.16,76.83,-0.01,-0.59,D+
10178,4.43,65.8,81.15,0.56,6.63,D+
10179,3.621471903,902.4449887,75.11,1.35,-7.88,D+
10180,2.18,92.17,62.55,0.28,1.61,D+
10181,3.540835521,774.6341315,49.2,0.14,-1.06,D++
10182,3.570218396,850.5700303,64.9,0.19,-6.26,D+
10183,4.04,27.69,43.52,0.273594301,23.25,D++
10184,3.537353356,938.2679614,55.92,1.52,-2.64,D++
10185,0.54,135.15,78.54,1.07,-0.56,D+
10186,3.479291455,805.0914698,52.15,0.25,-3.65,D++
10187,3.6,42.21,78.37,1.13,13,D+
10188,0.41,207.5,37.68,0.28,-1.95,C--
10189,3.612496641,668.3686449,76.17,0.76,-9.05,D+
10190,1.76,20.19,55.36,0.16,5.23,D++
10191,11.51,789.4903393,73.41,0.222965328,-1.55,D+
10192,1.94,93.12,74.58,0.26,0.75,D+
10193,0.9,63.64,51.97,0.05,1.46,D++
10194,5.73,139.81,27.08,5.9,-15.89,C--
10195,0.5,65.866,33.348,0.039,-0.269,C--
10196,3.554675432,686.7882267,78.28,0.305739045,6.97221517,D+
10197,1.93,111.86,50.26,0.04,-1.11,D++
10198,5.85,43.9,69.93,0.229929294,46.56,D+
10199,2.34,19.89,68.72,0,24.34,D+
10200,2.18,92.16,76.76,0.2,1.31,D+
10201,3.542647417,703.6780849,39.39,0.38,-1.5,C--
10202,8.23,141.64,55.08,0.271040538,-20.95,D++
10203,3.604731559,765.5436981,62.81,0.265973279,7.640400286,D+
10204,7.12,101.41,43.15,0.262048394,-0.41,D++
10205,3.587187395,685.6516235,26.89,0.21,-2.52,C--
10206,43.79,42.28,57.25,2.51,186.13,D++
10207,3.575156749,842.8840457,61.88,0.1,-3.18,D++
10208,1.705,30.658,17.63,5.524,-4.27,C-
10209,3.553752792,834.8560843,65.32,0.24,-3.94,D+
10210,7.08,41.49,57.59,2.23,22.61,D++
10211,3.680410925,703.2727903,32.65,0.67,-8.31,C--
10212,3.543116627,703.5347179,39.37,0.47,-2.28,C--
10213,1.19,175.35,46.06,-0.01,-2.9,D++
10214,3.544823684,728.4061685,68.63,0.17,-2.1,D+
10215,0.85,110.94,55.43,0.03,-0.57,D++
10216,3.582858694,716.6060906,31.11,1.62,-3.4,C--
10217,32.31,47.39,32.28,-2.22,80.17,C--
10218,3.550555014,650.830978,6.3,0,-0.73,C-
10219,0.85,225.28,43.86,0.15,-5.42,D++
10220,0.466,809.8337005,16.633,-0.054290403,9.814124065,C-
10221,3.551928306,760.101651,88,0.3,-7.38,D
10222,3.555303121,797.3111109,62.69,0.41,-4.2,D+
10223,1.24,252.59,70.14,0.64,-14.03,D+
10224,0.922,108.29,39.046,0.115,-0.193,C--
10225,3.505671122,749.6018752,47.91,0.23,-2,D++
10226,3.578238261,1024.320906,53.51,0.07,-1.17,D++
10227,3.526578742,747.6837902,45.21,0.63,-0.78,D++
10228,3.582420156,664.6073791,79.69,0.308582913,6.994220672,D+
10229,3.600154259,722.3042268,80.58,0.51,-5.49,D+
10230,1.99,75.9,62.48,1.81,2.74,D+
10231,3.721913063,12179.35357,47.63,0.163730858,5.54621899,D++
10232,1.44,17.31,76.02,0,35.64,D+
10233,0.48,204.59,73.83,0.18,-4.77,D+
10234,3.565434262,866.2658009,63.75,0.71,-4.85,D+
10235,4.29,83.97,31.28,-0.27,1.97,C--
10236,3.485020337,794.973142,48.72,0.68,-2.78,D++
10237,0.38,418.55,52.59,0.09,-8.83,D++
10238,3.28,267.16,60.57,0.006,-29.27,D++
10239,2.94,188.26,37.85,0.82,-10.72,C--
10240,7.24,31.17,53.82,0,66.46,D++
10241,3.526834705,843.8338245,58.18,0.59,-5.01,D++
10242,0.8,140.52,73.75,0.08,-2.15,D+
10243,5.85,73.28,65.54,0.256549643,8.97,D+
10244,2.71,1347.01,62.31,0.078,-3.551,D+
10245,3.787542533,774.7135516,2.13,0.269466851,0,C-
10246,3.580747662,682.068147,75.69,0.41,-9.38,D+
10247,3.527423394,8604.274216,55.21,0.06,-2.37,D++
10248,4.51,33.32,77.34,0.21,20.24,D+
10249,0.612,96.109,22.523,0.005,-2.121,C--
10250,4.01,18.81,14.504,0.255284178,0.812,C-
10251,3.50931451,756.1497291,47.83,0.53,-0.89,D++
10252,0.466,486.239,44.61,0.052,-0.627,D++
10253,3.656018483,954.296606,15.75,0.277639782,-0.87,C-
10254,0.8,124.82,69.94,-0.02,-1.67,D+
10255,3.531881661,1016.201863,59,1.15,-16.31,D++
10256,3.615975156,1012.659065,60.89,-0.01,-3.7,D++
10257,8.52,39.49,56.81,1.67,35.38,D++
10258,3.043,45.903,32.028,0.707,-2.911,C--
10259,3.493720158,785.1090305,53.79,0.34,-3.18,D++
10260,1.58,75.63,58.32,0,2.59,D++
10261,0.01,11900,36.3,-0.08,-5.32,C--
10262,7.053,55.338,1.06,0.51,-0.22,C
10263,3.579965813,658.5224119,32.4,0.36,-1.82,C--
10264,3.811278986,656.4481955,49.84,0.257917349,8.776948358,D++
10265,0.173,1585.702,26.821,0.046,-3.436,C--
10266,3.587058921,792.5187729,20.52,0.06,-0.91,C-
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,C
10268,3.556051282,847.2738687,87.78,0.2,-3.7,D
10269,3.6,112.32,52.56,1.02,-5.27,D++
10270,3.550961918,772.5269035,63.38,0.17,-2.04,D+
10271,0.55,129.32,67.79,0.08,-1.19,D+
10272,3.574245879,747.4791976,23.25,0.17,-3.35,C--
10273,0.597,245.988,43.453,1.25,-7.249,D++
10274,0.26,417.69,77,0.07,-6.85,D+
10275,12.64,60.67,56.59,0.320402957,91.67,D++
10276,3.579128802,654.5375106,29.89,0.53,-1.79,C--
10277,0.531,139.915,28.818,0.061,-0.326,C--
10278,2.89,91.43,52.92,0.43,1.33,D++
10279,3.550196099,721.4292594,41.97,0.31,-1.37,D++
10280,0.08,1881.82,59.26,0,-4.18,D++
10281,3.53332835,843.748869,40.65,0,-12.36,C--
10282,3.589113894,681.7214192,25.15,0.14,-0.86,C--
10283,3.443305431,3053.597026,20.92,0,-23.66,C-
10284,0.67,118.54,71.77,0.12,-1.3,D+
10285,0.02,6128.57,60.87,0,-7.67,D++
10286,0.04,3066.04,76.37,0,-11.95,D+
10287,1.001,74.484,37.888,0.248,1.488,C--
10288,1.32,42.5,70.6,0.2,6.96,D+
10289,2.98,18.7,31.56,0.254651344,8.37,C--
10290,3.49782129,763.7111719,72.69,0.54,-3.4,D+
10291,0.8,150.46,70.02,0.12,-3.2,D+
10292,3.59501225,727.9167995,38.98,0.96,-11.82,C--
10293,8.85,10.41,58.57,-4.46,20.1,D++
10294,0.08,853.28,62.52,0.02,-3.95,D+
10295,1.53,841.6756073,83.87,0.198187815,-8.15,D
10296,6.9,41.95,50.31,1.65,41.43,D++
10297,3.489855763,779.5459564,50.13,0.34,-2.99,D++
10298,0.646,52.054,25.483,0.032,0.743,C--
10299,3.554857046,638.7083419,45.52,0.12,-4.13,D++
10300,2.02,56.96,44.68,0.57,1.83,D++
10301,3.522119275,715.1539401,43.93,0.38,-3.51,D++
10302,10.37,50.98,65.98,-0.51,17.68,D+
10303,0.09,1932.63,30.65,0.16,-3.67,C--
10304,2.2,88.12,53.03,-0.23,1.25,D++
10305,3.506242371,739.0475068,47.66,0.31,-2.65,D++
10306,4.51,63.99,51.39,0.21,10.81,D++
10307,3.589000835,791.1258855,57.02,0.93,-8.99,D++
10308,3.512979752,949.9277951,69.65,1.61,-12.4,D+
10309,3.559536721,705.5194334,42.05,0.16,-1.38,D++
10310,3.578665406,1459.367608,16.44,-0.94,-11.05,C-
10311,0.596,68.613,31.857,0.101,-0.885,C--
10312,3.606233213,739.8200727,85.65,0.73,-14.32,D
10313,3.550155021,750.2507234,68.53,0.36,-4.55,D+
10314,0.72,274.1,74.15,0.08,-7.83,D+
10315,7.34,37.68,39.82,-0.04,29.11,C--
10316,3.757573922,1865.288765,86.33,0.286262137,9.047734272,D
10317,3.546766293,792.1997767,37.58,1.27,-1.93,C--
10318,3.99,22.11,51.52,0.28,14.12,D++
10319,1.61,94.86,55.18,0,0.34,D++
10320,6.888,17.339,63.65,0.11,-10.742,D+
10321,3.534910099,754.9686706,55.19,0.33,-4.17,D++
10322,0.206,216.544,37.451,0.007,-3.801,C--
10323,0.8,174.16,91.46,0.18,-5.24,D
10324,0.73,185.59,70.69,0.27,-3.54,D+
10325,3.13,51.8,68.2,0.42,22.54,D+
10326,3.563552476,923.6280258,67.58,1.35,-4.93,D+
10327,4.41,81.98,80.64,1.527,2.96,D+
10328,3.52495954,859.9773399,58.75,0.47,-14.69,D++
10329,1.26,109.11,61.49,0.01,-0.59,D++
10330,1.78,60.14,69.71,0.11,4.17,D+
10331,3.67,55.67,75.43,1,24.85,D+
10332,0.076,3135.006,18.594,0.043,-1.79,C-
10333,18,47.16,66.11,0.308,23.11,D+
10334,0.321,119.698,37.629,0.03,-1.888,C--
10335,0.78,54.66,71.63,0.01,5.37,D+
10336,2.13,75.2,49.06,0.44,1.95,D++
10337,0.56,211.2,72.54,0,-5.89,D+
10338,2.97,58.02,52.48,-0.05,8.84,D++
10339,3.55362673,798.5228291,58.53,0.75,-11.44,D++
10340,3.547186128,816.3698805,69.15,0.23,-6.07,D+
10341,3.557567882,892.0194108,48.86,1.21,-9.43,D++
10342,0.58,351.09,71.08,0.1,-11.74,D+
10343,3.589273412,807.603436,53.86,1.01,-7.99,D++
10344,3.53386978,810.4033843,89.86,0.6,-16.43,D
10345,3.552414112,849.3211094,60.35,0.16,-5.57,D++
10346,5.27,47.3,60,1.23,14.19,D++
10347,3.594331079,677.6106674,30.63,0.08,-0.31,C--
10348,3.615828593,680.4588766,31.1,0.92,-3.96,C--
10349,3.654330671,784.2184469,32.81,1.49,-4.5,C--
10350,0.89,298.51,32.96,0.545,-9.67,C--
10351,4.3,27.61,54.73,0.93,18.56,D++
10352,3.609004923,812.7026247,63.95,-0.02,-4.05,D+
10353,0.26,174.06,46.95,0.02,-1.3,D++
10354,3.586283521,701.1388425,88.5,0.1,-4.23,D
10355,0.65,290.76,67.03,-0.03,-10.57,D+
10356,1.42,41.33,85.99,0.091,9.83,D
10357,1.6,26.402,23.323,0.031,3.392,C--
10358,0.52,315.54,73.75,0.24,-5.94,D+
10359,11.59,34.5,31.3,0.003,19.32,C--
10360,0.13,22.48,68.85,0,1.29,D+
10361,3.504034882,803.8589608,70.43,0.58,-13.5,D+
10362,0.31,1090,19.86,-0.02,-4.46,C-
10363,2.358,41.662,12.788,0.271734308,-0.046,C-
10364,1.52,107.53,51.84,0.22,-0.48,D++
10365,3.598723032,791.7808621,52.3,1.04,-9.54,D++
10366,3.563221981,671.5762668,37.15,0.72,-2.8,C--
10367,3.533345514,731.5753845,43.23,0.68,-6.46,D++
10368,2.805,18.878,83.85,0.082,14.724,D
10369,0.567,211300.606,28.91,0.136,-0.665,C
10370,3.49534193,831.8275041,57.48,0.18,-3.62,D++
10371,0.52,255.83,67.36,0.11,-6.62,D+
10372,3.605873938,638.9634629,12.69,0,-2.49,C-
10373,1.851,170706.138,48.923,0.035,-5.463,C--
10374,3.608105036,796.0176564,59.26,0.249976415,7.538349631,D++
10375,1.31,93.39,69.16,-0.06,0.62,D+
10376,2.79,8.69,64.85,0.3000158,26.39,D+
10377,0.54,44.14,77.53,0.294444802,6.91,D+
10378,0.36,358.67,65.62,0.07,-6.78,D+
10379,0.33,829.69,48.76,0.294114304,-15.2,D++
10380,3.35,39.4,54.37,2.68,11.52,D++
10381,13.7,114.91,32.28,0.774,-4.22,C--
10382,4.14,798.1166848,64.2,0.150487018,-4.71,D+
10383,3.527922671,763.4190181,19.41,1.98,-1.2,C-
10384,3.541437049,790.8086116,48.66,0.8,-6.15,D++
10385,0.17,388.66,68.53,0.11,-3.52,D+
10386,3.605410415,891.1219111,53.08,0.02,-1.89,D++
10387,1.358,36.301,38.262,0.282,3.693,C--
10388,3.583982803,1060.217045,57.4,0.04,-5.15,D++
10389,0.34,519.46,62.74,0.05,-8.53,D+
10390,0.2,58.02,26.718,0.378,-0.837,C--
10391,1.39,120.09,44.76,-0.07,-1.4,D++
10392,3.566337495,620.1276117,72.36,0.200576267,7.4503981,D+
10393,0.216,134.313,27.283,0.069,-0.349,C--
10394,2.56,64.76,55.16,0.08,3.99,D++
10395,0.48,529.18,65.09,0.37,-10.29,D+
10396,3.608930943,738.2335815,83.82,0.7,-6.21,D
10397,4.36,59.99,60.92,-0.01,13.67,D++
10398,3.625374058,641.5983187,38.31,0.76,-8.89,C--
10399,1.91,87.98,51.16,0.84,1.24,D++
10400,3.542398403,829.5272084,60.68,0.46,-4.68,D++
10401,3.632492053,879.1684734,28.6,0.265667616,-1.49,C--
10402,3.533778259,738.536477,78.26,0.41,-1.94,D+
10403,3.537615283,836.0209871,56.13,0.29,-7.43,D++
10404,1.03,233.58,50.16,0.59,-2.96,D++
10405,0.54,382.89,50.59,-0.05,-7.46,D++
10406,3.554142117,788.7040328,11.11,0.35,-0.61,C-
10407,3.97,69.36,59.45,0.622,9.74,D++
10408,0.6,228.07,67.06,-0.05,-6.02,D+
10409,1.422,7.228,54.95,-0.009,-23.68,D++
10410,3.522619539,866.9889373,59.25,0.28,-5.06,D++
10411,3.636043155,716.4710587,83.06,0.42,-4.65,D
10412,3.543784236,773.0544599,50.07,0.66,-6.26,D++
10413,4.56,32.2,43.59,0,28.58,D++
10414,3.569656624,1087.720121,72.63,0.99,-9.36,D+
10415,3.541704483,802.9442168,50.66,0.81,-6.72,D++
10416,0.04,1783.53,72.72,0,-5.51,D+
10417,3.573622237,657.834131,28.9,0.45,-1.18,C--
10418,3.51537625,777.4441113,52.16,0.33,-0.67,D++
10419,1.135,36.849,57.84,0.299,-2.06,D++
10420,9.26,23.47,52.03,0.885123015,112.01,D++
10421,0.651,174.513,32.563,0.099,1.203,C--
10422,4.44,24.23,60.22,0.66,38.61,D++
10423,3.577790325,624.1970787,30.52,0,-5.65,C--
10424,0.933,59.761,32.878,0.307,0.221,C--
10425,3.567270121,713.8748469,28.73,1.39,-0.14,C--
10426,0.051,6993.35,29.725,0.039,-4.936,C--
10427,0.29,534.07,79.07,0.41,-10.59,D+
10428,0.76,3.51,55.85,0.303110811,6.9,D++
10429,3.589166718,888.4717257,49.28,-0.02,-2.15,D++
10430,3.660154534,824.3940093,73.03,-0.1,-4.34,D+
10431,3.569867471,692.1644582,26.13,0.33,-0.74,C--
10432,3.603697471,678.1713597,29.38,0.27,-5.01,C--
10433,3.540558038,809.3031962,58.07,0.69,-16.06,D++
10434,3.6,22.28,42.46,0,31.85,D++
10435,1.26,119.18,65.57,0.31,-1.51,D+
10436,3.589311017,661.6487384,34.45,0.12,-1.69,C--
10437,0.3,381.69,53.75,0.29,-2.59,D++
10438,3.572360555,689.1596272,25.8,0.56,-2.97,C--
10439,3.604128728,887.2129434,53.38,0,-3.35,D++
10440,3.612619176,791.348907,34.03,0.05,-5.16,C--
10441,3.533178185,703.1599544,43.75,0.53,-5.31,D++
10442,3.614629878,944.2667936,67.74,0.06,-1.29,D+
10443,3.685972121,927.5095234,2.16,0.21222241,9.35781022,C-
10444,3.585385252,898.6934541,78.03,1.86,-6.02,D+
10445,3.483821638,814.8796157,54.78,0.41,-3.81,D++
10446,3.598170884,757.4918329,85.04,0.5,-6.58,D
10447,3.52482542,968.3293749,78.63,2.97,-34.93,D+
10448,0.68,55.222,32.7,0.014,-0.124,C--
10449,3.57482914,780.5823673,46.9,0.248338737,-4.06,D++
10450,0.21,599.03,69.75,0.95,-8.12,D+
10451,0.17,241.192,58.718,0.034,-3.411,D++
10452,20.07,43.71,69.73,-0.75,151,D+
10453,0.06,939.62,76.59,0.018,-2.21,D+
10454,14,56.919,56.96,0.011,-66.21,D++
10455,1.34,106.46,56.24,0.14,-0.49,D++
10456,0.05,2269.12,60.73,0.07,-7.03,D++
10457,5.64,38.45,62.55,0.77,26.41,D+
10458,3.593749276,837.2659172,34.55,0.18,-21.1,C--
10459,0.062,664.219,86.35,0.054,-100.35,D
10460,3.56472812,791.4588918,64.83,0.34,-4.47,D+
10461,3.608954954,831.4574408,26.13,0.06,-3.27,C--
10462,0.63,69.374,8.954,0.003,-1.023,C-
10463,0.35,531.39,75.06,-0.01,-10.1,D+
10464,4.19,17.6,77.57,0,28.08,D+
10465,10.49,33.71,52.31,0.7,89.33,D++
10466,3.50562966,799.4712414,51.23,3.84,-15.3,D++
10467,4.07,21.49,85.4,0.03,31.52,D
10468,0.4,71.722,55.54,0.093,-0.292,D++
10469,0.83,174.67,81.02,0.03,-4.29,D+
10470,3.587031299,771.1004756,4.98,0.214210586,9.60204802,C-
10471,0.448,164.98,27.479,0.012,-1.001,C--
10472,3.582856692,758.257398,62.1,0.14,-5.03,D+
10473,2.295,21.64,88.64,0.284927599,1.915,D
10474,3.566121034,1386.067055,24.38,1.95,-6.6,C--
10475,0.14,1278.74,57.71,0.05,-11.98,D++
10476,0.341,72.636,31.202,0.293,-1.046,C--
10477,0.53,253,62.58,0.03,-6.14,D+
10478,3.539485046,740.4082983,67.31,0.49,-4.68,D+
10479,3.36,24.53,74.75,0,54.94,D+
10480,0.19,623.33,66.87,-0.02,-5.99,D+
10481,3.492896361,935.8966715,69.72,2.31,-15.76,D+
10482,3.538847145,756.9660362,44.39,0.25,-1.5,D++
10483,5.43,38.18,69.98,2.61,16.79,D+
10484,3.502643877,797.2783291,53.9,0.33,-1.78,D++
10486,3.530260893,710.4289726,41.63,0.7,-3.93,C--
