id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10001,3.535809982,718.9380459,67.08,0.11,-3.62,C-
10002,3.575046202,675.012908,36.36,0.54,-2.32,C+
10003,5.88,29.5,45.99,-0.314,12.59,C
10004,0.92,210.02,54.33,0.07,-5.24,C
10005,4.593,48.031,62.827,0.297,12.843,C-
10006,3.533459017,769.3430888,53.357,0.658,-4.947,C
10007,3.589242604,656.8911586,33.99,0,-4.01,C+
10008,0.15,497.69,83.86,-0.04,-4.72,C--
10009,3.537347026,871.4375837,61.01,0.39,-6.97,C-
10010,0.49,243.55,64.72,0,-4.91,C-
10011,0.19,660.8,63.41,0.09,-5.52,C-
10012,1.55,52.03,74.34,0.09,6,C-
10013,3.582001239,718.2957188,67.77,0.14,-4.22,C-
10014,0.11,326.97,34.11,0.24,-1.05,C+
10015,0,62.186,37.57,-0.01,-4.83,C+
10016,3.502223213,837.3673852,58.57,0.45,-1.26,C
10017,0.17,291.41,44.66,0.04,-0.99,C
10018,3.534080615,758.0494792,53.61,0.31,-4.09,C
10019,3.545139995,771.8787398,48.72,0.14,-0.81,C
10020,1.64,218.79,43.14,1.13,-11.23,C
10021,1.45,109.28,51.74,0.07,-0.49,C
10022,2.32,69.48,74.24,0.26,6.06,C-
10023,1.353,422.543,51.93,2.81,-19.59,C
10024,0.04,828.64,73.76,0.01,-2.14,C-
10025,2.42,60.34,50.9,0.15,3.49,C
10026,0.01,18283.33,70.35,-0.07,-11.31,C-
10027,3.584215307,714.811317,66.8,0.12,-4.77,C-
10028,3.399405475,33365.89277,11.07,-0.66,-12.98,C++
10029,3.556298346,905.3991717,51.34,0.1,-2.33,C
10030,3.600240309,891.2827383,36.07,0.05,-1.5,C+
10031,3.532857525,741.3786217,43.56,0.25,-1.11,C
10032,0,1568.945,56.31,0.32,-10.25,C
10033,0.75,328.6,47.67,0.47,-13.94,C
10034,3.519376784,822.1482454,65.72,0.3,-13.65,C-
10035,3.555136224,693.7218258,44.21,0.14,-2.19,C
10036,1.03,153.49,59.05,0.73,-3.13,C
10037,0.56,341.9,61.31,0,-6.71,C-
10038,3.550187928,725.9003111,70.75,0.41,-10.14,C-
10039,0.3,360.39,51.95,0.04,-4.15,C
10040,0.8,216.91,68.9,0.03,-6.66,C-
10041,3.643300437,878.2945028,26.2,0.271159648,-1.017,C+
10042,3.549479476,680.6991023,18.58,0.11,-0.29,C++
10043,0.11,420,55.88,0,-2.3,C
10044,3.537300601,838.389422,58.79,0.15,-3.11,C
10045,2.37,327.27,37.59,4.05,-24.62,C+
10046,1.71,33.07,75.4,0,13.43,C-
10047,3.661872699,845.0547485,44.833,-0.03241194,8.032976733,C
10048,0.01,12262.5,80.78,0.04,-15.46,C--
10049,1.302,87.746,50.211,0.127,1.716,C
10050,0.88,133.89,89.72,0.04,-2.01,C--
10051,8.02,15.336,67.41,0.246,-2.46,C-
10052,1.881,18.789,17.458,0.119,3.577,C++
10053,3.60300604,609.8088362,28.35,0.01,-2.63,C+
10054,0.88,89.34,75.5,0.04,0.7,C-
10055,2.65,78.74,64.12,0.29,2.29,C-
10056,0.49,305.09,73.23,0.03,-6.72,C-
10057,3.580765349,1023.435011,56.26,0.15,-7.8,C
10058,3.588954247,825.5037362,57.39,0,-4.38,C
10059,1.01,74.56,63.87,0.008,2.6,C-
10060,1.25,99.01,52.98,-0.01,0.06,C
10061,0.38,33.33,7.01,0,0.27,C++
10062,3.55237136,689.5369264,45.38,0.88,-4.15,C
10063,0.2,536.21,39.96,0.24,-2.99,C
10064,0,168.022,33.41,0.307162784,-155.53,C+
10065,0.04,4385.42,47.53,0.48,-8.45,C
10066,3.62134179,817.8064266,64,-0.05,-5.36,C-
10067,3.59927176,769.854055,63.08,0.267628746,7.504740217,C-
10068,2.87,62.86,67.29,0.19,5.94,C-
10069,5.13,108.63,78.66,0.5,-4.98,C-
10070,5.29,69.33,81.21,-1.18,19.24,C--
10071,1.26,160.05,15.77,0.07,-0.92,C++
10072,0,431.476,63,-0.01,-5.45,C-
10073,0,3.969,33.32,0,-4.04,C+
10074,0.29,463.75,68.37,0.01,-5.73,C-
10075,2.41,75.51,74.74,0,6.99,C-
10076,1.41,89.6,63.83,0.04,0.75,C-
10077,3.585683628,665.1228184,37.42,0.47,-4.47,C+
10078,2.18,71.348,36.869,0.237,2.518,C+
10079,3.556852357,762.589944,71.56,0.26,-10.49,C-
10080,0.38,43.45,79.89,0.04,2.69,C--
10081,1.46,94.37,64.76,0.06,0.59,C-
10082,0.56,221.55,38.8,-0.02,-3.02,C+
10083,0.23,494.84,66.14,0.02,-5.41,C-
10084,10.94,77.16,10.73,2.22,3.95,C++
10085,0,1146.166,58.93,-0.01,-8.27,C
10086,1.93,275.54,65.33,0.277935418,-22.78,C-
10087,0.302,4.992,65.3,0.01,-6.395,C-
10088,0.2,838.13,81.08,0.07,-10.16,C--
10089,3.573226948,736.0778897,77.55,0.53,-4.92,C-
10090,1.43,89.63,71.95,0.039,1.84,C-
10091,3.582585536,673.2312922,36.19,0.35,-6.82,C+
10092,0.05,105.22,64.53,0,-0.03,C-
10093,3.563412369,732.9953037,28.9,0.04,-7.34,C+
10094,3.571018945,841.300765,51.34,0.09,-3.13,C
10095,3.4,215.28,72.62,0.01,-17.62,C-
10096,1.21,88.66,80.15,0.02,0.97,C--
10097,3.552330689,662.3165101,0.14,0,-1.72,C++
10098,3.595499102,642.7865186,30.26,0.47,-3.24,C+
10099,3.593100833,1299.740118,57.92,0.05,-17.43,C
10100,0,2830.783,72.9,0,-8.51,C-
10101,1.3,163.8,53.8,0.15,-3.43,C
10102,0,50100,60.43,-0.08,-6.6,C-
10103,15.46,193.54,43.99,10.832,-46.89,C
10104,0.087,14.078,82.03,-0.004,0.585,C--
10105,3.608287966,779.7161164,55.06,0.92,-7.76,C
10106,0.23,730.21,70.7,0.02,-10.93,C-
10107,3.592314274,806.2016648,62.86,0.14,-7,C-
10108,3.56441215,669.610024,33.81,0.22,-1.23,C+
10109,0,152.143,21.27,0,-2.7,C+
10110,3.602005934,675.8340465,22.08,0.16,-2.37,C+
10111,0.12,3766.67,22,0.16,-8.3,C+
10112,0.5,195.36,66.54,0.09,-3.84,C-
10113,3.71,44.99,37.02,0.42,4.88,C+
10114,3.569869696,729.9199882,37.32,0.95,-1.29,C+
10115,3.563561562,970.4241523,60.33,0.08,-0.97,C-
10116,3.598769609,759.0709607,52.11,0.76,-7.86,C
10117,3.502009374,802.7507148,64.12,0.38,-2.76,C-
10118,0.24,292.46,87.79,0,-2.62,C--
10119,3.05,32.53,80.37,0.06,11.31,C--
10120,6.21,27.17,79.34,0.298204563,46.95,C--
10121,0.97,170.96,72.07,-0.02,-4.44,C-
10122,1.33,59.73,70.04,0,3.7,C-
10123,0,835.7199477,4.97,-0.037,-2.798,C++
10124,3.581659944,768.3211699,65.02,0.65,-7.46,C-
10125,0.297,233.948,16.1,0.045,-2.602,C++
10126,3.707997122,1015.502546,48.482,0.133169657,8.27670857,C
10127,3.508721164,747.5876846,71.3,0.31,-1.94,C-
10128,1.44,49.43,78.55,0.13,14.17,C-
10129,0.09,2012.04,47.21,-0.01,-9.2,C
10131,3.585339505,676.7955891,36.1,0.72,-5.85,C+
10132,3.33,139.46,39.16,1.04,-3.97,C+
10133,3.585345779,800.0050162,75.98,0.203952939,-3.03,C-
10134,3.61,34.44,50.27,0.39,8.98,C
10135,0.37,283.17,55.22,0.13,-2.23,C
10136,2.53,64.17,68.18,-0.1,9.16,C-
10137,3.574776656,1056.775451,28.89,0.07,-4.32,C+
10138,3.508283037,838.4731645,56.52,0.26,-2,C
10139,3.57077416,791.4406761,55.64,0.252224835,7.5375156,C
10140,3.499599591,2262.176836,43.12,0.78,-3.29,C
10141,2.66,45.89,69.77,0.01,11.93,C-
10142,1.14,197.16,76.17,0.08,-9.19,C-
10143,6.13,219.026,59.06,0.002,0.288,C
10144,0.02,3762.07,71.16,0.07,-6.48,C-
10145,3.501257856,749.221875,47.714,0.361,-3.203,C
10146,10.172,27.617,39.501,-0.045,53.993,C
10147,1.41,50.9,71.44,0.02,9.62,C-
10148,3.515159923,812.5161349,56.32,0.16,-2,C
10149,3.553970084,674.4600846,35.95,0.48,-0.84,C+
10150,2,63.71,46.62,0.267659138,6.68,C
10151,4.61,35.82,46.72,0.009,32.86,C
10152,0.459,31480.093,78.353,0.047,-9.396,C-
10153,0,841.177,54.74,0.06,-6.09,C
10154,0.17,2076.64,68.55,-0.03,-11.46,C-
10155,3.614683576,780.5551768,41.96,-0.02,-1.96,C
10156,3.51304619,816.1688527,62.68,0.32,-2.95,C-
10157,3.55026807,788.2277159,61.93,0.12,-0.84,C-
10158,0.59,359.5,78.69,0,-10.48,C-
10159,3.520490153,826.158107,58.37,0.29,-11.7,C
10160,2.36,258.77,56.82,0.17,-27.55,C
10161,3.511156405,929.761553,67.51,0.49,-5.96,C-
10162,3.537009447,998.3124428,64.18,1.28,-25.41,C-
10163,9.884,9.96,30.851,-0.035,87.887,C+
10164,2.8,183.38,44.71,2.7,-13.14,C
10165,0.34,296.06,81.88,0.02,-4.5,C--
10166,0,252435.35,25.24,0.28639465,-1.5,C+
10167,3.67,73.07,83.29,-1,9.95,C--
10168,3.530918497,760.3894926,72.04,0.35,-8.2,C-
10169,1.52,145.19,64.84,0.290166876,-4.53,C-
10170,0.21,635.29,51.58,0.03,-4.01,C
10171,3.538453837,821.3126476,56.4,0.53,-6.39,C
10172,0.31,499.84,62.05,0.08,-7.56,C-
10173,3.615554772,866.0508924,46.65,0,-1.16,C
10174,2.49,39.86,70.31,0.04,13.16,C-
10175,3.491755478,839.0226141,43.97,0.26,-2.19,C
10176,0.94,108.5,75.27,0.45,-0.48,C-
10177,0.59,190.38,57.71,0,-2.51,C
10178,2.88,104.31,73.25,-0.1,-0.44,C-
10179,3.620291401,864.8160435,81.29,2.82,-7.49,C--
10180,1.07,180.39,65.07,0.4,-8.98,C-
10181,3.553676981,807.830897,40.344,0.238,-1.419,C
10182,3.549137398,786.3297596,56.07,0.49,-8.02,C
10183,3.195,21.714,35.6,0.269905666,18.688,C+
10184,3.582163174,738.6812031,36.42,1.33,-2.58,C+
10185,0.69,138.22,31.42,0.07,-0.9,C+
10186,3.570423489,1779.351177,57.69,0.05,-3.44,C
10187,3.963,131.623,61.584,1.272,9.832,C-
10188,0.03,6205.26,63.63,-0.03,-11.6,C-
10189,3.550980546,714.9718293,77.39,0.69,-12.46,C-
10190,0.67,158.13,69.92,0.02,-2,C-
10191,12.228,871.384746,59.624,0.127760001,-1.631,C-
10192,2.82,54.36,81.55,0.01,9.96,C--
10193,0.906,53.837,53.732,0.152,1.26,C
10194,5.36,146.19,29.66,1.849,-10.49,C+
10195,0.79,126.14,78.77,0,-1.02,C-
10196,3.582420156,664.6073791,79.72,0.308582913,6.994220672,C--
10197,0.02,7673.33,65.16,0.06,-5.5,C-
10198,3.05,53.54,69.31,0.269937358,18.11,C-
10199,1.86,45.78,69.22,0,12.38,C-
10200,1.83,91.27,75.34,0,1.02,C-
10201,3.517251749,749.8278887,47.14,0.19,-1.95,C
10202,4.67,164.71,42.23,0.27611131,-13.03,C
10203,3.717315231,991.3092709,48.564,0.165252199,8.124116343,C
10204,1.11,40.489,50.63,0.285871151,-4.07,C
10205,3.614691385,717.1915691,20.49,0.46,-2.55,C+
10206,20.733,40.923,55.254,1.913,72.455,C
10207,3.523557915,741.5180747,52.79,0.14,-3,C
10208,2.02,68.38,69.04,0.2,4.78,C-
10209,3.497220969,760.8662709,72.95,0.55,-3.03,C-
10210,0.58,252.99,69.25,0.14,-4.98,C-
10211,3.643008492,651.6542135,29.69,0.37,-4.59,C+
10212,3.624374325,756.6786829,20.65,0.19,-5.59,C+
10213,0.11,1192.72,54.19,0.01,-5.79,C
10214,3.566955062,1307.461356,58.26,0.06,-1.99,C
10215,0.39,259.12,59.43,0,-3.72,C-
10216,3.530776531,2103.929609,17.6,3.2,-4.91,C++
10217,15.85,35.626,31.388,-1.029,37.665,C+
10218,3.548785682,669.1432674,2.85,0,-0.67,C++
10219,0.21,810.46,38.5,0.04,-5.98,C+
10220,0.466,809.8337005,16.633,-0.054290403,9.814124065,C++
10221,3.518423398,819.0314183,63.02,0.27,-3.74,C-
10222,3.530263634,768.1135048,71.71,0.53,-7.52,C-
10223,0,58.367,66.46,0,-9.42,C-
10224,0.45,414.37,71.61,0.18,-10.38,C-
10225,3.534938064,814.3357319,51.26,0.77,-13.39,C
10226,3.613855054,813.2958937,45.33,0.01,-0.76,C
10227,3.544755948,1062.194521,40.44,-0.05,-0.11,C
10228,3.550048345,1005.489371,70.611,0.249724641,6.809405031,C-
10229,3.613216501,751.9662542,80.46,0.3,-5.01,C--
10230,6.64,35.16,64.55,0.621,26.41,C-
10231,3.623315325,870.3977874,38.224,-0.094952464,7.517132737,C+
10232,0.5,21.01,82.92,0.003,9.98,C--
10233,0,109.461,25.6,0,-1.95,C+
10234,3.513204489,719.8013668,75.22,0.7,-12.82,C-
10235,0.22,459.58,52.64,0,-4.37,C
10236,3.637501326,629.3058377,34.77,0.14,-4.06,C+
10237,0.48,199.44,71.59,0.04,-3.69,C-
10238,0,68.989,84.55,0,-8.63,C--
10239,0.14,2098.8,72.48,0.49,-6.62,C-
10240,3.973,30.069,47.706,0,37.882,C
10241,3.482091032,795.6729034,52.018,0.197,-3.627,C
10242,0.654,92.306,61.047,0.074,-0.579,C-
10243,2.63,80.73,79.26,0.271428203,4.63,C--
10244,0.01,11390,62.57,0.01,-7.37,C-
10245,3.618723829,858.5404773,16.883,0.284763668,0,C++
10246,3.666303349,894.0240465,72.83,0.03,-5.19,C-
10247,3.544942903,845.7352465,60.84,0.39,-5.11,C-
10248,1.08,84.91,75.09,-0.03,1.38,C-
10249,1.01,201.28,38.22,0,-4.18,C+
10250,1.55,18.81,23.72,0.263469529,0.812,C+
10251,3.502391081,737.5443323,46.79,0.51,-2.69,C
10252,0.08,1215.15,37.3,0,-2.8,C+
10253,3.674597704,1184.420033,9.23,0.261655614,-1.99,C++
10254,0.16,738.04,67.69,0.06,-6.29,C-
10255,3.555634172,902.9589938,46.8,0.08,-4.43,C
10256,3.561335416,805.7251852,58.04,0.44,-10.05,C
10257,11.23,67.94,47.08,0.03,14.86,C
10258,7.09,86.83,52.67,1.97,4.52,C
10259,3.579854471,722.0683466,50.09,0.66,-9.92,C
10260,1.79,71.56,65.32,0.34,3.11,C-
10261,1.25,209.73,44.24,0.17,-4.31,C
10262,20.2,106.05,4.43,0.51,-0.18,C++
10263,3.531090096,733.0100073,43.04,0.24,-1.11,C
10264,3.631135569,876.296063,40.248,-0.091987661,7.606363279,C
10265,0.5,375.65,52.59,-0.04,-8.6,C
10266,3.530688415,796.729371,55.73,0.17,-2.03,C
10267,3.553200211,864.8559564,0.74,0.208875797,8.959152735,C++
10268,3.542903116,824.8593695,82.5,0.24,-3.38,C--
10269,4.24,99.62,33.51,4.01,0.08,C+
10270,3.558265366,804.0269198,53.93,0.1,-3.19,C
10271,1.96,93.12,58.66,-0.1,0.73,C
10272,3.58126038,855.9712814,24.84,0.06,-0.91,C+
10273,0.73,706.97,90.96,1.3,-17.87,C--
10274,0.07,1749.83,72.05,-0.03,-8.26,C-
10275,7.717,46.057,47.49,0.261602263,67.126,C
10276,3.487954829,801.7723219,52.02,0.49,-3.24,C
10277,0.33,346.9,59.45,0.06,-4.14,C-
10278,0.97,249.46,65.5,0.9,-12.01,C-
10279,3.56794557,736.6676691,33.21,0.49,-1.61,C+
10280,0.198,2371.792,50.081,-0.014,-3.481,C
10281,3.529038252,908.7243313,21.78,0,-9.33,C+
10282,3.59255306,643.0292431,30.86,0.47,-2.81,C+
10283,3.240455045,2993.979816,12.336,1.611,-19.58,C++
10284,0.36,227.65,75.97,0.05,-3.3,C-
10285,0,1452.301,67.19,-0.01,-5.79,C-
10286,0.83,180.91,68.87,0.08,-4.22,C-
10287,5.07,43.08,53.96,0.8,13.94,C
10288,0,23.493,40.79,0,-0.96,C
10289,2.257,16.262,25.247,0.25612799,6.391,C+
10290,3.543322874,809.0566138,61.84,0.53,-5.57,C-
10291,1.88,66.06,66.76,0.24,3.36,C-
10292,3.571987923,1121.718559,40.46,1.24,-8.93,C
10293,5.951,20.457,45.987,-1.026,12.891,C
10294,1.69,38.58,62.24,0.02,5.96,C-
10295,6.99,897.6461737,60.93,0.039541409,-3.63,C-
10296,0.7,239.27,48.02,-0.02,-5.16,C
10297,3.570253622,698.9073633,67.32,0.67,-9.09,C-
10298,1.94,51.53,45.69,0.08,4.9,C
10299,3.717887084,1467.16254,60.02,0.04,-11.62,C-
10300,0.33,303.33,75.27,-0.01,-4.02,C-
10301,3.543477874,792.421004,48.8,0.17,-1.2,C
10302,0.82,134.55,77.51,-0.31,-1.31,C-
10303,0.33,503.06,31.15,0.22,-2.87,C+
10304,0.881,462.766,45.58,0.116,-2.148,C
10305,3.581667204,805.185839,36.34,1.18,-6.26,C+
10306,4.72,70.18,37.7,0.08,6.57,C+
10307,3.557983079,780.0612284,59.53,0.58,-8.43,C-
10308,3.526788235,801.4756081,60.89,2.44,-18.09,C-
10309,3.499981179,817.4313995,55.78,0.19,-2.48,C
10310,3.546116528,648.2598942,7.29,0,-0.92,C++
10311,1.35,123.19,73.13,0.18,-1.99,C-
10312,3.629870078,730.1764752,83.63,0.19,-4.03,C--
10313,3.620105903,737.7323689,83.15,0.22,-5.03,C--
10314,0.65,209.38,78.95,0.01,-4.38,C-
10315,5.139,29.148,32.811,0.003,21.016,C+
10316,3.579686709,1159.721273,86.11,0.320786014,8.896216688,C--
10317,3.558253029,727.0801745,35.76,1.36,-3.15,C+
10318,0.22,321.25,68.32,0.01,-2.64,C-
10319,1.794,91.931,46.488,0.016,3.659,C
10320,21.4,57.76,65.77,0.18,27.23,C-
10321,3.558913944,757.9016374,66.41,0.21,-8.13,C-
10322,0.29,475.43,76.53,0,-8.73,C-
10323,1.19,106.32,82.19,0,-0.47,C--
10324,0.82,169.2,73.08,0.13,-3.24,C-
10325,0,433.815,68.24,0.02,-9.01,C-
10326,3.48529788,822.8091979,55.37,0.69,-3.52,C
10327,1.98,72.12,60.76,0.05,4.01,C-
10328,3.547959837,830.2748638,59.2,0.18,-4.95,C
10329,1.46,77.82,56.35,0,1.56,C
10330,0.09,1717.07,25.25,0.47,-2.37,C+
10331,0.15,956.02,68.15,0.02,-7.9,C-
10332,0,3135.006,32.94,-0.01,-3.62,C+
10333,0.13,938.78,34.68,0.02,-2.09,C+
10334,0.38,387.68,74.36,0.01,-8.14,C-
10335,0.566,70.899,55.448,0.002,4.223,C
10336,4.83,30.39,46.23,0.29,18.58,C
10337,0.85,138.86,51.35,0.01,-1.63,C
10338,1.521,26.239,54.07,0.012,4.123,C
10339,3.485425687,828.6092561,55.29,0.52,-3.72,C
10340,3.652154285,696.3965263,82.97,0.11,-4.99,C--
10341,3.591183347,720.1964966,71.49,0.18,-8.57,C-
10342,1,155.14,69.5,0.34,-3.83,C-
10343,3.505722341,806.5725416,63.43,0.23,-2.22,C-
10344,3.572840055,669.7054234,74.87,0.49,-9.22,C-
10345,3.618644402,702.6682133,81.07,0.63,-7.69,C--
10346,0.46,214.37,76.95,0.22,-2.65,C-
10347,3.562696104,659.5845229,28.12,-0.01,-0.26,C+
10348,3.614951871,848.3718477,46.66,0.02,-2.3,C
10349,3.611246254,1286.948556,30.68,1.05,-5.35,C+
10350,0.88,400.78,43.02,0.73,-16.51,C
10351,0.5,250.3,46.5,0.19,-3.04,C
10352,3.606334749,886.1903556,52.42,0,-2.59,C
10353,0.27,229.64,47.64,0.03,-1.9,C
10354,3.547353667,757.7462887,63.53,0.17,-2.72,C-
10355,0.46,418.42,67.02,0.03,-11.48,C-
10356,0.24,550,0.28,0.091,-0.04,C++
10357,3.29,67.76,37.41,-0.1,3.57,C+
10358,0.34,374.09,64.01,0.19,-4.2,C-
10359,8.653,28.759,24.113,0.003,12.953,C+
10360,0.46,3.69,57.86,0,5.06,C
10361,3.639763734,683.1460713,77.95,0.17,-4.14,C-
10362,0.368,182.365,25.609,0.013,-2.427,C+
10363,2.358,41.662,12.788,0.271734308,-0.046,C++
10364,1.801,81.058,41.654,0.191,1.987,C
10365,3.550756558,821.3150745,65.62,0.29,-5.51,C-
10366,3.602813761,886.9017577,51.95,0,-0.31,C
10367,3.5621787,683.2578332,37.98,0.29,-1.68,C+
10368,5.72,6.94,85.1,0.21,41.81,C--
10369,0,211300.606,44.89,0.4,-2.66,C
10370,3.532690187,755.0163282,51.22,0.12,-3.2,C
10371,0.69,144.47,78.72,0.04,-3.35,C-
10372,3.535018522,759.8852872,15.54,2.49,-1.33,C++
10373,0.1,1608.99,76.46,-0.03,-9.16,C-
10374,3.644154488,650.7670559,51.48,0.245670287,8.629835452,C
10375,0.71,114.42,68.72,0.03,-0.76,C-
10376,1.728,21.796,53.565,0.497637183,14.257,C
10377,3.75,50.71,69.66,0.270380884,13.9,C-
10378,0.25,493.37,60.24,0.02,-4.94,C-
10379,0.61,764.47,59.26,0.302731272,-31.68,C
10380,0.71,152.54,66.3,0.16,-2.35,C-
10381,0.08,2977.78,42.45,0,-6.66,C
10382,12.05,735.3631622,65.94,0.140439016,-3.85,C-
10383,3.579865012,659.3276582,30.43,0.32,-1.4,C+
10384,3.53262821,746.4470069,47.36,0.55,-5.52,C
10385,0.828,277.701,61.354,0.235,-1.043,C-
10386,3.605597888,892.5956311,50.9,-0.01,-3.8,C
10387,3.12,38.75,73.21,0.08,11.86,C-
10388,3.606865099,645.5370247,31.67,0.17,-0.78,C+
10389,0.26,727.76,70.31,0.03,-11.89,C-
10390,0.2,58.02,26.718,0.378,-0.837,C+
10391,1.25,125.37,39.55,0.27,-1.78,C
10392,3.616962673,776.1042346,58.051,0.249530807,7.579243859,C
10393,1.15,74.15,67.48,0.19,1.19,C-
10394,0.46,260.9,78.62,0.39,-5.72,C-
10395,0.564,467.42,59.008,0.255,-5.303,C
10396,3.537362688,755.0859244,80.82,0.61,-12.83,C--
10397,2.502,47.336,52.025,-0.002,7.968,C
10398,3.554811478,697.0628927,38.66,0.24,-2.39,C+
10399,0.14,991.14,57.66,0,-7.24,C
10400,3.519961969,777.404752,77.62,0.75,-3.28,C-
10401,3.613666784,995.9831627,31.603,0.270406549,-0.666,C+
10402,3.576117087,1285.129586,59.205,0.056,-1.251,C
10403,3.55498964,750.3939576,73,0.72,-6.85,C-
10404,0.62,239.31,58.67,0.38,-4.27,C
10405,0.41,287.73,53.26,-0.06,-3.59,C
10406,3.580924928,3601.882278,14.39,0.18,-0.45,C++
10407,2.916,43.858,38.971,0.622,8.117,C+
10408,0.987,4032.67,55.978,0.104,-0.293,C
10409,1.422,7.228,43.181,-0.009,-0.659,C
10410,3.604949614,791.9244207,45.12,-0.11,-3.2,C
10411,3.51371648,825.5705301,64.84,0.277,-3.339,C-
10412,3.609690633,731.0841695,77.84,0.27,-4.93,C-
10413,3.136,30.345,38.917,0,19.755,C
10414,3.643654777,839.4035067,86.2,0.09,-2.29,C--
10415,3.535361934,779.2464413,54.51,0.52,-5.73,C
10416,1.03,92.23,61.35,0.23,0.52,C-
10417,3.547453051,694.9842962,38.95,0.51,-2.52,C+
10418,3.517251749,749.8278887,47.59,0.2,-2.22,C
10419,1.19,124.78,56.51,0.18,-2.05,C
10420,7.889,21.701,40.831,0.376972434,79.903,C
10421,0.07,1521.15,70.48,0.29,-4.82,C-
10422,13.78,73.03,55.16,0.11,30.1,C
10423,3.509291611,741.4733776,47.67,0.74,-3.67,C
10424,2.02,88.31,58.18,0.56,1.02,C
10425,3.578377825,725.1755922,23.55,0.23,-0.9,C+
10426,0,6993.35,63.19,0,-10.6,C-
10427,0.25,827.49,78.29,0.45,-13.4,C-
10428,0.616,3.774,48.675,0.355477971,5.501,C
10429,3.57332926,772.4342408,52.79,0.2,-7.36,C
10430,3.651749211,839.026595,69.7,-0.05,-3.14,C-
10431,3.583527677,859.7136617,26.88,0.06,-0.99,C+
10432,3.584271958,666.1350265,38.04,0.36,-4.72,C+
10433,3.60323437,711.1020433,50.16,0.47,-25.48,C
10434,2.608,16.826,34.491,0,22.886,C+
10435,0.4,272.84,79.34,0.04,-5.73,C--
10436,3.551766956,698.1045593,39.09,0.35,-2.3,C+
10437,6.28,28.74,47.9,-0.18,24.59,C
10438,3.647766929,791.2478718,63.33,0.18,-2.84,C-
10439,3.608354772,637.3285594,27.36,0,-3.13,C+
10440,3.586663565,1475.566563,54.42,0.05,-1.98,C
10441,3.503909004,729.0402866,67.98,0.23,-2.66,C-
10442,3.618525279,1332.852758,71.59,0.06,-0.86,C-
10443,3.603758806,718.8657866,9.1,0.210617334,9.713740805,C++
10444,3.533925283,945.3515583,62.56,2.51,-3.32,C-
10445,3.533851973,812.6585949,56.59,0.32,-5.22,C
10446,3.519091442,755.6802271,73.8,0.51,-14.66,C-
10447,3.617701906,825.1599269,65.49,0,-5.79,C-
10448,0.96,125.1,57.86,0.01,-1.17,C
10449,3.59695629,767.2524191,24.29,0.280445047,-17.5,C+
10450,3.66,48.34,58.97,0.2,7.48,C-
10451,0.16,817.08,54.03,0.11,-6.35,C
10452,6.4,48.93,78.09,-0.59,47.3,C--
10453,0.245,138.163,66.068,0.018,-1.992,C-
10454,1.03,41.86,84.4,0,3.07,C--
10455,0.17,837.3,85.12,0.06,-8.03,C--
10456,0.53,170.41,64.32,0.18,-2.13,C-
10457,1.665,45.145,60.597,0.206,5.785,C-
10458,3.51769843,713.5070862,43.87,0.32,-3.66,C
10459,0.35,392.55,59.46,0,-5.66,C-
10460,3.501247293,819.2097602,56.13,0.2,-2.39,C
10461,3.551781808,648.9369846,20.31,0,-1.29,C+
10462,1.2,267.02,16.34,0.01,-2,C++
10463,0.43,377.36,71.49,0.1,-8.44,C-
10464,0.83,83.33,78.48,0.01,0.86,C-
10465,9.662,33.383,41.447,1.596,54.092,C
10466,3.61136701,825.7588793,57.81,-0.11,-7.08,C
10467,0,1890.736,55.64,0.22,-6.29,C
10468,0.72,119.36,54.65,0.26,-0.78,C
10469,0.45,245.45,70.7,0.08,-6.47,C-
10470,3.63597578,908.3874776,1.36,0.213127314,8.856851678,C++
10471,0.3,393.99,54.36,-0.05,-3.87,C
10472,3.558479531,790.8004707,65.32,0.36,-4.71,C-
10473,2.295,21.64,70.053,0.280818171,1.915,C-
10474,3.587187395,685.6516235,27.11,0.21,-2.49,C+
10475,0.98,193.06,69.49,0.02,-6.83,C-
10476,0.341,72.636,31.202,0.293,-1.046,C+
10477,0.42,285.68,73.4,0.04,-4.37,C-
10478,3.518173545,821.4729136,62.76,0.29,-3.41,C-
10479,2.31,21.81,76.15,-0.01,34.77,C-
10480,0,144.92,54.94,0,-5.84,C
10481,3.529578808,814.5375565,59.09,0.76,-5.13,C
10482,3.582624691,1878.515309,59,0.05,-0.53,C
10483,1.66,172.74,24.88,0.34,-2.31,C+
10484,3.584144367,763.7948287,75.81,0.23,-1.11,C-
10486,3.605406884,721.3625746,45.89,0.02,-4.73,C
10487,3.5708826,862.0263666,0.02,0.214160218,8.904897808,C++
10488,2.28,68,47.65,0.004,5,C
10489,4.621,11.621,32.397,0.001,54.008,C+
10490,0.368,33.63,53.458,-0.002,1.574,C
10491,3.576361578,900.8263096,41.13,0.07,-1.3,C
10492,1.51,47.02,76.72,0.047,6.93,C-
10493,1.76,71.04,58.04,0,2.84,C
10494,3.577613107,721.1214931,81.83,0.16,-2.35,C--
10495,0.797,160.487,42.144,-0.031,-3.45,C
10496,3.603758806,718.8657866,9.88,0.210617334,9.713740805,C++
