id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10106,0.24,617.76,88.99,0.15,-10.27,C-
10107,3.545728738,849.7113449,56.871,0.299,-6.983,C
10108,3.564074384,805.221937,40.232,0.192,-1.277,C+
10109,0.06,1521.43,30.98,0,-2.01,C+
10110,3.617817361,700.3072419,26.867,0.49,-4.923,C++
10111,1.19,408.77,25.58,0.12,-8.5,C++
10112,0.68,135.31,67.21,0.22,-1.92,C
10113,0.79,238.66,35.84,-0.22,-3.01,C+
10114,3.541668472,706.9013557,40,0.382,-1.421,C+
10115,3.561818525,658.875833,42.558,0.137,-3.491,C+
10116,3.473537462,823.6879078,50.549,0.469,-3.647,C
10117,3.492717023,817.4855091,49.22,0.255,-2.42,C+
10118,0,138.729,77.11,-0.01,-4.94,C-
10119,1.715,37.977,64.882,0.116,5.645,C
10120,6.161,50.162,73.478,0.242387678,55.445,C-
10121,0.42,389.92,76.2,-0.01,-8.45,C-
10122,1.54,62.2,76.09,0.06,4.28,C-
10123,0,835.7199477,0.8,-0.037,-2.798,B--
10124,3.563010062,760.1883207,61.358,0.492,-8.964,C
10125,0.25,1003.09,39.08,-0.05,-8.69,C+
10126,3.707997122,1015.502546,48.482,0.133169657,8.27670857,C+
10127,3.530399858,803.0784641,66.663,0.395,-6.096,C
10128,1.32,49.64,72.98,0.234,10.73,C-
10129,0.04,4417.5,57.28,-0.03,-10.59,C
10131,3.58473957,677.0480863,38.104,0.451,-5.333,C+
10132,4.13,131.25,37.08,3.1,-4.19,C+
10133,3.549216582,832.9111316,64.009,0.252151102,-0.461,C
10134,1.62,68.08,56.24,0.18,2.34,C
10135,0.64,156.22,56.8,0.1,-1.07,C
10136,3.67,53.74,61.02,-0.38,16.45,C
10137,3.60531286,699.7958088,33.506,0.124,-3.437,C+
10138,3.534080615,758.0494792,54.095,0.332,-4.558,C
10139,3.57077416,791.4406761,55.64,0.252224835,7.5375156,C
10140,3.585835709,764.2736618,33.992,0.254,-2.062,C+
10141,3.96,33.38,66.3,-0.39,23.57,C
10142,0.5,356.17,69.3,0.21,-10.6,C
10143,5.35,48.96,56.44,0.002,10.66,C
10144,0.28,323.91,82.58,0.19,-4.82,C-
10145,3.501257856,749.221875,47.714,0.361,-3.203,C+
10146,10.172,27.617,39.501,-0.045,53.993,C+
10147,1.73,60.05,66.87,0.141,8.31,C
10148,3.513362524,793.3618605,50.187,0.194,-1.301,C
10149,3.59655214,646.9667132,32.47,0.399,-2.746,C+
10150,1.72,55.45,46.86,0.26987283,5.7,C+
10151,3.25,37.98,54.79,0.009,27.95,C
10152,0.69,237.42,88.78,0.08,-8.44,C-
10153,0.03,3558.82,67.84,0.07,-6.63,C
10154,0.33,1006.15,66.01,0.22,-9.66,C
10155,3.595331156,725.836951,33.235,0.147,-0.969,C+
10156,3.502943123,886.617327,46.793,0.259,-5.132,C+
10157,3.592648233,816.1960044,68.973,0.095,-2.286,C
10158,0.76,306.84,79.53,0.07,-9.56,C-
10159,3.552202788,741.0010171,66.226,0.561,-10.204,C
10160,5.38,78.33,47.79,0.019,6.4,C+
10161,3.555820692,787.5114992,63.703,0.475,-4.81,C
10162,3.531780241,857.3874408,68.032,1.415,-18.996,C
10163,9.884,9.96,30.851,-0.035,87.887,C+
10164,1.92,177.09,47.07,-0.054,-9.41,C+
10165,0.14,617.65,78.15,0.09,-3.61,C-
10166,0,39322.94,31.88,0.328077243,-3.02,C+
10167,12.082,45.31,63.642,-0.204,50.943,C
10168,3.53968569,799.659626,56.844,0.647,-5.447,C
10169,1.59,154.65,75.29,0.29747441,-5.71,C-
10170,1.08,75.54,53.72,0.07,1,C
10171,3.473211556,803.5064226,53.964,0.244,-3.504,C
10172,0.55,256.8,69.23,0.05,-5.85,C
10173,3.61561272,784.3234087,43.288,0.024,-0.919,C+
10174,2,35.21,83.82,0.04,12.34,C-
10175,3.538126681,832.1427043,59.205,0.292,-4.244,C
10176,0.54,104.11,80.18,0.53,-0.16,C-
10177,0.85,130.19,63.52,-0.08,-1.45,C
10178,3.059,81.529,67.094,0.494,1.801,C
10179,3.573718592,780.3702695,73.276,0.894,-6.547,C-
10180,0.95,150.4,70.89,0.23,-4.59,C-
10181,3.553676981,807.830897,40.344,0.238,-1.419,C+
10182,3.54550336,846.3778437,65.471,0.239,-7.002,C
10183,3.195,21.714,35.6,0.269905666,18.688,C+
10184,3.548527382,861.8320103,46.726,0.989,-3.544,C+
10185,1.92,67.7,23.28,0.68,1.5,C++
10186,3.573896016,906.6701889,53.265,0.091,-2.588,C
10187,5.4,65.96,57.9,1.43,5.97,C
10188,0.37,407.05,62.96,0.12,-7.16,C
10189,3.562679853,735.4974094,71.77,0.709,-9.61,C-
10190,0.37,161.39,75.06,0.05,-1.25,C-
10191,12.228,871.384746,59.624,0.127760001,-1.631,C
10192,0.99,124,79.05,0.38,-1.71,C-
10193,1.57,35.86,93.44,-0.04,3.72,C--
10194,6.87,99.09,28.69,1.849,0.2,C++
10195,1.36,76.77,65.93,0,1.32,C
10196,3.50320276,865.8903753,71.351,0.254316165,6.554319467,C-
10197,0.19,638.24,61.01,-0.03,-5.57,C
10198,2.59,66.2,67.8,0.258757395,11.02,C
10199,1.3,33.57,69.18,0,9.43,C
10200,2.017,77.944,68.242,0.108,1.861,C
10201,3.525877226,747.0979026,44.557,0.258,-1.986,C+
10202,3.51,248.27,44.85,0.274862353,-20.7,C+
10203,3.717315231,991.3092709,48.564,0.165252199,8.124116343,C+
10204,1.18,40.489,45.26,0.291063011,-2.97,C+
10205,3.579871906,721.6110481,23.917,0.29,-2.244,C++
10206,5.94,64.51,63.23,2.83,10.2,C
10207,3.500327463,790.427138,54.799,0.277,-2.489,C
10208,4.96,26.44,72.08,0.06,28.71,C-
10209,3.509141183,822.4461658,62.224,0.305,-2.973,C
10210,1.09,112.46,71.65,0.28,-0.84,C-
10211,3.558916183,1662.228152,28.023,0.435,-6.173,C++
10212,3.593294332,649.513635,32.289,0.317,-2.625,C+
10213,0.33,438.95,57.64,-0.01,-4.69,C
10214,3.506102878,859.0099012,60.261,0.197,-2.902,C
10215,0.57,158.39,65.32,0.06,-2.27,C
10216,3.59049268,777.0619433,24.66,1.489,-3.588,C++
10217,15.85,35.626,31.388,-1.029,37.665,C+
10218,3.535866981,664.5374403,4.676,0,-0.649,B--
10219,0.31,531.58,44.14,0.14,-6.19,C+
10220,1.54,636.6548468,37.37,0.159489998,7.127702061,C+
10221,3.595271762,724.462488,74.945,0.199,-5.321,C-
10222,3.558888058,804.6953902,61.551,0.3,-4.418,C
10223,0,58.367,71.32,0.01,-9.26,C-
10224,1.12,125.04,81.56,-0.26,-2.04,C-
10225,3.528818857,778.9988182,50.814,0.487,-5.719,C
10226,3.61516044,858.5784186,47.422,0.008,-0.931,C+
10227,3.530344476,769.5750683,41.198,0.808,-1.715,C+
10228,3.577866755,680.7770266,76.74,0.27399857,7.395563046,C-
10229,3.544198584,796.681058,71.906,0.39,-5.069,C-
10230,6.19,31.07,67.74,0.621,32.55,C
10231,3.623315325,870.3977874,38.224,-0.094952464,7.517132737,C+
10232,0.729,20.322,70.642,0.003,15.644,C-
10233,0,109.461,47.91,-0.04,-3.62,C+
10234,3.547721988,829.262391,62.949,0.578,-6,C
10235,0.36,285.79,56.49,0.3,-3.84,C
10236,3.495219652,798.8964661,48.766,0.315,-2.723,C+
10237,0.1,1008.28,69.04,0.07,-5.32,C
10238,0,68.989,84.54,0,-7.09,C-
10239,0.26,1045.58,58.75,0.93,-3.88,C
10240,3.973,30.069,47.706,0,37.882,C+
10241,3.482091032,795.6729034,52.018,0.197,-3.627,C
10242,0.62,145.54,77.6,0.08,-2.16,C-
10243,3.25,88.93,81.74,0.285630259,3.12,C-
10244,0.07,1359.7,71.21,0,-7.49,C-
10245,3.610102744,1060.353901,11.3,0.284472742,0,C++
10246,3.555877964,778.9679343,69.255,0.215,-5.81,C
10247,3.483621988,776.6092194,52.522,0.238,-2.989,C
10248,0.35,300.5,70.61,0.1,-5.6,C-
10249,1.25,146.48,48.62,0,-3.49,C+
10250,0.41,18.81,25.07,0.261094654,0.812,C++
10251,3.531905936,744.8149111,44.781,0.301,-1.677,C+
10252,0.26,408.16,38.12,0.1,-2.88,C+
10253,3.670342304,965.9409284,12.67,0.276306769,-0.803,C++
10254,0.26,396.9,67.92,0.04,-4.18,C
10255,3.581063809,754.6070971,53.412,0.398,-10.04,C
10256,3.521291018,810.2275231,57.477,0.324,-4.633,C
10257,14.78,50.49,65.03,0.01,37.19,C
10258,6.53,101.05,57.44,3.22,-0.39,C
10259,3.538032929,811.6720783,51.026,0.349,-7.247,C
10260,2.77,39.96,75.35,0.5,11.17,C-
10261,0.93,297.58,47.12,0.08,-6.17,C+
10262,7.053,55.338,12.332,0.51,1.346,C++
10263,3.577570543,667.0246951,32.42,0.275,-1.465,C+
10264,3.631135569,876.296063,40.248,-0.091987661,7.606363279,C+
10265,0.66,213.62,59.34,0.09,-5.16,C
10266,3.603950064,647.2364085,30.153,0.134,-1.169,C+
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,B--
10268,3.543417845,765.533059,77.479,0.2,-3.269,C-
10269,1.95,139.9,50.12,2.75,-6.14,C
10270,3.570387631,1103.140803,57.037,0.072,-2.386,C
10271,2.8,51.38,60.33,0.06,7.69,C
10272,3.586654716,708.7215055,22.645,0.096,-1.965,C++
10273,1.01,570.79,87.08,3.39,-13.94,C-
10274,0.05,2102.72,84.1,-0.04,-8.62,C-
10275,7.717,46.057,47.49,0.261602263,67.126,C+
10276,3.566698985,680.2851895,37.698,0.535,-2.447,C+
10277,0.16,747.06,58.62,0.12,-5.47,C
10278,1.09,198.7,76.01,0.87,-9.13,C-
10279,3.561995997,673.3796919,33.798,0.247,-1.377,C+
10280,0.01,10579.49,78.56,0,-7.06,C-
10281,3.607150649,866.7980792,27.79,1.71,-7.917,C++
10282,3.562672547,695.5247443,26.16,0.348,-1.736,C++
10283,3.240455045,2993.979816,12.336,1.611,-19.58,C++
10284,0.51,126.02,75.12,0.04,-1,C-
10285,0,1452.301,77.34,-0.01,-9.07,C-
10286,0.69,236.64,74.38,0.01,-6.27,C-
10287,1.08,121.76,63.3,0.12,-1.33,C
10288,0,23.493,42.37,0.01,-0.88,C+
10289,2.257,16.262,25.247,0.25612799,6.391,C++
10290,3.536946047,757.2635114,69.153,0.428,-4.112,C
10291,0.68,85.65,69.66,-0.05,0.53,C
10292,3.631417677,643.5186061,34.876,0.754,-9.353,C+
10293,5.951,20.457,45.987,-1.026,12.891,C+
10294,0.55,148.57,71.48,0.05,-1.78,C-
10295,2.657,751.9840981,70.348,0.174407286,-4.844,C-
10296,1.12,137.36,60.39,0.07,-2.7,C
10297,3.48424338,818.9829061,52.671,0.304,-3.829,C
10298,0.81,122.62,54.77,0.11,-1.22,C
10299,3.563408183,720.9146593,52.862,0.174,-4.959,C
10300,0.84,138.15,80.2,0,-1.89,C-
10301,3.535174392,682.1368999,41.505,0.249,-2.624,C+
10302,5.916,68.961,58.615,0.074,6.529,C
10303,0.46,381.22,32.49,0.16,-3.09,C+
10304,0.45,283.88,58.98,0.33,-5.01,C
10305,3.511995006,759.6880307,40.623,0.357,-3.266,C+
10306,5.29,43.96,37.03,0.93,13.73,C+
10307,3.53786792,819.4447216,56.05,0.532,-6.361,C
10308,3.516094878,938.239516,67.175,1.342,-11.905,C
10309,3.556094006,682.362924,44.102,0.118,-1.64,C+
10310,3.634820556,737.675743,13.253,0.134,-6.768,C++
10311,1.05,130.19,69.08,0.42,-1.88,C
10312,3.594339425,672.8744658,78.102,0.402,-8.49,C-
10313,3.549137461,767.8340107,68.584,0.267,-4.486,C
10314,0.3,337.58,80.16,-0.01,-4.23,C-
10315,5.139,29.148,32.811,0.003,21.016,C+
10316,3.600817085,665.8391937,76.386,0.26523333,7.193467597,C-
10317,3.571680108,738.0877137,35.426,1.054,-2.953,C+
10318,0.6,90.86,57.77,-0.04,0.24,C
10319,0.46,320.15,62.09,0.04,-5.4,C
10320,6.888,17.339,58.653,0.11,-10.742,C
10321,3.534080615,758.0494792,52.39,0.334,-4.07,C
10322,0.35,397.72,76.43,-0.01,-8.31,C-
10323,1.18,65.33,82.51,0.41,2.68,C-
10324,0.14,678.88,73.87,-0.03,-4.53,C-
10325,0.06,2352.08,68.7,-0.02,-9.64,C
10326,3.555139933,779.3362952,61.736,0.646,-4.448,C
10327,4.64,34.69,64.34,-0.21,21.46,C
10328,3.569036195,808.3611996,55.748,0.332,-10.248,C
10329,0.985,142.529,54.627,0.123,-0.608,C
10330,0.17,1252.24,59.6,1.25,-2.82,C
10331,0.02,6609.15,75.92,-0.08,-7.29,C-
10332,0,3135.006,34.45,-0.02,-4.14,C+
10333,0.15,765.6,42.15,0.16,-2.59,C+
10334,0.45,189.31,80.31,0.04,-3.31,C-
10335,0.566,70.899,55.448,0.002,4.223,C
10336,3.29,42.7,58.05,0.14,11.46,C
10337,1.21,147.43,45.87,-0.06,-2.65,C+
10338,1.521,26.239,46.673,0.012,4.123,C+
10339,3.570548874,780.9978998,51.607,0.751,-7.173,C
10340,3.570943442,871.9077133,62.53,0.116,-5.419,C
10341,3.538104414,838.1571113,59.485,0.595,-7.11,C
10342,0.31,457.76,75.02,0.17,-7.14,C-
10343,3.519963856,839.7963255,57.457,0.361,-5.719,C
10344,3.515389176,785.5628461,75.533,0.412,-12.929,C-
10345,3.54900726,817.2081688,61.5,0.239,-5.498,C
10346,1.1,108.96,74.18,0.34,-0.5,C-
10347,3.565066651,662.2739337,25.7,0.039,-0.263,C++
10348,3.566127487,689.1913825,33.641,0.48,-2.565,C+
10349,3.652787817,776.9800356,30.156,1.186,-4.042,C+
10350,0.89,462.68,37.05,0.56,-19.67,C+
10351,1.04,122.99,56.31,0.03,-1.1,C
10352,3.601564245,1124.671309,56.43,0.039,-3.3,C
10353,0.19,227.23,45.27,0.06,-1.25,C+
10354,3.571350734,725.4384299,72.786,0.104,-3.718,C-
10355,0.47,363.06,80.41,0.03,-10.44,C-
10356,0.642,126.381,2.02,0.091,-2.045,B--
10357,2.97,56.75,45.7,0.05,5.59,C+
10358,0.5,93.49,70.97,0.11,0.14,C-
10359,8.653,28.759,24.113,0.003,12.953,C++
10360,0.129,9.445,59.808,0,1.521,C
10361,3.566951259,764.4538056,64.35,0.811,-8.192,C
10362,1.98,54,67.22,0.04,5.76,C
10363,9.13,111.19,15.13,0.302647097,-0.32,C++
10364,0.77,172.73,58.52,0.48,-2.6,C
10365,3.531926525,738.9699097,46.746,0.575,-5.657,C+
10366,3.583401472,680.4388717,38.692,0.113,-2.205,C+
10367,3.575065546,680.2502788,38.224,0.428,-4.362,C+
10368,5.15,6.8,80.52,0.03,26.98,C-
10369,0.17,317.74,60.11,0.3,-2.44,C
10370,3.577784146,712.659819,51.861,0.148,-3.962,C
10371,0.54,187.66,84.35,0.01,-4.85,C-
10372,3.604704168,817.062994,10.852,0.945,-2.144,C++
10373,0,170706.138,82.94,0.07,-9.43,C-
10374,3.644154488,650.7670559,51.48,0.245670287,8.629835452,C
10375,0.48,82.33,74.45,0.04,0.63,C-
10376,1.728,21.796,53.565,0.497637183,14.257,C
10377,0.25,292.08,79.92,0.267994894,-4.38,C-
10378,0.42,273.52,67,0.16,-4.39,C
10379,0.37,921.13,62.74,0.305905688,-22.32,C
10380,0.75,119.71,56.5,0.15,-0.83,C
10381,0.02,9460,46.33,0.12,-7.01,C+
10382,5.375,1081.916716,56.812,0.171746101,-3.836,C
10383,3.611979389,671.5398304,25.772,0.124,-2.993,C++
10384,3.526075952,687.2876651,46.077,0.72,-4.647,C+
10385,0.54,218.08,69.11,0.09,-3.63,C
10386,3.592749142,1066.434651,52.89,0.032,-3.625,C
10387,2.45,55.76,82.22,0.05,7.17,C-
10388,3.513883754,717.5565823,43.362,0.285,-2.723,C+
10389,0.16,1070.67,73.64,0.03,-11.48,C-
10390,1.19,79.11,76.66,0.17,2.16,C-
10391,0.33,426.42,49.95,0.69,-7,C
10392,3.616962673,776.1042346,58.051,0.249530807,7.579243859,C
10393,0.23,336.99,57.14,0,-1.4,C
10394,1.03,146.55,72.57,0.05,-3.65,C-
10395,0.16,721.95,69.86,0.3,-7.33,C
10396,3.562149951,712.5553107,76.729,0.419,-7.473,C-
10397,2.502,47.336,52.025,-0.002,7.968,C
10398,3.58473957,677.0480863,36.477,0.435,-5.383,C+
10399,1.734,288.931,50.386,0.589,1.416,C
10400,3.440147068,2535.980584,58.382,0.839,-3.821,C
10401,3.567311032,811.5945144,41.19,0.267297261,-0.26,C+
10402,3.576117087,1285.129586,59.205,0.056,-1.251,C
10403,3.537300809,861.2698724,61.277,0.432,-6.668,C
10404,0.43,299.2,60.89,0.1,-4.78,C
10405,0.37,312.34,64.31,0,-4.45,C
10406,3.56233522,689.3953904,11.805,0.155,-0.454,C++
10407,3.18,59.41,52.05,2.47,6.02,C
10408,0,36183.33,79.65,-0.01,-5.77,C-
10409,1.422,7.228,43.181,-0.009,-0.659,C+
10410,3.516390349,824.3466711,49.48,0.338,-5.604,C+
10411,3.51371648,825.5705301,64.84,0.277,-3.339,C
10412,3.538308969,814.7150322,55.885,0.409,-5.359,C
10413,3.136,30.345,38.917,0,19.755,C+
10414,3.532427646,813.0676198,69.259,0.403,-6.249,C
10415,3.53996428,793.3157337,51.493,0.48,-5.508,C
10416,0.51,154.33,61.29,0.16,-1.94,C
10417,3.57981759,664.1874405,30.318,0.307,-1.33,C+
10418,3.463265191,6775.203759,46.169,0.14,-1.488,C+
10419,3.08,42.71,70.13,0.55,14.01,C-
10420,7.889,21.701,40.831,0.376972434,79.903,C+
10421,0.81,94.8,44.18,0.02,0.09,C+
10422,12,41.41,62.54,2.26,88.44,C
10423,3.589346821,659.0319286,34.093,0.356,-3.509,C+
10424,0.72,258.29,70.6,0.07,-5.4,C-
10425,3.56769273,692.4691058,26.129,0.388,-1.385,C++
10426,0,6993.35,59.02,-0.07,-11.3,C
10427,0.08,1355.82,81.37,0.45,-8.26,C-
10428,0.59,2.93,52.9,0.342889787,5.73,C
10429,3.526848311,740.3732868,47.312,0.179,-3.28,C+
10430,3.660831787,884.1867456,68.398,0.007,-3.479,C
10431,3.598759033,706.9737859,24.101,0.091,-0.684,C++
10432,3.643066312,651.8601415,30.968,0.443,-4.077,C+
10433,3.508046823,912.0415119,55.99,0.378,-12.941,C
10434,2.608,16.826,34.491,0,22.886,C+
10435,0.4,266.56,72.28,-0.01,-4.94,C-
10436,3.573657081,669.0631598,35.331,0.186,-1.781,C+
10437,0,1070.528,65.91,0.21,-5.55,C
10438,3.599832975,685.842951,37.081,0.387,-2.26,C+
10439,3.587671663,827.5512186,40.455,0.053,-3.115,C+
10440,3.649854945,722.0643439,37.953,0.077,-3.526,C+
10441,3.521229955,751.6985988,50.416,0.514,-4.71,C
10442,3.583530396,873.2641399,65.091,0.091,-1.449,C
10443,3.685972121,927.5095234,2.11,0.21222241,9.35781022,B--
10444,3.566776918,1131.515543,72.324,1.368,-4.477,C-
10445,3.530793086,757.363373,54.363,0.382,-4.126,C
10446,3.568469165,666.9059581,74.586,0.571,-8.263,C-
10447,3.566140794,710.4186123,73.656,0.79,-27.491,C-
10448,1.39,87.28,70.16,0.01,0.96,C-
10449,3.606814508,996.7413892,27.57,0.145408709,-5.744,C++
10450,2.17,98.53,64.01,0.09,0.13,C
10451,0.27,518.94,66.47,0.03,-7.2,C
10452,15.577,42.075,64.672,-0.674,91.881,C
10453,0.4,269.32,71.36,0.018,-3.16,C-
10454,1.23,36.29,88.36,0.01,4.5,C-
10455,0.47,291.56,84.8,0.11,-6.32,C-
10456,0.2,424.83,74.42,0.01,-4.17,C-
10457,1.665,45.145,70.42,0.206,5.785,C-
10458,3.621893019,654.4159312,34.102,0.223,-11.116,C+
10459,0,664.219,58.21,0,-7.27,C
10460,3.50425887,823.1367039,56.631,0.209,-3.386,C
10461,3.607336941,806.0786934,19.38,0.259,-2.015,C++
10462,4.27,71.79,18.54,0,1.31,C++
10463,0.04,3582.28,82.59,0.12,-10.66,C-
10464,1.969,31.994,70.445,0.044,11.536,C-
10465,16.41,54.06,44.18,7.54,48.16,C+
10466,3.533201004,742.9331966,45.663,1.388,-12.253,C+
10467,0.04,3847.92,68.01,-0.07,-8.67,C
10468,1.3,70.85,63.67,-0.02,2.2,C
10469,0.45,312.62,71.16,0.06,-8.47,C-
10470,3.704760567,801.457825,2.83,0.220656837,9.504178023,B--
10471,0.3,332.26,59.17,-0.03,-2.86,C
10472,3.594129254,738.1352595,65.997,0.152,-3.93,C
10473,2.295,21.64,70.053,0.280818171,1.915,C-
10474,3.593036424,781.1446339,24.959,0.287,-3.985,C++
10475,0.23,656.24,72.63,0.26,-12.88,C-
10476,0.6,204.99,81.75,0.67,-5.22,C-
10477,0.36,290.24,73.14,0.18,-3.81,C-
10478,3.51638078,816.5260303,62.826,0.313,-3.733,C
10479,2.21,25.59,77.8,0,32.45,C-
10480,0,144.92,74.48,0,-7.71,C-
10481,3.525651729,1213.19409,68.078,1.287,-12.15,C
10482,3.528944478,720.4515995,40.121,0.107,-1.049,C+
10483,1.32,218.18,29.65,0.67,-3.28,C+
10484,3.538999057,785.1564931,55.63,0.174,-1.495,C
10486,3.666408314,646.4333118,38.106,0.178,-3.757,C+
10487,3.564656808,860.1726747,0.153,0.213007531,8.791830879,B--
10488,3.835,48.319,36.766,0.004,10.874,C+
10489,4.621,11.621,32.397,0.001,54.008,C+
10490,0.368,33.63,53.458,-0.002,1.574,C
10491,3.604436857,646.043957,31.271,0.159,-1.099,C+
