id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10044,3.532297405,735.5956349,54.67,0.75,-4.17,D++
10045,2.73,207.91,45.76,2.7,-13.26,D++
10046,3.21,31.01,88.9,-0.001,26.76,D
10047,3.57077416,791.4406761,55.43,0.252224835,7.5375156,D++
10048,4.19,63.05,49.75,0.65,8.05,D++
10049,1.47,94.84,53.67,0.26,0.48,D++
10050,3.49,10.08,74.85,0,10.57,D+
10051,89.77,19.07,74.9,1.22,368.3,D
10052,1.881,18.789,17.458,0.119,3.577,C-
10053,3.628191816,815.5161087,45.43,-0.06,-1.44,D++
10054,0.8,75.728,37.873,0.09,3.305,D++
10055,1.073,52.505,85.38,0.251,0.391,D
10056,1.709,188.679,61.21,0.058,-8.378,D+
10057,3.532125039,803.0723221,60.66,0.17,-3.02,D+
10058,3.546960848,974.2355835,70.4,1.12,-3.73,D+
10059,1.837,69.196,81.65,0.008,3.235,D
10060,2.83,54.01,46.84,0.18,6.48,D++
10061,0.41,115.56,12.64,0.13,-0.12,C-
10062,3.599423987,687.5027771,35.94,0.04,-4.17,C--
10063,0.37,391.77,82.88,0.09,-8.17,D
10064,0,168.022,24.67,0.264533963,-2000,C--
10065,0,2205.576,56.01,0,-2.32,D++
10066,3.51189811,847.4753511,60.74,0.18,-3.48,D+
10067,3.704760567,801.457825,3.33,0.220656837,9.504178023,C-
10068,0,120.035,63.99,0,-8.84,D+
10069,11.9,47.55,72.18,0.43,62.11,D+
10070,6.36,23.8,71.74,0.04,39.57,D+
10071,1.96,67.25,82.55,0.21,5.01,D
10072,0.13,1019.44,59.34,-0.01,-6.7,D+
10073,2.87,39.69,78.86,0.16,16.3,D
10074,1.015,84.576,32.978,0.093,1.669,C--
10075,4.92,50.76,63.01,0.27,19.85,D+
10076,0.475,119.201,75.91,0.08,-88.63,D+
10077,3.4941289,794.9240438,50.35,0.28,-3.12,D++
10078,1.64,102.08,46.74,0.52,-0.11,D++
10079,3.541157739,743.232398,68.3,0.48,-7.56,D+
10080,0.75,54.19,86.8,0.03,4.96,D
10081,2.366,405.062,66.78,0.01,-11.49,D+
10082,4.61,53.5,47.54,1.22,10.87,D++
10083,1.48,99.78,61.01,0.24,0.02,D+
10084,6.912,109.648,17.96,2.22,5.624,C--
10085,0.99,115.55,48.87,0.66,-0.68,D++
10086,2.52,120.56,65.96,0.292521679,-3.93,D+
10087,0.302,4.992,55.06,0.01,-6.395,D++
10088,0.81,197.54,55.92,0.49,-4.18,D++
10089,3.526665044,721.4596405,42.18,0.79,-3.86,D++
10090,2.71,64.72,34.01,0.1,2.97,C--
10091,3.627717972,685.9130152,25.51,0.64,-4.39,C--
10092,0.59,243.63,82.26,0.12,-5.83,D
10093,3.607118012,1121.332659,32.6,2.24,-16.87,C--
10094,3.570667303,1015.661961,58.73,0.08,-2.69,D+
10095,3.176,135.257,74.24,0.015,-1.73,D+
10096,1.14,112.21,65.47,0.1,-0.97,D+
10097,3.698362109,1815.200043,2.67,16.95,-5.24,C-
10098,3.503950366,1132.604042,40.28,1.35,-6.29,D++
10099,3.583138117,816.2061268,54.75,1.19,-50.96,D++
10100,0.329,2830.783,36.678,0.056,-1.598,C--
10101,4.5,115.44,52.63,1.35,-2.31,D++
10102,2.76,97.6,65.56,0.94,0.56,D+
10103,11.803,157.8,44.028,10.832,-27.906,D++
10104,0.087,14.078,81.97,-0.004,0.585,D
10105,3.595328137,1127.960847,82.61,1.01,-10.75,D
10106,0.391,290.146,41.697,0.082,-3.396,D++
10107,3.562906843,787.3269608,60.5,0.64,-10.38,D+
10108,3.583237245,1048.083647,46.04,0.07,-1.53,D++
10109,0.006,152.143,15.42,0,-1.189,C-
10110,3.703136471,842.6524999,32.92,1.47,-9.01,C--
10111,0.396,1753.194,12.635,0.077,-4.151,C-
10112,0.81,116.13,77.95,0.38,-1.82,D
10113,0.543,242.076,17.942,0.012,-1.255,C--
10114,3.524009939,720.5507836,42.8,0.49,-2.03,D++
10115,3.653266932,661.6587687,31.91,0.33,-5.59,C--
10116,3.556469865,790.9195072,45.64,1.71,-1.76,D++
10117,3.633132624,838.2364719,47.94,-0.2,-1.81,D++
10118,0.417,138.729,41.793,-0.006,-0.459,D++
10119,1.9,57.88,56.98,0.27,3.88,D++
10120,8.64,56.98,85.16,0.290198816,130.28,D
10121,0.689,96.564,36.775,0.2,-0.48,C--
10122,2.41,60.48,51.99,0.18,3.45,D++
10123,0,972.345129,37.73,0.15,-4.64,D++
10124,3.555516348,898.5151141,56.84,0.99,-13.28,D++
10125,0.297,233.948,16.1,0.045,-2.602,C-
10126,3.605336513,784.1184664,59.56,0.25121675,7.646298025,D+
10127,3.542876178,759.828068,66.18,0.33,-12.49,D+
10128,1.49,36.01,44.98,0.47,8.49,D++
10129,3.27,103.91,56.65,1.25,-0.8,D++
10131,3.607921431,740.4384658,45.9,0.99,-7.91,D++
10132,11.72,101.32,59.81,1.029,-1.02,D+
10133,3.54292137,728.9947745,69.79,0.207878024,-0.461,D+
10134,1.285,24.709,54.52,0.136,3.094,D++
10135,0.483,83.817,33.183,0.041,-2.218,C--
10136,1.61,84.27,64.87,-0.165,2.2,D+
10137,3.487184305,697.022538,41.34,0.54,-3.1,D++
10138,3.59088742,872.4314793,60.95,1,-8.93,D+
10139,3.541510604,853.9065848,67.61,0.246240528,7.103570374,D+
10140,3.594365698,698.8075329,27.57,0.1,-2,C--
10141,3.64,78.68,55.6,0,4.82,D++
10142,10.18,36.89,67.25,0.54,153.05,D+
10143,1.06,96.63,67.46,-0.07,0.21,D+
10144,0.086,581.989,65.82,0.083,-22.23,D+
10145,3.541757965,851.9716819,56.14,1.34,-5.82,D++
10146,8.09,30.97,54.47,-0.045,48.97,D++
10147,2.94,50.84,65.52,0.21,18.33,D+
10148,3.503940288,804.405148,51,0.24,-1.46,D++
10149,3.595168985,669.2665632,33.94,0.51,-4.4,C--
10150,6.61,40.44,43.79,0.218161508,47.21,D++
10151,2.877,21.027,23.273,0.009,12.435,C--
10152,0.45,376.26,83.95,-0.11,-11.82,D
10153,2.47,203.77,44.09,1.62,-10.78,D++
10154,1.78,146.14,51.11,0.53,-3.97,D++
10155,3.573017542,671.1388658,33.94,0.21,-1.12,C--
10156,3.58146161,725.4279165,40.97,0.32,-9.14,D++
10157,3.670664224,885.6681545,74.91,0.07,-4.13,D+
10158,2.78,48.56,50.8,0.39,5.19,D++
10159,3.619976835,729.265378,74.41,0.87,-11.02,D+
10160,4.7,64.57,60.88,0.019,8.58,D+
10161,3.542704343,784.6300515,67.98,0.74,-6.12,D+
10162,3.521979506,1334.304136,81.96,1.37,-27.67,D
10163,17.63,18.76,40.81,-0.03,171,D++
10164,2.02,233.77,39.06,-0.054,-12.55,D++
10165,1.17,138.63,59.25,0.12,-2.74,D+
10166,0.167,30926.175,19.429,0.295797778,-4.049,C-
10167,14.46,32.27,73.93,-0.48,81.72,D+
10168,3.538518082,743.6777256,41.06,0.97,-4.67,D++
10169,1.018,131.882,69.44,0.29154746,-4.217,D+
10170,4.28,62.39,37.55,0.2,3.68,D++
10171,3.507923521,877.8727674,57.12,0.25,-3.04,D++
10172,2.46,72.91,59.34,0.16,4.02,D+
10173,3.613855054,813.2958937,44.89,0.01,-0.92,D++
10174,1.06,125.06,39.99,0.54,-1.06,D++
10175,3.604163476,682.8353063,76.59,0.2,-8.67,D+
10176,0.35,620.47,30.86,-0.09,-3.11,C--
10177,0.11,824.05,76.14,0.05,-6.92,D+
10178,5.22,67.41,71.81,1.12,6.78,D+
10179,3.668448231,765.0994644,81.52,0,-24.66,D
10180,3.14,63.23,62.68,0.13,10.38,D+
10181,3.503052619,807.0933424,51.03,0.27,-1.89,D++
10182,3.57166951,969.5437711,58.71,0.09,-6.77,D+
10183,3.71,27.53,43.96,0.268872038,21.38,D++
10184,3.522859235,974.1097852,58.4,1.48,-3.54,D+
10185,1.218,105.94,43.199,1.07,-0.563,D++
10186,3.524793533,832.447044,55.84,0.3,-5.12,D++
10187,4.47,38.02,71.89,1.3,18.5,D+
10188,2.37,38.74,41.3,0.67,5.57,D++
10189,3.596177046,672.4432102,76.72,0.73,-9.72,D+
10190,1.81,19.06,54.91,0.12,5.22,D++
10191,8.19,753.9014649,69.1,0.162088318,-1.57,D+
10192,2.52,65.94,70.11,0.43,4.93,D+
10193,0,53.837,50.66,0,-1.91,D++
10194,7.24,150.29,15.45,7.18,-12.18,C-
10195,0.5,65.866,33.348,0.039,-0.269,C--
10196,3.541138507,693.528556,77.42,0.283429532,6.899510423,D+
10197,1.86,103.73,52.39,0.25,-0.3,D++
10198,7.21,34.74,69.81,0.25767318,65.95,D+
10199,2.63,19.58,69.35,0,27.54,D+
10200,2.22,92.55,77.7,0.19,1.28,D
10201,3.623793926,796.7365908,44.31,-0.14,-1.79,D++
10202,6.39,155.62,59.2,0.277540021,-23.4,D+
10203,3.601776614,788.9609706,59.97,0.251915747,7.619318198,D+
10204,2.237,40.489,36.999,0.278477793,-3.66,C--
10205,3.599766937,660.9690304,27.49,0.17,-2.89,C--
10206,47.81,34.51,71.4,0.01,268.58,D+
10207,3.503838279,812.2255585,63.17,0.35,-2.83,D+
10208,1.705,30.658,43.079,5.524,3.674,D++
10209,3.547519526,825.3698786,63.15,0.39,-3.94,D+
10210,11.59,29.24,60.09,3.12,81.13,D+
10211,3.571100791,677.61536,37.69,0.3,-2.6,D++
10212,3.517335444,786.2668152,40.41,0.63,-1.83,D++
10213,2.5,102.74,38.75,0.37,-0.19,D++
10214,3.51089514,801.4365067,64.12,0.25,-2.67,D+
10215,0.79,126.25,52.35,0.06,-1.23,D++
10216,3.602751876,790.6547847,31.13,1.52,-2.05,C--
10217,16.47,22.16,27.79,-1.69,31.51,C--
10218,3.538996867,669.4778664,5.51,0,-0.72,C-
10219,1.33,154.76,42.41,0.17,-3.41,D++
10220,0.466,809.8337005,16.633,-0.054290403,9.814124065,C-
10221,3.601203409,717.4298894,86.32,0.16,-10.63,D
10222,3.561440591,790.7727856,64.85,0.38,-4.63,D+
10223,2.79,134.57,63.71,1.1,-6.35,D+
10224,0.922,108.29,39.046,0.115,-0.193,D++
10225,3.505475139,738.691979,46.44,0.32,-2.66,D++
10226,3.604910098,904.0904796,50.9,0.01,-1.2,D++
10227,3.522557526,736.7099686,45.6,0.73,-1.79,D++
10228,3.806493238,629.596102,80.76,0.316848838,7.672511995,D
10229,3.5676361,718.8022285,74.67,0.63,-5.09,D+
10230,1.85,84.16,58.77,1.96,1.5,D+
10231,3.641796525,844.4510624,45.8,-0.022877674,8.266304514,D++
10232,1.4,16.73,72.14,0.01,38.73,D+
10233,0.51,212.62,74.13,0.23,-5.32,D+
10234,3.570544566,837.9160358,52.55,1.17,-4.61,D++
10235,4.79,59.16,39.61,0.03,6.39,D++
10236,3.501897945,809.475065,48.63,0.45,-2.38,D++
10237,0.47,381.98,48.32,0.2,-8.24,D++
10238,2.192,68.989,64.263,0.006,-14.166,D+
10239,8.32,53.27,47.27,2.29,18.5,D++
10240,7.96,34.3,53.62,0,76.07,D++
10241,3.536644293,856.2676347,60.29,0.71,-5.66,D+
10242,1,115.08,79.64,0.07,-0.97,D
10243,5.89,70.08,67.11,0.238011037,10.48,D+
10244,3.95,1347.01,65.17,0.078,-3.551,D+
10245,3.654226351,814.0057017,1.27,0.269094785,0,C-
10246,3.580895694,694.1528077,74.12,0.27,-8.75,D+
10247,3.565129924,1014.146074,56.85,0.08,-2.8,D++
10248,1.84,64.25,81.25,1.05,4.07,D
10249,0.612,96.109,22.523,0.005,-2.121,C--
10250,4.01,18.81,14.504,0.255284178,0.812,C-
10251,3.471055963,823.3774606,50.56,0.51,-3.34,D++
10252,0.466,486.239,28.1,0.052,-0.627,C--
10253,3.664784821,934.1284057,15.88,0.272961457,-0.99,C-
10254,0.84,135.09,57.6,0.12,-1.88,D+
10255,3.528740689,792.6850659,62.18,0.56,-13.85,D+
10256,3.539999707,800.5213781,61.36,0.15,-2.03,D+
10257,17.18,15.74,42.79,0.56,49.37,D++
10258,0.48,76.14,47.17,0.57,0.58,D++
10259,3.491946774,785.8359831,52.81,0.23,-2.38,D++
10260,0.27,432.5,60.01,0,-5.68,D+
10261,0,1883.299,40.13,0.79,-3.42,D++
10262,7.053,55.338,1.58,0.51,-0.21,C-
10263,3.596885961,619.8156386,32.47,-0.02,-2.5,C--
10264,3.747029374,697.2221667,51.23,0.244706416,8.481487065,D++
10265,0.173,1585.702,26.821,0.046,-3.436,C--
10266,3.658165016,697.669377,18.12,0.59,-2.84,C--
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,C-
10268,3.618785478,742.5433166,84.17,0.25,-4.16,D
10269,3.76,104.18,61.13,3.13,-1.49,D+
10270,3.618647925,1211.383102,66.64,0.07,-2.62,D+
10271,1.71,40.58,54.96,-0.02,5.46,D++
10272,3.614978017,696.6884951,22.43,0.28,-3.3,C--
10273,0.597,245.988,43.453,1.25,-7.249,D++
10274,0.6,183.38,77.95,0.3,-4.24,D
10275,10.68,34.39,57.07,0.282250259,162.86,D+
10276,3.571032805,699.9961184,25.65,0.58,-1.81,C--
10277,0.531,139.915,28.818,0.061,-0.326,C--
10278,1.512,143.77,58.006,0.43,-5.104,D+
10279,3.574846425,907.2063057,42.45,0.07,-1.65,D++
10280,0.15,1091.45,45.15,-0.07,-3.33,D++
10281,3.555702412,5038.290232,21.59,8.82,-8.77,C--
10282,3.587966163,862.2847455,25.54,0.06,-0.9,C--
10283,3.462278751,2062.83703,9.23,10.47,-12.35,C-
10284,0.69,126.02,71.34,0.09,-1.91,D+
10285,0.1,1252.43,59.29,0.19,-7.6,D+
10286,0.18,715.29,76.08,0.1,-8.54,D+
10287,1.001,74.484,37.888,0.248,1.488,D++
10288,1.72,32.82,72.26,0.35,9.71,D+
10289,3.42,17.65,31.79,0.205118829,9.55,C--
10290,3.500401238,751.5384875,70.09,0.35,-3.78,D+
10291,0.63,207.38,62.01,0.74,-4.45,D+
10292,3.607561658,937.5078266,37.15,2.38,-7.41,C--
10293,11.74,8.2,58.63,-1.35,27.86,D+
10294,0,618.197,60.42,0.17,-3.52,D+
10295,1.62,788.3547511,82.48,0.193114815,-5.68,D
10296,10.42,42.98,50.44,3.49,49.46,D++
10297,3.546047706,692.9680214,39.93,0.51,-3.4,D++
10298,0.646,52.054,25.483,0.032,0.743,C--
10299,3.555400078,718.8768243,44.36,0.1,-3.24,D++
10300,2.96,33.75,44.9,0.97,4.37,D++
10301,3.579966518,724.203175,42.19,0.82,-5.27,D++
10302,6.8,44.89,69.45,-0.37,13.39,D+
10303,0.45,415.64,27.04,0.12,-2.68,C--
10304,2.27,73.06,55.6,-0.05,3.18,D++
10305,3.49552879,740.0729904,47.5,0.69,-2.98,D++
10306,4.42,51.44,53.74,-0.05,15.96,D++
10307,3.65806884,943.4833853,74.13,1.13,-8.74,D+
10308,3.511639882,1154.281407,72.96,1.72,-13.4,D+
10309,3.544266751,699.7905554,45.89,0.13,-1.97,D++
10310,3.406431954,3060.042461,16.18,-0.46,-16.27,C-
10311,0.596,68.613,31.857,0.101,-0.885,C--
10312,3.548790168,1096.425265,86.68,1.56,-18.73,D
10313,3.558915095,792.3856254,63.51,0.32,-4.11,D+
10314,0.94,302.71,74.22,0.61,-12.91,D+
10315,6.73,45.63,40.32,0.19,24.16,D++
10316,3.474490265,844.370718,87.21,0.30366948,9.599344071,D
10317,3.567094386,930.4628527,41.6,1.01,-2.54,D++
10318,4.23,27.3,46.67,0.28,12.91,D++
10319,3.71,36.8,57.77,0.01,11.69,D+
10320,6.888,17.339,66.03,0.11,-10.742,D+
10321,3.537114128,832.8612691,54.4,0.32,-6.76,D++
10322,0.206,216.544,37.451,0.007,-3.801,C--
10323,0.93,166.87,89.96,0.05,-7.34,D
10324,1.12,133.94,66.99,0.32,-2.1,D+
10325,2.9,60.33,67.5,0.59,15.54,D+
10326,3.565158647,721.2298312,75.36,0.41,-4.23,D+
10327,4.608,55.361,65.217,1.527,11.462,D+
10328,3.631457805,812.7586581,56.67,0.93,-18.1,D++
10329,1.47,106.98,57.38,0.47,-0.52,D++
10330,1.73,63.09,68.23,0.08,3.76,D+
10331,12.53,27,75.42,3.63,142.95,D+
10332,0.076,3135.006,18.594,0.043,-1.79,C--
10333,17.299,318.298,41.483,0.308,46.971,D++
10334,0.321,119.698,37.629,0.03,-1.888,D++
10335,1.11,50.13,67.96,0,9.07,D+
10336,1.35,117.97,49.49,0.54,-0.86,D++
10337,0,78.684,75.03,0,-10.98,D+
10338,1.521,26.239,50.58,0.012,4.123,D++
10339,3.477332389,820.4024027,61.69,3.53,-15.32,D+
10340,3.595387327,804.6711941,72.26,0.17,-6.4,D+
10341,3.55918483,811.9845464,50.91,1.32,-11.1,D++
10342,0.57,354.52,68.16,0.03,-11.26,D+
10343,3.563356622,824.9954287,58.28,0.62,-12.26,D+
10344,3.625001947,771.9502334,80.79,0.93,-18.63,D
10345,3.617545357,825.2304476,58.15,-0.11,-5.13,D+
10346,11.72,27.55,52.27,3.23,36.6,D++
10347,3.553005681,658.5198911,25.56,0,-0.36,C--
10348,3.608138594,713.3046462,30.26,1.15,-2.83,C--
10349,3.577010042,813.0305916,34.71,1.42,-4.76,C--
10350,0.83,316.74,35.48,0.08,-9.12,C--
10351,8.13,19.62,56.68,1.08,37.87,D++
10352,3.508456176,829.0910792,62.59,0.44,-3.33,D+
10353,0.25,180.38,46.34,0,-1.24,D++
10354,3.595673502,787.0112268,82.1,0.26,-6.11,D
10355,0.12,1720.48,61.03,0.07,-13.29,D+
10356,1.5,193.41,52.48,0.91,-6.93,D++
10357,1.6,26.402,23.323,0.031,3.392,C--
10358,0.61,304.13,73.35,0.29,-6.19,D+
10359,10.04,29.68,32.99,0.003,18.58,C--
10360,0.15,16.18,66.57,0,1.63,D+
10361,3.475927325,839.6196265,47.48,2.67,-16.78,D++
10362,0,182.365,18.21,-0.03,-4.34,C--
10363,2.358,41.662,12.788,0.271734308,-0.046,C-
10364,2.43,66.88,49.96,0.4,3.58,D++
10365,3.559716233,770.1586808,52.93,1.35,-8.06,D++
10366,3.578857725,665.5381399,34.2,0.69,-2.63,C--
10367,3.603969985,683.4195914,43.84,0.76,-7.69,D++
10368,9.09,37.5,86.51,0.082,40.7,D
10369,0.567,211300.606,28.91,0.136,-0.665,C-
10370,3.548675634,826.0158682,55.28,0.38,-7.28,D++
10371,0.73,195.74,65.43,0.34,-5.06,D+
10372,3.620926512,631.2765664,16.28,0,-2.49,C-
10373,1.851,170706.138,48.923,0.035,-5.463,C--
10374,3.605655904,775.9498837,60.7,0.264478026,7.788626637,D+
10375,1.2,103.35,66.24,0.16,-0.26,D+
10376,2.85,10.1,63.31,0.282927935,26.23,D+
10377,0.07,81.84,77.35,0.318373354,0.45,D+
10378,0.12,1169.85,57.11,0.17,-7.71,D++
10379,0.58,564.77,46.3,0.303664763,-13.76,D++
10380,3.88,43.95,58.08,1.82,12.68,D+
10381,7.363,1857.357,38.494,0.774,-5.171,D++
10382,3.96,1024.027515,54.23,0.19273884,-3.88,D++
10383,3.617729163,698.1475429,27.4,0,-6.11,C--
10384,3.543290786,756.2474437,48.28,0.89,-5.79,D++
10385,0.04,1405.56,60.99,0.08,-3.82,D+
10386,3.507498617,836.1435872,58.61,0.19,-3.72,D+
10387,1.358,36.301,38.262,0.282,3.693,D++
10388,3.545468149,982.36246,51.32,1.28,-5.08,D++
10389,0.73,223.2,58.98,0.12,-4.64,D+
10390,0.2,58.02,26.718,0.378,-0.837,C--
10391,1.16,132.16,46.53,0.83,-1.78,D++
10392,3.539679501,861.9706209,68.5,0.245217397,7.093315911,D+
10393,0.216,134.313,27.283,0.069,-0.349,C--
10394,0.5,264,60.13,0.36,-3.8,D+
10395,1.15,186.99,65.94,0.9,-5.43,D+
10396,3.603387704,694.3234281,83.75,0.42,-10.05,D
10397,4.66,60.99,62.17,0.01,15.08,D+
10398,3.614401655,807.8377055,36.93,1.23,-10.64,C--
10399,4.38,47.47,48.85,1.67,11.96,D++
10400,3.555665936,795.1205883,44.08,1.2,-5.94,D++
10401,3.61871781,981.3051892,32.22,0.272634341,-0.78,C--
10402,3.712727314,797.1004428,81.2,0,-1.61,D
10403,3.563288393,730.0213053,50.1,0.66,-8.15,D++
10404,1.51,163.6,46.36,0.8,-2.03,D++
10405,0.8,386.1,48.05,0.07,-10.1,D++
10406,3.575785463,712.2094535,12.59,0.17,-0.55,C-
10407,2.916,43.858,38.971,0.622,8.117,D++
10408,2.13,62.77,58.98,0.17,5.74,D+
10409,1.422,7.228,56.33,-0.009,-25.96,D++
10410,3.52725681,851.3055294,57.71,0.24,-5.48,D+
10411,3.558974663,742.1234715,77.44,0.59,-5.98,D
10412,3.568453768,720.0612788,50.44,0.79,-9.33,D++
10413,4.86,31.11,40.11,0,30.3,D++
10414,3.546690179,829.0398821,63.13,1.78,-10.69,D+
10415,3.53881602,873.701726,48.5,0.84,-6.42,D++
10416,0.06,1223.86,68.2,0,-4.01,D+
10417,3.570437957,688.2332052,27.14,0.35,-1.06,C--
10418,3.608071366,893.2679568,52.41,0,-1.65,D++
10419,1.135,36.849,60.51,0.299,-1.49,D+
10420,10.13,25.69,52.1,0.383378852,118.91,D++
10421,0.651,174.513,32.563,0.099,1.203,C--
10422,2.97,26.84,63.85,0.18,24.42,D+
10423,3.599153422,676.3134882,28.34,0.31,-5.2,C--
10424,0.933,59.761,32.878,0.307,0.221,C--
10425,3.607011181,655.4612892,34.77,0,-2.6,C--
10426,0.051,6993.35,29.725,0.039,-4.936,C--
10427,0.32,526.02,79.04,0.48,-11.37,D
10428,0.78,4.98,55.04,0.299796984,6.91,D++
10429,3.606534167,886.9481706,54.58,-0.01,-2.13,D++
10430,3.640089936,804.799031,76.81,0.08,-4.36,D+
10431,3.488686957,31225.25469,26.14,0.05,-0.63,C--
10432,3.651041151,783.8253131,30.73,1.19,-5.39,C--
10433,3.581318296,765.6989175,62.51,0.55,-19.96,D+
10434,3.98,23.24,42.06,0,33.67,D++
10435,0.78,245.5,63.72,0.03,-6.83,D+
10436,3.571783397,663.8239516,34.05,0.18,-1.75,C--
10437,0.57,246.74,51.97,-0.09,-2.57,D++
10438,3.571965741,634.8378916,23.48,-0.04,-3.56,C--
10439,3.504510324,825.2806422,63.06,0.51,-3.26,D+
10440,3.646505234,732.0352586,31.12,0.08,-4.72,C--
10441,3.554801054,1326.791015,35.33,1.05,-4.96,C--
10442,3.528831795,729.9399833,71.54,0.16,-2.69,D+
10443,3.768464423,802.2498607,3.74,0.221156929,9.678340313,C-
10444,3.548517257,1062.652644,73.33,2.51,-3.25,D+
10445,3.524415808,758.3749134,50.9,0.45,-4.47,D++
10446,3.630811433,688.3808098,83.01,0.87,-8.63,D
10447,3.715138369,797.3397507,85.3,0.01,-58.71,D
10448,0.68,55.222,32.7,0.014,-0.124,C--
10449,3.549274594,832.4744244,47.74,0.114093077,-6.38,D++
10450,0.45,273.76,61.96,0.05,-5.32,D+
10451,0.17,241.192,58.718,0.034,-3.411,D+
10452,14.53,49.08,73.7,-0.44,104.43,D+
10453,0.245,138.163,58.56,0.018,-1.992,D+
10454,15.92,114.97,61.01,0.011,-11.41,D+
10455,1.16,123.61,52.33,0.2,-1.53,D++
10456,0.17,709.09,52.98,0.93,-6.25,D++
10457,7.15,33.75,59.66,0.72,33.69,D+
10458,3.592765563,1116.98398,31.41,0.13,-19.46,C--
10459,0.062,664.219,61.097,0.054,16.179,D+
10460,3.540276322,767.6836888,66.85,0.35,-4.94,D+
10461,3.688132633,674.6210973,27.1,0.09,-3.46,C--
10462,0.63,69.374,8.954,0.003,-1.023,C-
10463,0.05,3902.4,80.28,0.02,-10.08,D
10464,2.79,12.82,79.54,0.05,24.21,D
10465,4.3,32.79,59.34,1.64,33.85,D+
10466,3.486975511,787.9366776,53.47,2.32,-14.95,D++
10467,4.45,20.79,82.26,0.15,29.31,D
10468,0.4,71.722,52.781,0.093,-0.292,D++
10469,2.05,68.24,74.16,0.27,4.57,D+
10470,3.671311588,817.8490808,4.4,0.228624188,9.27193554,C-
10471,0.448,164.98,27.479,0.012,-1.001,C--
10472,3.526345277,785.5239754,56.8,0.56,-4.14,D++
10473,2.295,21.64,90.01,0.284927599,1.915,D
10474,3.532875304,819.9494094,24.02,0.11,-8.39,C--
10475,0.52,362.33,54.57,0.1,-8.84,D++
10476,0.341,72.636,31.202,0.293,-1.046,C--
10477,0.7,199.85,57.62,0.08,-4.78,D+
10478,3.542077913,833.1111844,61.26,0.55,-5.48,D+
10479,3.74,24.13,72.49,0,55.55,D+
10480,0.19,655.03,64.66,0.03,-5.59,D+
10481,3.490915192,952.0685474,69.62,1.84,-16.92,D+
10482,3.589800446,748.6690844,39.56,-0.04,-1.57,D++
10483,10.71,33.99,75.88,0.79,40.14,D+
10484,3.572896051,914.9025605,54.17,0.09,-2.43,D++
10486,3.574773461,714.7928722,42.33,0.25,-4.94,D++
