id,impaired_loans_divide_by_gross_customer_loans_advances,loan_loss_reserves_divide_by_impaired_loans,customer_loans_advances_divide_by_total_assets,net_charge_offs_divide_by_average_gross_customer_loans_advances,unreserved_impaired_loans_divide_by_equity,credit rank
10065,0.05,2631.82,57.03,0.08,-7.79,C-
10066,3.556392172,785.7121934,63.28,0.45,-4.5,C-
10067,3.623315325,870.3977874,38.19,-0.094952464,7.517132737,C
10068,1.79,100.47,75.07,0.16,-0.04,C--
10069,6.51,90.36,77.8,0.49,6.49,C--
10070,6.77,61.3,86.28,-0.79,28.08,D++
10071,0.26,522.55,14.79,0.66,-1.39,C+
10072,0,431.476,71.56,0.06,-5.16,C--
10073,0,3.969,39.3,0,-4.58,C
10074,4.09,35.24,68.68,0.04,13.47,C--
10075,3.01,67.77,76.75,0.01,9.45,C--
10076,0.29,396.17,73.09,0.18,-4.85,C--
10077,3.49991705,844.8711133,44.23,0.26,-3.45,C
10078,1.34,99.69,51.18,-0.09,0.02,C-
10079,3.601876066,662.7165125,79.13,0.44,-9.15,C--
10080,0.41,32.5,85.93,0.07,3.5,D++
10081,0.06,1942.86,73.79,0,-9.39,C--
10082,0.59,210.82,40.64,0.09,-2.74,C
10083,0.26,308.62,69.88,0.08,-3.34,C--
10084,9.39,36.13,15.69,0.36,11.02,C+
10085,0.02,5753.13,64.97,-0.03,-7.1,C-
10086,1.52,253.08,73.69,-58.83024285,-17.78,C--
10087,3.02,49.92,70.35,-0.01,12.73,C--
10088,0.19,509.21,82.37,0.22,-5.16,C--
10089,3.574884275,711.5554416,77.45,0.5,-4.54,C--
10090,1.44,84.74,68.69,0.039,2.46,C--
10091,3.55268642,783.9745543,53.41,0.5,-7.22,C-
10092,0,20700,59.05,-0.15,-0.09,C-
10093,3.567589594,836.5348476,36.39,1.3,-5.96,C
10094,3.578309559,816.964584,64.03,0.18,-3.9,C-
10095,3.8,183.78,70.61,0.01,-14.22,C--
10096,0.52,147,76.48,0.05,-1.57,C--
10097,3.605292513,654.4420055,1.22,0,-2.75,C++
10098,3.580328247,755.6992504,39.1,0.84,-5.46,C
10099,3.618104205,694.2442222,73.59,0.1,-11.36,C--
10100,0,28000,76.98,0,-7.9,C--
10101,1.44,109.58,51.93,0.16,-0.54,C-
10102,0.12,1096.12,65.13,0,-5.85,C-
10103,8.99,211.54,58.46,10.832,-35.55,C-
10104,0.15,15.85,82.83,0,1.45,C--
10105,3.578243168,994.5706105,74.67,1.16,-11.95,C--
10106,0.14,1138.67,86.92,0.02,-11.33,D++
10107,3.499959245,751.1167827,67.17,0.41,-3.64,C--
10108,3.510403579,866.0363316,44.59,0.26,-1.19,C
10109,0,152.143,24.81,0,-1.96,C+
10110,3.588494604,653.4501785,28.76,0.26,-2.79,C
10111,0.4,1042.86,26.48,0.38,-8.3,C
10112,0.75,122.89,67.44,0.14,-1.29,C--
10113,0.85,206.34,35.91,-0.06,-2.44,C
10114,3.524885497,733.4138853,43.74,0.48,-0.89,C
10115,3.591062196,803.526445,63.23,0.11,-1.11,C-
10116,3.547805461,979.9123656,62.25,0.66,-5.76,C-
10117,3.489505974,775.1171715,70.82,0.49,-3.27,C--
10118,0.4,190.85,88.57,0,-2.25,D++
10119,1.87,28.77,82.59,0.07,8.19,C--
10120,5.46,29.49,80.38,0.312743422,40.26,C--
10121,1.19,138.83,68.38,0.01,-2.92,C--
10122,2.34,43.49,80.28,0.03,10.62,C--
10123,0,835.7199477,1.61,-0.037,-2.798,C++
10124,3.59525641,749.8455626,77.35,0.9,-7.78,C--
10125,1.06,211.68,42.44,0.19,-5.63,C
10126,3.605336513,784.1184664,59.56,0.25121675,7.646298025,C-
10127,3.54068009,721.8232291,78.62,0.33,-2.42,C--
10128,1.74,29.97,78.6,0.22,20.03,C--
10129,0,874.182,53.65,-0.38,-11,C-
10131,3.59474049,773.73595,51.05,0.18,-7.95,C-
10132,4.61,127.28,40.64,-0.11,-4.03,C
10133,3.55079153,762.481374,73.81,0.169678477,-0.58,C--
10134,2.17,50.67,55.24,0.34,4.56,C-
10135,0.82,141.51,57.52,-0.24,-1.07,C-
10136,3.54,56.28,58.19,-0.24,13.96,C-
10137,3.664306085,660.1362109,32.54,0.25,-4.21,C
10138,3.507011598,824.7911351,64.65,0.43,-3.21,C-
10139,3.574614324,665.3993812,71.62,0.226945326,7.783155949,C--
10140,3.52027037,765.4138404,49.26,0.62,-4.46,C-
10141,2.77,38.38,68.55,-0.36,13.35,C--
10142,1.45,117.57,82.23,0.04,-2.1,C--
10143,4.55,43.35,53.67,0.002,10.43,C-
10144,0.2,393.36,76.18,0.38,-4.15,C--
10145,3.51115538,784.9857617,66.32,0.39,-2.22,C--
10146,12.78,22.09,49.43,0.03,83.58,C-
10147,1.41,53.85,72.27,0.1,9.35,C--
10148,3.513420566,1114.147086,62.71,0.35,-1.89,C-
10149,3.572519999,674.6117736,37.62,0.64,-2.68,C
10150,1.57,56.57,50.86,0.276924493,5.47,C-
10151,4.2,33.89,51.41,0,35.13,C-
10152,1.5,132.75,86.69,0.05,-4.13,D++
10153,0.13,951.56,66.82,-0.01,-5.97,C--
10154,0.06,6202.38,66.94,-0.02,-10.92,C--
10155,3.544290354,792.6521815,44.75,0.88,-0.8,C
10156,3.534260558,759.465429,67.23,0.35,-5.45,C--
10157,3.58050118,714.2519275,76.1,0.15,-0.69,C--
10158,0.74,313.25,74.05,0.14,-9.53,C--
10159,3.564395675,671.7997312,73.46,0.56,-8.82,C--
10160,4,198.7,46.61,0.02,-22.22,C-
10161,3.63172592,708.1806223,82.98,0.53,-4.77,C--
10162,3.533650214,1031.082204,81.7,1.97,-42.36,C--
10163,10.11,6.75,37.36,-0.01,79,C
10164,1.96,167.92,49.04,2.25,-8.05,C-
10165,0.82,119.32,80.97,0.03,-0.81,C--
10166,0.02,9200.32,14.89,0.309905612,-0.84,C+
10167,4.66,66.26,82.05,-0.85,13.83,C--
10168,3.566662486,699.0920832,74.76,0.58,-4.3,C--
10169,1.53,183.7,71.51,0.286735428,-8.23,C--
10170,0.14,499.44,52.55,0.21,-2.09,C-
10171,3.538444359,787.6199793,69.29,0.66,-6.34,C--
10172,1.17,132.06,70.71,0.04,-2.55,C--
10173,3.559155135,822.3566235,45.02,0.08,-0.68,C
10174,2.37,31.78,76.95,0.07,14.69,C--
10175,3.500577677,793.6873326,51.52,0.36,-2.59,C-
10176,0.59,131.74,71.61,0.66,-1.1,C--
10177,0.59,176.92,64.08,0.08,-2.31,C-
10178,2.33,93.8,74.3,0.494,0.53,C--
10179,3.577382141,730.0674661,71.74,0.8,-9.15,C--
10180,1.25,116.26,71.94,0.39,-2.16,C--
10181,3.499121504,816.1753969,53.34,0.43,-1.57,C-
10182,3.550014519,729.2890631,73.66,0.39,-11.91,C--
10183,3.71,24.19,44.01,-0.451048088,23.06,C
10184,3.563411507,924.3922833,39,1.17,-5.04,C
10185,1.93,83.87,20.06,-0.11,0.63,C+
10186,3.592175565,799.7290278,68.47,0.08,-1.31,C--
10187,0.26,938.01,44.43,1.22,-5.79,C
10188,0.07,2067.57,69.78,0.1,-8.88,C--
10189,3.562492319,1372.779385,82.03,1.21,-12.64,C--
10190,0.38,179.64,72.54,0.04,-1.56,C--
10191,20.55,781.7989497,70.57,0.172569293,-2.1,C--
10192,0,28761.454,74.17,-0.03,-6.92,C--
10193,0.906,53.837,53.732,0.152,1.26,C-
10194,6.48,113.67,29.44,1.849,-3.08,C
10195,0.45,221.47,70.3,-0.01,-2.37,C--
10196,3.573968611,603.4400002,80.27,0.328874891,6.727121017,C--
10197,0,1219.673,68.32,0,-6.07,C--
10198,2.48,63.44,70.04,0.259873166,12.17,C--
10199,1.17,37.15,72.43,0,8.84,C--
10200,2.06,81.86,75.27,0,2.2,C--
10201,3.691681212,891.7170599,75.34,0.04,-2.22,C--
10202,3.66,227.1,44.59,0.277206167,-20.27,C
10203,3.587356991,775.238846,62.44,0.269103846,7.496243783,C-
10204,1.02,40.489,55.89,0.28651844,-3.37,C-
10205,3.600085896,794.4527866,25.82,0.17,-2.62,C
10206,4.73,72.26,63.04,0.29,7.14,C-
10207,3.489070785,870.3871482,57.66,0.5,-2.32,C-
10208,3.78,38.28,66.52,1,16.92,C--
10209,3.500358618,735.354497,77.57,0.38,-3.29,C--
10210,0.98,133.6,72.07,0.01,-1.89,C--
10211,3.583023471,679.8266401,34.82,-0.09,-5.48,C
10212,3.672949925,730.3467708,33.17,0.21,-3.95,C
10213,0.11,1240.6,57.32,0,-5.31,C-
10214,3.517302968,806.7985551,64.62,0.21,-2.04,C-
10215,0.58,160.06,69,0.02,-2.3,C--
10216,3.574601941,1590.856838,21.74,2.15,-6.33,C+
10217,6.14,69.01,70.28,0.21,14.56,C--
10218,3.534826442,669.4026764,5.36,0,-0.7,C++
10219,0.34,529.79,41.58,-0.02,-5.65,C
10220,0.42,742.916917,38.17,-0.057104345,8.095333357,C
10221,3.514615097,727.5509864,75.21,0.34,-3.6,C--
10222,3.558454526,751.318862,76.81,0.54,-6.87,C--
10223,0,58.367,80.98,0.01,-9.23,C--
10224,1.21,133.67,79.68,-0.82,-2.84,C--
10225,3.571917621,954.9026967,57.53,1.13,-15.92,C-
10226,3.611830274,936.6375136,65.16,0,-0.82,C-
10227,3.512488312,772.7518464,55.17,0.45,-0.78,C-
10228,3.561585035,683.8449881,78.54,0.304545519,7.012453712,C--
10229,3.60633616,736.3409897,83.46,0.49,-5.89,C--
10230,9.21,23.36,68.47,0.621,43.53,C--
10231,3.706900044,958.3094019,48.28,0.126878635,8.202905717,C-
10232,0.53,16.69,87.77,0.003,11.43,D++
10233,0.63,141.33,42.22,0,-0.86,C
10234,3.582361511,777.2849655,82.71,0.88,-11.85,C--
10235,0.12,788.46,58.17,0.15,-4.74,C-
10236,3.525122425,750.3213646,50.06,0.48,-4.58,C-
10237,0.47,188.91,74.37,0.12,-2.69,C--
10238,0,68.989,82.62,0,-6.65,C--
10239,0.18,1417.9,66.86,0.65,-4.68,C--
10240,0.99,50.4,70.47,0,5.55,C--
10241,3.594539852,781.1821902,67.86,0.08,-2.95,C--
10242,0.654,92.306,61.047,0.074,-0.579,C-
10243,3.02,78.29,81.5,0.27876742,5.99,C--
10244,0,1347.01,67.66,0.02,-7.68,C--
10245,3.610102744,1060.353901,11.39,0.284472742,0,C+
10246,3.660626682,782.5443024,83.54,0.09,-4.59,C--
10247,3.563718414,734.4980272,73.57,0.47,-5.3,C--
10248,0.3,355.54,75.74,-0.04,-5.56,C--
10249,3.42,51.87,45.59,0.01,8.44,C-
10250,0.67,18.81,21.98,0.277611834,0.812,C+
10251,3.533695702,1085.380686,57.95,0.93,-3.01,C-
10252,0.03,2857.14,42.21,0.06,-3.31,C
10253,3.636314966,993.3658036,11.9,0.276512803,-0.88,C+
10254,0.14,775.95,70.77,-0.02,-5.13,C--
10255,3.577938381,792.1859677,61,0.14,-5.38,C-
10256,3.564843626,675.5515389,73.61,0.46,-8.91,C--
10257,12.48,55.73,56.81,0.05,25.02,C-
10258,6.01,92.68,61.08,1.22,2.27,C-
10259,3.533479438,1155.80966,58.41,1.03,-16.85,C-
10260,1.94,61.13,74,0.03,4.62,C--
10261,1.13,234.02,46.09,0.27,-4.85,C-
10262,23.56,112.79,3.01,0.51,-0.34,C++
10263,3.539750537,706.2555474,39.8,0.58,-1.05,C
10264,3.647014961,712.2292807,52.12,0.261569192,9.236081966,C-
10265,0.53,320.13,60.99,0.09,-7.71,C-
10266,3.565066194,824.4788759,59.06,0.16,-1.14,C-
10267,3.5708826,862.0263666,0.074,0.214160218,8.904897808,C++
10268,3.512269478,905.555021,88.7,0.33,-3.3,D++
10269,5.54,73.88,45.42,2.24,9.2,C-
10270,3.614828081,1111.029965,62.58,0.04,-3.33,C-
10271,2.23,63.64,63.68,0.18,4.57,C-
10272,3.62580768,977.6372532,29.63,0.07,-1.03,C
10273,0.87,584.86,89.17,2.38,-14.86,D++
10274,0.04,3103.47,79.66,0,-8.2,C--
10275,7.16,54.26,64.97,0.27634293,59.07,C--
10276,3.554228196,1024.466733,65.06,1.3,-3.45,C-
10277,1.91,62.6,59.18,0.02,3.59,C-
10278,1.39,163.67,71.07,0.92,-7.56,C--
10279,3.561863083,674.4903773,36.27,0.24,-1.68,C
10280,0.198,2371.792,50.081,-0.014,-3.481,C-
10281,3.689437968,1072.609495,30.01,3.61,-3.93,C
10282,3.579934123,691.2574214,38.3,0.98,-4.38,C
10283,3.21348193,14573.21318,0.62,0,-32.29,C++
10284,0.49,124.12,75.89,0.03,-0.86,C--
10285,0,1452.301,75.42,-0.02,-6.43,C--
10286,0.81,189.61,71.72,0.05,-4.81,C--
10287,3.14,44.52,60.11,0.38,8.95,C-
10288,0,23.493,44.7,-0.01,-1.1,C
10289,2.51,34.84,31.43,0.268101567,5.87,C
10290,3.594835336,751.3341349,76.84,0.82,-5.03,C--
10291,1.88,53.02,66.9,0,4.62,C--
10292,3.578622434,747.2709289,51.82,0.46,-9.16,C-
10293,3.26,71.79,66.5,-0.19,3.45,C--
10294,1.13,56.25,65.13,0.15,2.81,C--
10295,5.82,829.2476598,74.09,0.167518816,-3.32,C--
10296,0.96,178.09,56.12,-0.16,-4.35,C-
10297,3.536274762,759.6297319,68.37,0.54,-5.35,C--
10298,1.14,88.06,55.2,0,0.81,C-
10299,3.560093627,918.9261578,70.17,1.05,-4.91,C--
10300,0.53,178.06,80.86,0.02,-2.45,C--
10301,3.508464559,841.3457231,56.73,0.27,-1.77,C-
10302,1.7,93.91,78.29,-0.21,0.45,C--
10303,0.49,362.76,32.55,0.16,-2.81,C
10304,0,462.766,43.56,0.11,-6.95,C
10305,3.588130087,672.5079219,39.34,0.23,-6.62,C
10306,4.64,49.7,37.19,-0.12,10.32,C
10307,3.602600399,909.0832474,68.25,1.07,-10.91,C--
10308,3.593624986,1101.486971,82.33,1.79,-15.59,C--
10309,3.55010551,730.0815426,72.27,0.17,-2.26,C--
10310,3.546116528,648.2598942,8.13,0,-0.92,C+
10311,0.65,231.34,72.1,0,-5.35,C--
10312,3.647024511,695.95315,86,0.13,-4.01,D++
10313,3.58625567,737.6501794,91.15,0.33,-5.11,D++
10314,0.03,2766.67,81.02,0.03,-5,C--
10315,4.11,29.32,45.33,-0.02,21.63,C-
10316,3.534681682,980.7249361,85.27,0.29926897,8.976483641,D++
10317,3.562767439,797.5568488,45.53,1.27,-3.72,C-
10318,0.17,301.02,71.47,0.02,-1.91,C--
10319,1.794,91.931,46.488,0.016,3.659,C-
10320,23.7,54.39,64.97,0.14,31.65,C--
10321,3.584606727,938.7733095,65.89,1.1,-4.97,C--
10322,0.18,759.12,76.46,0.04,-9.42,C--
10323,1.02,72.82,82.74,0.1,1.76,C--
10324,0.04,2587.51,75.18,0.03,-4.92,C--
10325,0,433.815,69.75,0.01,-9.05,C--
10326,3.545754189,820.6147537,62.52,1.46,-8.14,C-
10327,4.34,31.04,66.35,0.13,20.06,C--
10328,3.625053999,735.3226556,74.28,0.29,-5.32,C--
10329,0.23,382.53,63.43,0.03,-3.08,C-
10330,0.08,1864.44,83.1,1.01,-2.94,C--
10331,0.12,1018.51,75.44,-0.12,-6.75,C--
10332,0,3135.006,36.34,-0.02,-3.84,C
10333,0.1,1112.82,40.72,1.23,-2.21,C
10334,0.36,263.68,83.8,0.01,-4.81,C--
10335,0.13,189.16,62.68,-0.01,-1.06,C-
10336,3.87,27.01,57.37,0.85,15.84,C-
10337,1.58,79.55,47.69,1.06,1.46,C-
10338,1.11,39.47,54.06,0,2.49,C-
10339,3.503682409,820.7404175,65.07,0.43,-2.92,C-
10340,3.647103407,927.0381519,72,0.06,-6.02,C--
10341,3.614201613,735.8637784,82.44,0.49,-5.54,C--
10342,0.34,424.27,77.18,0.38,-7.45,C--
10343,3.527644019,721.0980709,73.74,0.26,-2.65,C--
10344,3.590097177,681.1063755,81.51,0.54,-11.31,C--
10345,3.603260531,671.5745197,80.11,0.71,-9.89,C--
10346,0.68,151.82,74.61,0.38,-1.75,C--
10347,3.606163157,646.6701179,29.45,0.17,-0.26,C
10348,3.533914644,765.6686661,45.69,0.27,-1.79,C-
10349,3.577010042,813.0305916,35,1.59,-4.56,C
10350,0.85,429.69,40.9,0.82,-18.21,C
10351,0.83,148.53,53.18,0.02,-1.7,C-
10352,3.605466254,907.0420434,63.88,0,-2.81,C-
10353,0.23,218.71,49.02,0.02,-1.47,C-
10354,3.551937971,719.2260932,80.01,0.18,-3.13,C--
10355,1.08,167.2,81.59,0.07,-5.62,C--
10356,0.642,126.381,40.916,0.091,-2.045,C
10357,3.12,60.75,45.1,0.33,4.88,C
10358,0.32,149.92,71.54,0.09,-0.68,C--
10359,10.95,42.1,25.64,0.03,12.6,C
10360,0.06,4.16,64.6,0,0.81,C-
10361,3.637001629,760.4107063,80.71,0.94,-5.37,C--
10362,0.368,182.365,25.609,0.013,-2.427,C
10363,3.91,105.43,33.89,0.282436904,-0.14,C
10364,1.801,81.058,41.654,0.191,1.987,C
10365,3.514686348,814.6675815,63.36,0.32,-3.23,C-
10366,3.605654799,904.693913,53.06,0,-1.53,C-
10367,3.50518287,753.1906716,47.84,0.61,-2.34,C-
10368,6.65,5.25,82.63,0.07,34.51,C--
10369,0.88,120.54,52.61,-0.01,-0.95,C-
10370,3.539161838,768.118729,63.24,0.12,-3.8,C-
10371,0.57,166.06,85.82,0.16,-3.98,D++
10372,3.618316153,616.860383,9.77,0,-2.87,C+
10373,0.01,23100,80.43,0,-9.33,C--
10374,3.503454806,882.6704643,71.23,0.255750108,6.581950388,C--
10375,0.27,189.4,77.12,0.01,-1.76,C--
10376,1.9,58.77,64.32,0.270609631,7.48,C-
10377,0.79,121.28,75.13,0.301030572,-1.15,C--
10378,0.39,299.44,64.3,0.02,-4.24,C-
10379,0.47,758.41,63.66,0.301132254,-23.13,C-
10380,1.64,52.49,62.39,0.17,4.58,C-
10381,0,1857.357,39.76,-0.06,-6.83,C
10382,11.03,762.8341128,71.49,0.215142848,-2.4,C--
10383,3.584139133,658.838961,35.79,0.19,-2.56,C
10384,3.564700961,855.2387679,61.29,0.96,-5.44,C-
10385,0.69,177.45,68.43,0.09,-2.85,C--
10386,3.613436336,818.6562494,62.48,-0.01,-4.35,C-
10387,3.55,36.9,78.38,0.07,11.41,C--
10388,3.521926732,760.2831752,47.08,0.19,-1.45,C-
10389,0.11,1579.22,72.63,0.07,-11.52,C--
10390,0.55,174.12,77.55,0.02,-3.2,C--
10391,0.28,536.96,51.9,0.05,-7.26,C-
10392,3.565041549,667.7735099,76.35,0.26442444,7.398138716,C--
10393,0.22,402.96,60.25,0,-1.74,C-
10394,1.08,117.16,75.93,0.43,-1.38,C--
10395,1.17,98.73,75.24,0,0.11,C--
10396,3.607468273,673.2083105,88.71,0.71,-8.71,D++
10397,1.03,55.07,72.27,-0.01,3.6,C--
10398,3.493237143,808.4144777,49.55,0.31,-2.56,C-
10399,0.5,246.5,61.17,0.1,-4.27,C-
10400,3.62438832,1219.955417,83.01,0.95,-3.68,C--
10401,3.560664547,828.2250806,38.26,0.270267159,-0.34,C
10402,3.652544631,821.6542499,72.5,0,-1.85,C--
10403,3.601468078,744.3247707,85.34,0.59,-6.22,D++
10404,0.07,1901.61,62.68,0.26,-6.49,C-
10405,0.54,194.69,65.41,0,-2.8,C--
10406,3.555451393,774.9096853,14.1,0.06,-0.57,C+
10407,2.916,43.858,38.971,0.622,8.117,C
10408,0.987,4032.67,55.978,0.104,-0.293,C-
10409,3.11,28.46,52.01,-0.02,23.92,C-
10410,3.605433076,630.9588104,40.11,0.14,-4.75,C
10411,3.557524675,719.1788708,81.16,0.2,-2.96,C--
10412,3.561342642,707.111702,74.12,0.56,-4.45,C--
10413,2.04,56.4,57.08,0,10.3,C-
10414,3.679380862,1006.912786,85.93,0.07,-2.56,D++
10415,3.537179881,782.2261302,71.17,0.35,-4.78,C--
10416,0.71,117.27,58.4,0.08,-0.79,C-
10417,3.516485832,720.1682966,43.63,0.57,-2.51,C
10418,3.491206291,837.9258035,56.63,0.45,-3.56,C-
10419,2.36,46.79,67.04,0.5,9.84,C--
10420,9.23,35.95,49.12,0.295215615,80.86,C-
10421,1.46,52.8,48.13,0.19,2.94,C-
10422,14.19,46.64,58.12,2.58,84.62,C-
10423,3.534090543,765.2377149,51.54,0.32,-4.53,C-
10424,2.06,79.85,66.54,0.45,1.89,C--
10425,3.570567549,674.9422906,24.6,-0.01,-1.4,C+
10426,0,6993.35,53.78,0.01,-10.98,C-
10427,0.19,658.13,80.12,0.54,-7.78,C--
10428,0.44,3.16,57.17,0.34586185,4.85,C-
10429,3.530462346,875.9819138,57.56,0.24,-6.52,C-
10430,3.536407525,724.2009513,76.48,0.19,-3.03,C--
10431,3.57996502,653.5841938,31.28,0.39,-0.8,C
10432,3.547271156,694.3052547,44.8,0.82,-4.62,C
10433,3.556769433,781.0759282,65.36,0.69,-5.74,C--
10434,2.68,16.08,47.12,0,27.91,C-
10435,0.37,277.55,73.8,0.02,-4.82,C--
10436,3.509226418,764.7670374,46.77,0.29,-2.26,C-
10437,2.38,42.94,64.52,0.52,8.89,C-
10438,3.529192909,855.1578656,70.01,1.53,-1.49,C--
10439,3.578531393,724.529514,39.5,0,-3.06,C
10440,3.576279905,832.9357793,61.7,0.1,-1.88,C-
10441,3.495396482,766.1489624,67.2,0.44,-3.57,C--
10442,3.661801405,835.9536745,79.85,0.01,-0.62,C--
10443,3.704760567,801.457825,3.29,0.220656837,9.504178023,C++
10444,3.570002004,804.4377146,90.22,0.13,-3.73,D++
10445,3.536540368,769.6002699,66.73,0.57,-5.01,C--
10446,3.579910897,706.7059343,87.48,0.8,-9.77,D++
10447,3.695470422,802.0283345,87.44,0,-13.8,D++
10448,1.03,106.33,75.15,0.02,-0.36,C--
10449,3.623999236,770.1743762,27.65,0.284620651,-13.76,C
10450,6.23,32.64,65.4,0.11,15.94,C--
10451,0.45,280.76,66.67,0.08,-5,C--
10452,8.88,44.23,78.16,-1.24,64.66,C--
10453,1.16,121.14,70.05,0.018,-0.83,C--
10454,0.97,42.83,89.15,0,3.22,D++
10455,0.3,442.47,82.9,0.08,-7.23,C--
10456,0.64,125.89,78.16,0.02,-1.04,C--
10457,1.665,45.145,69.35,0.206,5.785,C--
10458,3.524752154,754.659542,51.4,0.51,-4.37,C-
10459,0,664.219,64.33,0,-7.45,C-
10460,3.540560024,773.5991859,65.22,0.15,-2.59,C--
10461,3.551781808,648.9369846,16.38,0,-1.27,C+
10462,0.83,354.93,19.94,0,-2.31,C+
10463,0.29,490.25,83.37,0,-7.81,C--
10464,0.82,59.05,79.9,0.1,2,C--
10465,9.662,33.383,41.447,1.596,54.092,C
10466,3.533925283,945.3515583,62.96,2.73,-3.35,C-
10467,1.06,127.95,60.53,0.12,-1.76,C-
10468,0.63,162.39,62.97,0.03,-2.2,C-
10469,0.2,652.87,68.37,0.34,-8.88,C--
10470,3.685972121,927.5095234,2.07,0.21222241,9.35781022,C++
10471,0.18,539.28,58.52,0.11,-3.21,C-
10472,3.710428442,731.3336464,80.9,-0.08,-5.13,C--
10473,2.295,21.64,82.12,0.295174552,-2.49,C--
10474,3.647114277,630.8825265,30.99,0.1,-3.26,C
10475,0.12,1298.41,70.27,0.02,-12.08,C--
10476,1.39,76.09,84.44,0.7,2.67,C--
10477,0.72,139.91,72.12,0.14,-1.52,C--
10478,3.500151384,753.9799828,70.98,0.35,-3.36,C--
10479,2.2,23.12,78.99,0.01,33.19,C--
10480,0,144.92,82.03,0,-7.3,C--
10481,3.51786922,1045.56413,73.89,1.6,-14,C--
10482,3.607612749,1012.880134,59.95,0,-0.56,C-
10483,0.89,292.84,29.48,0.65,-3.41,C
10484,3.535375702,775.8045674,71.81,0.21,-1.21,C--
10486,3.576672605,846.1091761,46.62,0.08,-3.39,C-
10487,3.5708826,862.0263666,0.01,0.214160218,8.904897808,C++
10488,1.75,59.14,48.23,0.004,3.82,C-
10489,3.43,12.93,41.36,-0.03,35.51,C
